incident_number,date_reported,date_occurred,badge_id,offense_classification,offense_code_name,nibrs_code,nibrs_group_name,was_offense_completed,lmpd_division,lmpd_beat,location_category,block_address,city,zip_code,ObjectId
LMPD25003673,1/13/2025 7:02:00 PM,11/14/2024 5:00:00 PM,8544,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,YES,8TH DIVISION,823,CYBERSPACE,17000 BLOCK MALLET HILL DR,LOUISVILLE,40245,87
LMPD25003641,1/13/2025 5:38:00 PM,6/19/2024 4:00:00 AM,8499,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,3RD DIVISION,315,RESIDENCE/HOME,7600 BLOCK MARIE ANNA DR,LOUISVILLE,40258,88
LMPD25003638,1/13/2025 5:34:00 PM,12/23/2024 5:00:00 PM,8454,32 EMBEZZLEMENT,THEFT BY DECEPTION INCLUDING COLD CHECKS 514.040(8) 71283E 270,270,A,YES,7TH DIVISION,735,GROCERY/ SUPERMARKET,4500 BLOCK OUTER LOOP,LOUISVILLE,40219,89
LMPD25003629,1/13/2025 5:18:00 PM,12/31/2024 1:00:00 PM,8064,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,YES,2ND DIVISION,223,OTHER RESIDENCE (APARTMENT/CONDO),1000 BLOCK S 28TH ST,LOUISVILLE,40211,90
LMPD25003627,1/13/2025 5:18:00 PM,1/10/2024 5:00:00 PM,8454,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,1ST DIVISION,134,OTHER/UNKNOWN,600 BLOCK E MARKET ST,LOUISVILLE,40202,91
LMPD25003629,1/13/2025 5:18:00 PM,12/31/2024 1:00:00 PM,8064,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,2ND DIVISION,223,OTHER RESIDENCE (APARTMENT/CONDO),1000 BLOCK S 28TH ST,LOUISVILLE,40211,92
LMPD25003623,1/13/2025 5:06:00 PM,1/1/2025 2:00:00 AM,8585,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,1ST DIVISION,112,RESIDENCE/HOME,2600 BLOCK W CHESTNUT ST,LOUISVILLE,40211,93
LMPD25003594,1/13/2025 3:42:00 PM,12/12/2024 1:00:00 PM,8659,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $500 < $1,000 514.030 24161 23D",23D,A,YES,1ST DIVISION,135,DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,500 BLOCK S JACKSON ST,LOUISVILLE,40202,94
LMPD25003556,1/13/2025 2:26:00 PM,12/29/2024 1:19:00 PM,8611,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,736,GROCERY/ SUPERMARKET,9500 BLOCK PRESTON HWY,LOUISVILLE,40229,95
LMPD25003557,1/13/2025 2:26:00 PM,12/30/2024 12:54:00 PM,8611,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,736,GROCERY/ SUPERMARKET,9500 BLOCK PRESTON HWY,LOUISVILLE,40229,96
LMPD25003555,1/13/2025 2:25:00 PM,12/1/2024 11:03:00 PM,8611,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,736,GROCERY/ SUPERMARKET,9500 BLOCK PRESTON HWY,LOUISVILLE,40229,97
LMPD25003553,1/13/2025 2:24:00 PM,11/30/2024 11:53:00 PM,8611,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,736,GROCERY/ SUPERMARKET,9500 BLOCK PRESTON HWY,LOUISVILLE,40229,98
LMPD25003562,1/13/2025 2:21:00 PM,6/3/2024 4:00:00 AM,8560,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,5TH DIVISION,514,RESIDENCE/HOME,1900 BLOCK EMERSON AVE,LOUISVILLE,40205,99
LMPD25003316,1/12/2025 6:13:00 PM,12/25/2024 5:00:00 AM,5263,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,3RD DIVISION,331,RESIDENCE/HOME,7200 BLOCK RUTLEDGE RD,LOUISVILLE,40258,100
LMPD25003309,1/12/2025 5:25:00 PM,12/24/2024 4:42:00 PM,8611,27 FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $1,000 < $10,000 514.070(4)(b) 23494 26A",26A,A,YES,7TH DIVISION,735,PARKING/ DROP LOT/ GARAGE,7300 BLOCK JEFFERSON BLVD,LOUISVILLE,40219,101
LMPD25002931,1/10/2025 8:17:00 PM,12/17/2024 5:01:00 AM,8646,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,8TH DIVISION,824,COMMERCIAL/OFFICE BUILDING,2600 BLOCK EASTPOINT PKY,LOUISVILLE,40223,102
LMPD25002897,1/10/2025 5:20:00 PM,12/31/2024 5:00:00 AM,7340,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,3RD DIVISION,331,OTHER RESIDENCE (APARTMENT/CONDO),2800 BLOCK DE MEL AVE,LOUISVILLE,40214,103
LMPD25002897,1/10/2025 5:20:00 PM,12/31/2024 5:00:00 AM,7340,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $10,000 OR MORE 514.040(8)(c) 71289 23H",23H,A,YES,3RD DIVISION,331,COMMERCIAL/OFFICE BUILDING,2800 BLOCK DE MEL AVE,LOUISVILLE,40214,104
LMPD25002888,1/10/2025 5:11:00 PM,12/30/2024 1:57:00 PM,8631,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,7TH DIVISION,736,PARKING/ DROP LOT/ GARAGE,3300 BLOCK FERN VALLEY RD,LOUISVILLE,40213,105
LMPD25002879,1/10/2025 4:31:00 PM,4/10/2024 4:00:00 AM,4354,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,8TH DIVISION,824,RESIDENCE/HOME,400 BLOCK CLYDEBANK CT,DOUGLASS HILLS,40243,106
LMPD25002877,1/10/2025 4:26:00 PM,11/1/2024 4:01:00 AM,8358,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,6TH DIVISION,613,RESIDENCE/HOME,4900 BLOCK RUNIC WAY,LOUISVILLE,40218,107
LMPD25002838,1/10/2025 2:24:00 PM,12/24/2024 5:00:00 AM,8611,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,1ST DIVISION,111,RESIDENCE/HOME,2700 BLOCK PORTLAND AVE,LOUISVILLE,40212,108
LMPD25002678,1/9/2025 10:49:00 PM,12/30/2024 5:00:00 PM,8544,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,5TH DIVISION,525,CYBERSPACE,0 BLOCK BROWNSBORO HILL RD,LOUISVILLE,40207,109
LMPD25002649,1/9/2025 9:38:00 PM,12/22/2024 5:00:00 AM,8630,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,6TH DIVISION,625,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE,2800 BLOCK HIKES LN,LOUISVILLE,40218,110
LMPD25002631,1/9/2025 8:55:00 PM,12/5/2024 5:01:00 AM,8646,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,3RD DIVISION,331,RESIDENCE/HOME,7200 BLOCK NIGHT ACRES LN,LOUISVILLE,40258,111
LMPD25002605,1/9/2025 7:55:00 PM,11/26/2024 5:00:00 PM,8544,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,5TH DIVISION,514,CYBERSPACE,2400 BLOCK VALLEY VISTA RD,LOUISVILLE,40205,112
LMPD25002598,1/9/2025 7:21:00 PM,12/31/2024 5:30:00 AM,5258,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,4TH DIVISION,411,RESIDENCE/HOME,700 BLOCK W OAK ST,LOUISVILLE,40203,113
LMPD25007783,1/24/2025 5:02:00 PM,3/1/2024 8:04:00 PM,5263,15 UNAUTHORIZED USE,UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE 514.100 00701 240,240,A,YES,3RD DIVISION,331,RESIDENCE/HOME,7200 BLOCK BEECHLAND AVE,LOUISVILLE,40258,114
LMPD25045099,4/23/2025 6:29:00 PM,4/23/2024 4:00:00 AM,7427,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,3RD DIVISION,322,RESIDENCE/HOME,8800 BLOCK GRAND RIDGE CT,LOUISVILLE,40214,115
LMPD25020234,2/24/2025 8:13:00 PM,3/2/2024 5:00:00 PM,8544,56 ALL OTHER OFFENSES,UNLAWFUL ACCESS TO COMPUTER-1ST DEGREE 434.845 51260 90Z,26G,A,YES,3RD DIVISION,322,CYBERSPACE,100 BLOCK WOODMORE AVE,LOUISVILLE,40214,116
LMPD25029266,3/17/2025 4:00:00 AM,11/15/2024 5:00:00 AM,8585,19 THEFT FR BLDG,TBUT OR DISP FROM BUILDING 514.030 24160 23D,23D,A,YES,3RD DIVISION,322,PARKING/ DROP LOT/ GARAGE,7300 BLOCK WINDEMERE DR,LOUISVILLE,40214,117
LMPD25089550,8/1/2025 4:48:00 PM,2/28/2024 5:00:00 PM,5033,19 THEFT FR BLDG,TBUT OR DISP FROM BUILDING 514.030 24160 23D,23D,A,YES,3RD DIVISION,315,RESIDENCE/HOME,6700 BLOCK ARON RD,LOUISVILLE,40258,118
LMPD25020234,2/24/2025 8:13:00 PM,3/2/2024 5:00:00 PM,8544,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $10,000 OR MORE 514.040(8)(c) 71289 23H",23H,A,YES,3RD DIVISION,322,RESIDENCE/HOME,100 BLOCK WOODMORE AVE,LOUISVILLE,40214,119
LMPD25012390,2/4/2025 8:42:00 PM,10/1/2024 4:00:00 AM,5286,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,6TH DIVISION,612,RENTAL STORAGE FACILITY,4500 BLOCK POPLAR LEVEL RD,LOUISVILLE,40213,120
LMPD25028317,3/14/2025 9:40:00 PM,12/23/2024 5:00:00 AM,8630,32 EMBEZZLEMENT,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162E 270",270,A,YES,8TH DIVISION,811,DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,5700 BLOCK FINCASTLE FARM TRCE,LOUISVILLE,40059,121
LMPD25020102,2/24/2025 2:51:00 PM,12/29/2024 5:00:00 AM,8560,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,YES,5TH DIVISION,512,OTHER RESIDENCE (APARTMENT/CONDO),2000 BLOCK MIDLAND AVE,LOUISVILLE,40204,122
LMPD25044540,4/22/2025 3:55:00 PM,9/1/2024 4:00:00 AM,6129,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,6TH DIVISION,624,RENTAL STORAGE FACILITY,4100 BLOCK BARDSTOWN RD,LOUISVILLE,40218,123
LMPD25089550,8/1/2025 4:48:00 PM,2/28/2024 5:00:00 PM,5033,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,YES,3RD DIVISION,315,RESIDENCE/HOME,6700 BLOCK ARON RD,LOUISVILLE,40258,124
LMPD25007728,1/24/2025 3:55:00 PM,6/5/2024 4:00:00 AM,8454,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $10,000 OR MORE 514.040(8)(c) 71289 23H",23H,A,YES,5TH DIVISION,513,BANK/SAVINGS AND LOAN,2100 BLOCK BARDSTOWN RD,LOUISVILLE,40205,125
LMPD25012356,2/4/2025 7:55:00 PM,12/6/2024 5:00:00 AM,8499,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,4TH DIVISION,412,RESIDENCE/HOME,1100 BLOCK E BURNETT AVE,LOUISVILLE,40217,126
LMPD25028268,3/14/2025 7:45:00 PM,12/7/2024 5:00:00 AM,8661,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,8TH DIVISION,812,RESIDENCE/HOME,2800 BLOCK KENNERSLEY DR,LANGDON PLACE,40242,127
LMPD25019053,2/21/2025 10:34:00 PM,11/1/2024 4:00:00 AM,8630,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,7TH DIVISION,735,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE,4700 BLOCK E MANSLICK RD,LOUISVILLE,40219,128
LMPD25043656,4/20/2025 4:33:00 PM,11/24/2024 7:12:00 PM,8499,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,3RD DIVISION,315,OTHER/UNKNOWN,9900 BLOCK DIXIE HWY,LOUISVILLE,40272,129
LMPD25043321,4/19/2025 5:40:00 PM,12/1/2024 5:00:00 PM,5186,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,4TH DIVISION,411,RESIDENCE/HOME,1100 BLOCK S 4TH ST,LOUISVILLE,40203,130
LMPD25043255,4/19/2025 2:36:00 PM,5/24/2024 4:00:00 PM,8544,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,6TH DIVISION,625,CYBERSPACE,2300 BLOCK HURSTBOURNE VILLAGE DR,FOREST HILLS,40299,131
LMPD25043149,4/19/2025 7:23:00 AM,10/10/2024 4:00:00 AM,6311,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,3RD DIVISION,316,RESIDENCE/HOME,13000 BLOCK BESSELS BLVD,LOUISVILLE,40272,132
LMPD25042956,4/18/2025 10:40:00 PM,11/15/2024 5:01:00 AM,8646,23 THEFT OTHER,"TBUT OR DISP BICYCLES $1,000 < $10,000 514.030 24122 23H",23H,A,YES,8TH DIVISION,824,OTHER RESIDENCE (APARTMENT/CONDO),12800 BLOCK CHARLES FARM CIR,LOUISVILLE,40299,133
LMPD25042908,4/18/2025 8:01:00 PM,5/17/2024 4:00:00 AM,5388,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,1ST DIVISION,112,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,600 BLOCK S 22ND ST,LOUISVILLE,40211,134
LMPD25042340,4/17/2025 5:28:00 PM,6/10/2024 4:00:00 AM,8499,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,2ND DIVISION,234,PARKING/ DROP LOT/ GARAGE,3200 BLOCK DUVALLE DR,LOUISVILLE,40211,135
LMPD25042263,4/17/2025 2:06:00 PM,10/25/2024 4:00:00 AM,8560,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,5TH DIVISION,521,RESIDENCE/HOME,2600 BLOCK LINDSAY AVE,LOUISVILLE,40206,136
LMPD25041915,4/16/2025 4:16:00 PM,8/1/2024 4:00:00 AM,5312,27 FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $1,000 < $10,000 514.070(4)(b) 23494 26A",26A,A,YES,3RD DIVISION,315,OTHER/UNKNOWN,9200 BLOCK DIXIE HWY,LOUISVILLE,40272,137
LMPD25041904,4/16/2025 4:05:00 PM,12/25/2024 5:00:00 PM,5211,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,3RD DIVISION,322,RENTAL STORAGE FACILITY,6700 BLOCK STRAWBERRY LN,LOUISVILLE,40214,138
LMPD25041833,4/16/2025 1:10:00 PM,2/1/2024 5:00:00 AM,4354,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,8TH DIVISION,823,OTHER RESIDENCE (APARTMENT/CONDO),13600 BLOCK ARAGON WAY,LOUISVILLE,40245,139
LMPD25041835,4/16/2025 11:24:00 AM,4/16/2024 4:00:00 AM,5218,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY) 508.030 00795 13B,13B,A,YES,4TH DIVISION,423,RESIDENCE/HOME,1500 BLOCK BELLAMY PL,LOUISVILLE,40208,140
LMPD25041447,4/15/2025 4:40:00 PM,7/1/2024 4:00:00 AM,4354,27 FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $1,000 < $10,000 514.070(4)(b) 23494 26A",26A,A,YES,3RD DIVISION,334,PARKING/ DROP LOT/ GARAGE,5000 BLOCK CONSTANCE DR,LOUISVILLE,40272,141
LMPD25039815,4/11/2025 5:25:00 PM,12/1/2024 5:00:00 AM,5107,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,7TH DIVISION,735,RENTAL STORAGE FACILITY,4000 BLOCK OAKLAWN DR,LOUISVILLE,40219,142
LMPD25039405,4/10/2025 7:11:00 PM,11/9/2024 5:00:00 PM,5186,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,4TH DIVISION,411,RESIDENCE/HOME,1100 BLOCK S 1ST ST,LOUISVILLE,40203,143
LMPD258000001,4/10/2025 12:05:00 PM,7/10/2024 2:00:00 AM,9199,38 PORNOGRAPHY,DIST OF MATTER PORTRAYING SEX PERF BY MINOR UNDER 12 531.340 37293 370,370,A,YES,7TH DIVISION,735,RESIDENCE/HOME,4500 BLOCK ROSSMOOR DR,LOUISVILLE,40219,144
LMPD258000001,4/10/2025 12:05:00 PM,7/10/2024 2:00:00 AM,9199,38 PORNOGRAPHY,POSSESS MATTER SEX PERFORMANCE BY MINOR UNDER / 12 531.335(3) 37278 370,370,A,YES,7TH DIVISION,735,RESIDENCE/HOME,4500 BLOCK ROSSMOOR DR,LOUISVILLE,40219,145
LMPD25039189,4/10/2025 10:32:00 AM,4/1/2024 4:01:00 AM,5319,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE (DOMESTIC VIOLENCE RELATED) 508.170 13224 13A,13A,A,YES,2ND DIVISION,236,RESIDENCE/HOME,4100 BLOCK MAE AVE,LOUISVILLE,40216,146
LMPD25039271,4/10/2025 4:00:00 AM,10/30/2024 4:00:00 AM,8585,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,1ST DIVISION,111,RESIDENCE/HOME,300 BLOCK N 24TH ST,LOUISVILLE,40212,147
LMPD25039024,4/10/2025 1:04:00 AM,12/29/2024 5:00:00 PM,8544,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,3RD DIVISION,331,RESIDENCE/HOME,7100 BLOCK MANSLICK RD,LOUISVILLE,40214,148
LMPD25038912,4/9/2025 7:39:00 PM,10/1/2024 4:01:00 AM,8646,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,3RD DIVISION,315,RESIDENCE/HOME,200 BLOCK PARADISE LN,LOUISVILLE,40258,149
LMPD25038478,4/8/2025 7:02:00 PM,4/3/2024 4:00:00 AM,8454,22 THEFT MV PARTS,"TBUT PARTS FROM VEHICLE $1,000 < $10,000 514.030 24242 23G",23G,A,YES,5TH DIVISION,521,RESIDENCE/HOME,2700 BLOCK SEMINARY CT,LOUISVILLE,40206,150
LMPD25038450,4/8/2025 6:02:00 PM,8/14/2024 10:00:00 PM,8358,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,4TH DIVISION,424,RESIDENCE/HOME,500 BLOCK CREEL AVE,LOUISVILLE,40208,151
LMPD25038415,4/8/2025 3:57:00 PM,3/15/2024 12:30:00 PM,5349,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,4TH DIVISION,423,RESIDENCE/HOME,1500 BLOCK CLARA AVE,LOUISVILLE,40215,152
LMPD25038149,4/7/2025 11:50:00 PM,12/15/2024 5:00:00 PM,8544,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,YES,1ST DIVISION,111,RESIDENCE/HOME,3000 BLOCK PORTLAND AVE,LOUISVILLE,40212,153
LMPD25037433,4/6/2025 12:15:00 AM,12/25/2024 5:00:00 PM,8665,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162 23D",23D,A,YES,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO),2300 BLOCK HURSTBOURNE VILLAGE DR,FOREST HILLS,40299,154
LMPD25036922,4/4/2025 3:22:00 PM,12/1/2024 5:00:00 PM,5186,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162 23D",23D,A,YES,4TH DIVISION,411,RESIDENCE/HOME,1200 BLOCK S 4TH ST,LOUISVILLE,40203,155
LMPD25036922,4/4/2025 3:22:00 PM,12/1/2024 5:00:00 PM,5186,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,4TH DIVISION,411,RESIDENCE/HOME,1200 BLOCK S 4TH ST,LOUISVILLE,40203,156
LMPD25036310,4/2/2025 5:57:00 PM,9/1/2024 4:00:00 AM,5267,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,YES,4TH DIVISION,411,RESIDENCE/HOME,1300 BLOCK S 1ST ST,LOUISVILLE,40208,157
LMPD25035824,4/1/2025 7:42:00 PM,11/21/2024 5:00:00 AM,8659,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,6TH DIVISION,625,RESIDENCE/HOME,1600 BLOCK HUNNINGTON PL,HURSTBOURNE ACRES,40220,158
LMPD25035377,3/31/2025 9:20:00 PM,3/1/2024 5:00:00 AM,5471,56 ALL OTHER OFFENSES,INDECENT EXPOSURE - 1ST DEGREE - 1ST OFFENSE 510.148 01750 90Z,90Z,B,NO,7TH DIVISION,723,DAYCARE FACILITY,5300 BLOCK HAMES TRCE,LOUISVILLE,40291,159
LMPD25035362,3/31/2025 9:10:00 PM,10/1/2024 4:00:00 PM,5186,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,4TH DIVISION,411,RESIDENCE/HOME,1000 BLOCK S 2ND ST,LOUISVILLE,40203,160
LMPD25035336,3/31/2025 8:26:00 PM,5/1/2024 4:00:00 AM,8454,27 FRAUD,THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY 514.070(4) 23490 26A,26A,A,YES,8TH DIVISION,823,DAYCARE FACILITY,13900 BLOCK SHELBYVILLE RD,LOUISVILLE,40245,161
LMPD25034921,3/30/2025 8:50:00 PM,11/6/2024 8:30:00 PM,8659,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,7TH DIVISION,724,RESIDENCE/HOME,6200 BLOCK FORSYTHIA LN,LOUISVILLE,40229,162
LMPD25034603,3/29/2025 11:43:00 PM,11/16/2024 7:40:00 PM,8661,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $500 < $1,000 514.040(8)(a) 71285 23H",23H,A,YES,4TH DIVISION,423,OTHER RESIDENCE (APARTMENT/CONDO),3600 BLOCK ELDERWOOD WAY,LOUISVILLE,40215,163
LMPD25033606,3/27/2025 3:00:00 PM,4/20/2024 4:00:00 AM,8454,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,YES,3RD DIVISION,315,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,I265N AT DIXIE HWY,LOUISVILLE,40272,164
LMPD25034080,3/27/2025 4:00:00 AM,12/1/2024 5:00:00 AM,7205,4 FORCIBLE RAPE,RAPE - 1ST DEGREE - INCAPABLE OF CONSENT/PHYSICALLY HELPLESS510.040 10994 11A,11A,A,YES,3RD DIVISION,315,RESIDENCE/HOME,8000 BLOCK COLUMBINE DR,LOUISVILLE,40258,165
LMPD25032633,3/25/2025 5:10:00 PM,6/1/2024 4:00:00 AM,7371,4 FORCIBLE RAPE,RAPE - 1ST DEGREE 510.040 10990 11A,11A,A,YES,3RD DIVISION,316,RESIDENCE/HOME,5600 BLOCK BUNNING DR,LOUISVILLE,40272,166
LMPD25032376,3/25/2025 1:41:00 AM,10/15/2024 4:01:00 AM,8646,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,2ND DIVISION,211,RESIDENCE/HOME,300 BLOCK N 41ST ST,LOUISVILLE,40212,167
LMPD25032377,3/25/2025 1:41:00 AM,11/15/2024 5:01:00 AM,8646,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,2ND DIVISION,211,RESIDENCE/HOME,300 BLOCK N 41ST ST,LOUISVILLE,40212,168
LMPD25032290,3/24/2025 8:57:00 PM,11/9/2024 5:00:00 PM,8544,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,1ST DIVISION,134,CYBERSPACE,800 BLOCK E MAIN ST,LOUISVILLE,40206,169
LMPD25032195,3/24/2025 5:24:00 PM,8/15/2024 4:00:00 PM,8358,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,4TH DIVISION,424,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,4100 BLOCK S 2ND ST,LOUISVILLE,40214,170
LMPD25030967,3/21/2025 5:06:00 PM,3/14/2024 4:00:00 AM,7632,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,5TH DIVISION,525,RESIDENCE/HOME,100 BLOCK PENNSYLVANIA AVE,LOUISVILLE,40206,171
