INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,UOR_DESC,CRIME_TYPE,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,CITY,ZIP_CODE,ID,ObjectId
80-13-003966,1/17/13 3:02 PM,1/16/13 9:00 PM,THEFT BY UNLAWFUL TAKING/DISP-CONTENTS FROM AUTO - MISD,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME,200 BLOCK FLAMINGO DR                                       ,LOUISVILLE,40218,860843,45
80-13-003732,1/16/13 9:43 AM,1/16/13 9:43 AM,MISSING PERSONS,OTHER,90Z,PART II,COMPLETED,7TH DIVISION,712,RESIDENCE / HOME,8300 BLOCK BEREA DR                                         ,LOUISVILLE,40228,860845,46
80-13-003861,1/16/13 5:21 PM,1/16/13 5:21 PM,MISSING PERSONS,OTHER,90Z,PART II,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME,5300 BLOCK ANATAHAN CT                                      ,LOUISVILLE,40272,860846,47
80-13-003748,1/16/13 11:31 AM,1/16/13 11:31 AM,MISSING PERSONS,OTHER,90Z,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME,2300 BLOCK TERRIER CT                                       ,LOUISVILLE,40218,860847,48
80-13-003853,1/16/13 5:37 PM,1/16/13 5:37 PM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,3RD DIVISION,316,HIGHWAY / ROAD / ALLEY,7000 BLOCK ETHAN ALLEN WAY                                  ,LOUISVILLE,40272,860848,49
80-13-002191,1/9/13 11:38 PM,1/9/13 11:38 PM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY,S 41ST ST / RIVER PARK DR                                   ,LOUISVILLE,40211,860849,50
80-13-003990,1/17/13 6:10 PM,1/17/13 2:35 AM,THEFT BY UNLAWFUL TAKING/DISP-CONTENTS FROM AUTO - MISD,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,5TH DIVISION,514,RESIDENCE / HOME,2500 BLOCK CLARENDON AVE                                    ,LOUISVILLE,40205,860850,51
80-13-003854,1/16/13 5:37 PM,1/16/13 5:37 PM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,3RD DIVISION,316,HIGHWAY / ROAD / ALLEY,7000 BLOCK ETHAN ALLEN WAY                                  ,LOUISVILLE,40272,860851,52
80-13-003615,1/15/13 5:36 PM,1/15/13 5:36 PM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,8TH DIVISION,811,HIGHWAY / ROAD / ALLEY,MURPHY LN / WESTPORT RD                                     ,LOUISVILLE,40245,860852,53
80-13-003866,1/16/13 5:46 PM,1/16/13 5:46 PM,MISSING PERSONS,OTHER,90Z,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,5500 BLOCK JOHNSONTOWN RD                                   ,LOUISVILLE,40272,860854,54
80-13-003118,1/13/13 7:08 PM,1/13/13 6:00 PM,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME,200 BLOCK LAWSON LN                                         ,LOUISVILLE,40215,860855,55
80-13-003941,1/16/13 11:49 PM,1/16/13 11:49 PM,MISSING PERSONS,OTHER,90Z,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,2100 BLOCK GARLAND AVE                                      ,LOUISVILLE,40211,860856,56
80-13-003903,1/16/13 8:21 PM,1/16/13 8:21 PM,MISSING PERSONS,OTHER,90Z,PART II,COMPLETED,1ST DIVISION,123,RESIDENCE / HOME,700 BLOCK W JEFFERSON ST                                    ,LOUISVILLE,40202,860857,57
80-13-001327,1/6/13 3:54 PM,1/6/13 3:40 PM,THEFT BY UNLAWFUL TAKING/DISP-SHOPLIFTING -MISD,THEFT/LARCENY,23C,PART I,COMPLETED,3RD DIVISION,315,DEPARTMENT / DISCOUNT STORE,9900 BLOCK DIXIE HWY                                        ,LOUISVILLE,40272,852428,58
80-13-000488,1/2/13 9:37 PM,1/2/13 9:37 PM,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,6300 BLOCK W PAGES LN                                       ,LOUISVILLE,40258,852429,59
80-13-001397,1/7/13 12:59 AM,1/7/13 12:59 AM,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,S 12TH ST / W JEFFERSON ST                                  ,LOUISVILLE,40203,852430,60
80-13-001698,1/8/13 9:00 PM,1/8/13 10:31 AM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS -MISD,THEFT/LARCENY,23H,PART I,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY,8100 BLOCK BELLA WOODS DR                                   ,LOUISVILLE,40214,852431,61
80-13-001699,1/8/13 9:02 PM,1/8/13 10:32 AM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS -MISD,THEFT/LARCENY,23H,PART I,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY,7700 BLOCK BELLA WOODS CT                                   ,LOUISVILLE,40214,852432,62
80-13-001700,1/8/13 9:04 PM,1/8/13 10:33 AM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS -MISD,THEFT/LARCENY,23H,PART I,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY,8000 BLOCK WOODED RIDGE DR                                  ,LOUISVILLE,40214,852433,63
80-13-000447,1/2/13 6:17 PM,1/2/13 6:17 PM,DRUG PARAPHERNALIA - BUY/POSSESS,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY,W KENTUCKY ST / LOUIS COLEMAN JR DR                         ,LOUISVILLE,40211,852434,64
80-13-001710,1/8/13 11:03 AM,12/30/12 11:05 AM,THEFT BY UNLAWFUL TAKING/DISP-SHOPLIFTING -MISD,THEFT/LARCENY,23C,PART I,COMPLETED,1ST DIVISION,112,GROCERY / SUPERMARKET,2700 BLOCK W BROADWAY                                       ,LOUISVILLE,40211,852437,65
80-13-000864,1/4/13 3:00 PM,1/4/13 3:00 PM,POSSESSION OF SYNTHETIC CANNABINOID AGONISTS OR PIPEAZINES,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,1500 BLOCK W JEFFERSON ST                                   ,LOUISVILLE,40203,852438,66
80-13-000864,1/4/13 3:00 PM,1/4/13 3:00 PM,DRUG PARAPHERNALIA - BUY/POSSESS,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,1500 BLOCK W JEFFERSON ST                                   ,LOUISVILLE,40203,852439,67
80-13-001715,1/8/13 11:27 AM,2/1/11 2:00 PM,SEXUAL ABUSE - 1ST DEGREE,SEX CRIMES,11D,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME,2400 BLOCK WESTWOOD AVE                                     ,LOUISVILLE,40220,852442,68
80-13-001149,1/5/13 6:39 PM,1/5/13 6:39 PM,PRESCRIPTION CONT SUB NOT IN ORIGINAL CONTAINER-1ST OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,3RD DIVISION,331,HIGHWAY / ROAD / ALLEY,DEVEREAUX LN / EDENROC LN                                   ,LOUISVILLE,40258,852443,69
80-13-001723,1/8/13 11:52 PM,12/31/12 12:01 AM,"THEFT BY DECEPTION-INCL COLD CHECKS U/$10,000",THEFT/LARCENY,23H,PART I,COMPLETED,METRO LOUISVILLE,METRO,OTHER / UNKNOWN,COMMUNITY AT LARGE,LOUISVILLE,40056,852444,70
80-13-001706,1/8/13 9:52 PM,1/8/13 5:56 AM,THEFT OF PROP LOST/MISLAID/DELIVERED BY MISTAKE FELONY D,THEFT/LARCENY,23H,PART I,COMPLETED,3RD DIVISION,323,DEPARTMENT / DISCOUNT STORE,100 BLOCK OUTER LOOP                                        ,LOUISVILLE,40214,852445,71
80-13-001717,1/8/13 11:20 AM,12/29/12 5:30 PM,THEFT BY UNLAWFUL TAKING/DISP - FROM BUILDING - MISD,THEFT/LARCENY,23D,PART I,COMPLETED,7TH DIVISION,711,RENTAL / STORAGE FACILITY,5800 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40291,852446,72
80-13-001737,1/8/13 12:12 PM,12/31/12 12:00 PM,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,FRAUD,26C,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME,4700 BLOCK WALNUT GROVE AVE                                 ,LOUISVILLE,40216,852449,73
80-13-001210,1/5/13 11:27 PM,1/5/13 11:27 PM,POSSESSION OF SYNTHETIC CANNABINOID AGONISTS OR PIPEAZINES,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY,N 22ND ST / BANK ST                                         ,LOUISVILLE,40203,852454,74
80-13-001210,1/5/13 11:27 PM,1/5/13 11:27 PM,DRUG PARAPHERNALIA - BUY/POSSESS,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY,N 22ND ST / BANK ST                                         ,LOUISVILLE,40203,852455,75
80-13-001448,1/7/13 10:31 AM,1/7/13 10:25 AM,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,423,OTHER RESIDENCE (APARTMENT/CONDO),GEORGETOWN CIR / LIBERTY BELL WAY                           ,LOUISVILLE,40215,852456,76
80-13-001619,1/7/13 8:35 PM,1/7/13 12:00 PM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME,1900 BLOCK MEADOWCREEK DR                                   ,LOUISVILLE,40218,852493,77
80-13-001609,1/7/13 8:15 PM,1/7/13 8:00 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME,900 BLOCK S SHELBY ST                                       ,LOUISVILLE,40203,852494,78
80-13-000412,1/2/13 3:53 PM,1/2/13 3:00 PM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS - FELONY CLASS D,THEFT/LARCENY,23H,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME,5300 BLOCK MILNER RD                                        ,LOUISVILLE,40216,852495,79
80-13-001581,1/7/13 3:56 PM,1/7/13 10:00 AM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,1100 BLOCK DIXIE HWY                                        ,LOUISVILLE,40210,852496,80
80-13-001627,1/7/13 9:11 PM,1/7/13 9:30 AM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,1700 BLOCK W ST CATHERINE ST                                ,LOUISVILLE,40210,852497,81
80-13-001589,1/7/13 6:20 PM,1/7/13 8:30 AM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,5TH DIVISION,514,RESIDENCE / HOME,2500 BLOCK NEWBURG RD                                       ,LOUISVILLE,40205,852498,82
80-13-001565,1/7/13 5:40 PM,12/1/12 7:00 PM,THEFT BY UNLAWFUL TAKING/DISP-CONTENTS FROM AUTO - MISD,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,8TH DIVISION,824,PARKING LOT / GARAGE,300 BLOCK BLAIR CT                                          ,MIDDLETOWN,40243,852499,83
80-13-001205,1/5/13 11:01 PM,1/5/13 8:30 PM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,300 BLOCK W ST CATHERINE ST                                 ,LOUISVILLE,40203,852500,84
80-13-001403,1/7/13 3:43 AM,1/6/13 8:00 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,2ND DIVISION,236,PARKING LOT / GARAGE,3500 BLOCK CAMP GROUND RD                                   ,LOUISVILLE,40211,852501,85
80-13-003986,1/17/13 8:01 AM,1/17/13 8:01 AM,DEATH INVESTIGATION,OTHER,90Z,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,12900 BLOCK BEARCAMP RD                                     ,LOUISVILLE,40272,860858,86
80-13-003736,1/16/13 11:15 AM,1/16/13 10:54 AM,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,ASSAULT,13B,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME,1700 BLOCK DIXIE HWY                                        ,LOUISVILLE,40210,860859,87
80-13-003988,1/17/13 8:21 AM,1/16/13 10:15 PM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,ATTEMPTED,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO),3400 BLOCK ROWENA RD                                        ,LOUISVILLE,40218,860860,88
80-13-003994,1/17/13 9:06 AM,1/16/13 10:03 PM,BURGLARY - 3RD DEGREE,BURGLARY,220,PART I,COMPLETED,4TH DIVISION,423,COMMERCIAL / OFFICE BUILDING,1300 BLOCK BERRY BLVD                                       ,LOUISVILLE,40215,860861,89
