incident_number,date_reported,date_occurred,badge_id,offense_classification,offense_code_name,nibrs_code,nibrs_group_name,was_offense_completed,lmpd_division,lmpd_beat,location_category,block_address,city,zip_code,ObjectId
LMPD23341753,12/22/2023 10:49:00 PM,12/23/2023 10:49:00 PM,7442,11 SIMPLE ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON 508.025 13113 13B,999,B,YES,7TH DIVISION,723,OTHER RESIDENCE (APARTMENT/CONDO),9200 BLOCK PINE SPRINGS DR,LOUISVILLE,40291,2094
LMPD23126567,12/22/2023 10:47:00 PM,12/22/2023 10:47:00 PM,5030,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,1ST DIVISION,112,GROCERY/ SUPERMARKET,2700 BLOCK W BROADWAY,LOUISVILLE,40211,2095
LMPD24900041,12/22/2023 10:30:00 PM,12/22/2023 10:30:00 PM,8185,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000 514.030 24141 23F",23F,A,YES,8TH DIVISION,824,PARKING/ DROP LOT/ GARAGE,12200 BLOCK REDSPIRE DR,LOUISVILLE,40299,2096
LMPD23126559,12/22/2023 10:23:00 PM,12/21/2023 12:00:00 PM,8560,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,1ST DIVISION,135,PARKING/ DROP LOT/ GARAGE,200 BLOCK E CHESTNUT ST,LOUISVILLE,40202,2097
LMPD23126566,12/22/2023 10:15:00 PM,12/22/2023 10:15:00 PM,7488,12 INTIMIDATION,WANTON ENDANGERMENT-2ND DEGREE 508.070 00441 13C,13C,A,YES,5TH DIVISION,525,RESIDENCE/HOME,100 BLOCK FENLEY AVE,LOUISVILLE,40207,2098
LMPD23126563,12/22/2023 10:09:00 PM,12/22/2023 10:09:00 PM,5582,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,YES,3RD DIVISION,331,RESIDENCE/HOME,8400 BLOCK ST ANDREWS CHURCH RD,LOUISVILLE,40258,2099
LMPD23126549,12/22/2023 10:06:00 PM,12/17/2023 8:00:00 PM,8611,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,3RD DIVISION,323,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,10400 BLOCK W MANSLICK RD,LOUISVILLE,40118,2100
LMPD23128808,12/22/2023 10:00:00 PM,12/22/2023 10:00:00 PM,7347,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $10,000 < $1,000,000 514.030 24098 23H",23H,A,YES,1ST DIVISION,135,PARKING/ DROP LOT/ GARAGE,1000 BLOCK E JEFFERSON ST,LOUISVILLE,40206,2101
LMPD23126542,12/22/2023 9:44:00 PM,12/21/2023 3:00:00 PM,8578,19 THEFT FR BLDG,TBUT OR DISP FROM BUILDING 514.030 24160 23D,23D,A,YES,4TH DIVISION,412,RESIDENCE/HOME,500 BLOCK EASTERN PKY,LOUISVILLE,40217,2102
LMPD23126558,12/22/2023 9:40:00 PM,12/22/2023 9:40:00 PM,5258,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO),100 BLOCK W BRECKINRIDGE ST,LOUISVILLE,40203,2103
LMPD23126873,12/22/2023 9:30:00 PM,12/23/2023 9:30:00 PM,5544,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,411,RESIDENCE/HOME,1200 BLOCK S 4TH ST,LOUISVILLE,40203,2104
LMPD23126525,12/22/2023 9:16:00 PM,7/21/2023 4:00:00 AM,8611,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,YES,6TH DIVISION,625,RESIDENCE/HOME,7600 BLOCK COLSON DR,LOUISVILLE,40220,2105
LMPD23126557,12/22/2023 9:15:00 PM,12/22/2023 9:15:00 PM,5316,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN 218A.1415 42205 35A,35A,A,YES,4TH DIVISION,424,RESIDENCE/HOME,S 4TH ST / M ST,LOUISVILLE,40208,2106
LMPD23126524,12/22/2023 9:03:00 PM,11/15/2023 2:00:00 PM,8578,15 UNAUTHORIZED USE,UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE 514.100 00701 240,240,A,YES,6TH DIVISION,625,RESIDENCE/HOME,3700 BLOCK BRIARBRIDGE LN,LOUISVILLE,40218,2107
LMPD23127972,12/22/2023 9:00:00 PM,12/22/2023 9:00:00 PM,2569,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,YES,2ND DIVISION,234,COMMERCIAL/OFFICE BUILDING,4100 BLOCK BELLS LN,LOUISVILLE,40211,2108
LMPD24000532,12/22/2023 9:00:00 PM,12/22/2023 9:00:00 PM,5584,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,5TH DIVISION,512,RESIDENCE/HOME,1200 BLOCK E BROADWAY,LOUISVILLE,40204,2109
LMPD23126537,12/22/2023 9:00:00 PM,12/22/2023 9:00:00 PM,5251,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,YES,8TH DIVISION,812,OTHER RESIDENCE (APARTMENT/CONDO),9000 BLOCK CROWNE SPRINGS CIR,LOUISVILLE,40241,2110
LMPD24000532,12/22/2023 9:00:00 PM,12/22/2023 9:00:00 PM,5584,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,YES,5TH DIVISION,512,RESIDENCE/HOME,1200 BLOCK E BROADWAY,LOUISVILLE,40204,2111
LMPD23126555,12/22/2023 9:00:00 PM,12/20/2023 9:00:00 PM,5588,15 UNAUTHORIZED USE,UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE 514.100 00701 240,240,A,YES,7TH DIVISION,723,RESIDENCE/HOME,8700 BLOCK SHEPHERDS CT,LOUISVILLE,40291,2112
LMPD23126537,12/22/2023 9:00:00 PM,12/22/2023 9:00:00 PM,5251,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,8TH DIVISION,812,OTHER RESIDENCE (APARTMENT/CONDO),9000 BLOCK CROWNE SPRINGS CIR,LOUISVILLE,40241,2113
LMPD24003846,12/22/2023 8:41:00 PM,12/22/2023 8:41:00 PM,7805,47 FAMILY OFFENSES,CUSTODIAL INTERFERENCE-FELONY 509.070 10210 100,100,A,YES,1ST DIVISION,112,RESIDENCE/HOME,2400 BLOCK W CHESTNUT ST,LOUISVILLE,40211,2114
LMPD23902689,12/22/2023 8:40:00 PM,12/22/2023 8:40:00 PM,8375,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $500 < $1,000 514.030 24231 23C",23C,A,YES,8TH DIVISION,811,DEPARTMENT/DISCOUNT STORE,4900 BLOCK NORTON HEALTHCARE BLVD,LOUISVILLE,40241,2115
LMPD23126514,12/22/2023 8:32:00 PM,12/22/2023 8:32:00 PM,5304,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,4TH DIVISION,423,RESIDENCE/HOME,700 BLOCK CAMDEN AVE,LOUISVILLE,40215,2116
LMPD23902700,12/22/2023 8:30:00 PM,12/22/2023 8:30:00 PM,8375,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,YES,1ST DIVISION,135,OTHER/UNKNOWN,200 BLOCK ABRAHAM FLEXNER WAY,LOUISVILLE,40202,2117
LMPD23126533,12/22/2023 8:28:00 PM,12/22/2023 8:28:00 PM,5258,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,411,RESIDENCE/HOME,600 BLOCK YORK ST,LOUISVILLE,40203,2118
LMPD23126504,12/22/2023 8:26:00 PM,5/15/2023 4:01:00 AM,8560,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,8TH DIVISION,823,OTHER RESIDENCE (APARTMENT/CONDO),14000 BLOCK OLD STATION RD,LOUISVILLE,40245,2119
LMPD23126748,12/23/2023 2:35:00 PM,12/23/2023 5:38:00 AM,8373,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000 514.030 24142 23F",23F,A,YES,3RD DIVISION,323,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,5.1 I265N,LOUISVILLE,40272,2120
LMPD23126959,12/24/2023 2:09:00 AM,12/24/2023 2:09:00 AM,5455,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,YES,7TH DIVISION,736,OTHER RESIDENCE (APARTMENT/CONDO),10000 BLOCK OAK BRIDGE CIR,LOUISVILLE,40219,2121
LMPD23126690,12/23/2023 6:50:00 AM,12/23/2023 6:50:00 AM,5236,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,412,OTHER RESIDENCE (APARTMENT/CONDO),2300 BLOCK CRITTENDEN DR,LOUISVILLE,40217,2122
LMPD23126391,12/22/2023 2:33:00 PM,12/22/2023 2:33:00 PM,5300,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,YES,6TH DIVISION,612,RESIDENCE/HOME,6000 BLOCK SHADOW RUN RD,LOUISVILLE,40219,2123
LMPD23126747,12/23/2023 2:35:00 PM,12/22/2023 6:00:00 PM,8566,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD > $10,000 434.650(1)(B)(4) 71206 26B",26B,A,YES,8TH DIVISION,823,RESIDENCE/HOME,2400 BLOCK GALLOWAY CT,LOUISVILLE,40245,2124
LMPD23127052,12/24/2023 12:14:00 PM,12/10/2023 3:00:00 AM,8566,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,YES,6TH DIVISION,625,RESIDENCE/HOME,8900 BLOCK ELKS BLUFF DR,HURSTBOURNE ACRES,40220,2125
LMPD23126680,12/23/2023 6:47:00 AM,12/23/2023 6:47:00 AM,5416,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,2ND DIVISION,223,RESIDENCE/HOME,2600 BLOCK GREENWOOD AVE,LOUISVILLE,40211,2126
LMPD23126952,12/24/2023 2:08:00 AM,12/22/2023 5:00:00 PM,8560,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,1ST DIVISION,112,RESIDENCE/HOME,3100 BLOCK RIVER PARK DR,LOUISVILLE,40211,2127
LMPD23126391,12/22/2023 2:33:00 PM,12/22/2023 2:33:00 PM,5300,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,YES,6TH DIVISION,612,RESIDENCE/HOME,6000 BLOCK SHADOW RUN RD,LOUISVILLE,40219,2128
LMPD23126748,12/23/2023 2:35:00 PM,12/23/2023 5:38:00 AM,8373,22 THEFT MV PARTS,"TBUT PARTS FROM VEHICLE $1,000 < $10,000 514.030 24242 23G",23G,A,YES,3RD DIVISION,323,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,5.1 I265N,LOUISVILLE,40272,2129
LMPD23126683,12/23/2023 6:28:00 AM,12/23/2023 6:24:00 AM,5341,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,YES,7TH DIVISION,723,RESIDENCE/HOME,8500 BLOCK SILVER FOX RD,LOUISVILLE,40291,2130
LMPD23127055,12/24/2023 12:06:00 PM,12/24/2023 12:06:00 PM,5466,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,1ST DIVISION,111,RESIDENCE/HOME,400 BLOCK N 25TH ST,LOUISVILLE,40212,2131
LMPD23126654,12/24/2023 2:05:00 AM,12/23/2023 2:05:00 AM,2877,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,YES,2ND DIVISION,,RESIDENCE/HOME,4300 BLOCK DOHN AVE,LOUISVILLE,40216,2132
LMPD23126398,12/22/2023 2:31:00 PM,12/22/2023 2:31:00 PM,5304,46 WPNS LAW VIOLATION,POSSESSION OF FIREARM BY CONVICTED FELON 527.040 52196 520,520,A,YES,4TH DIVISION,423,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,SOUTHGATE AVE / LESTER AVE,LOUISVILLE,40215,2133
LMPD23126745,12/23/2023 2:20:00 PM,12/23/2023 3:00:00 AM,8358,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,4TH DIVISION,423,RESIDENCE/HOME,1100 BLOCK TENNESSEE AVE,LOUISVILLE,40208,2134
LMPD23126681,12/23/2023 6:05:00 AM,12/23/2023 6:05:00 AM,5458,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,6TH DIVISION,625,RESIDENCE/HOME,3300 BLOCK BARDSTOWN RD,LOUISVILLE,40218,2135
LMPD23126678,12/23/2023 5:55:00 AM,12/23/2023 5:55:00 AM,5329,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,6TH DIVISION,612,OTHER RESIDENCE (APARTMENT/CONDO),100 BLOCK POPLAR LEVEL CT,LOUISVILLE,40219,2136
LMPD23126676,12/23/2023 5:50:00 AM,12/23/2023 4:38:00 AM,7376,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,4TH DIVISION,1,RESIDENCE/HOME,1500 BLOCK S 2ND ST,LOUISVILLE,40208,2137
LMPD23126676,12/23/2023 5:50:00 AM,12/23/2023 4:38:00 AM,7376,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,1,RESIDENCE/HOME,1500 BLOCK S 2ND ST,LOUISVILLE,40208,2138
LMPD23126672,12/23/2023 5:33:00 AM,12/23/2023 5:33:00 AM,5558,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,YES,3RD DIVISION,331,RESIDENCE/HOME,6300 BLOCK OAK VALLEY DR,LOUISVILLE,40214,2139
LMPD23140007,12/23/2023 5:29:00 AM,12/23/2023 5:29:00 AM,5077,58 ARSON,ARSON - 2ND DEGREE 513.030 20004 200,200,A,YES,1ST DIVISION,111,NON-ATTACHED RESD GARAGE/SHED/BULD,2400 BLOCK ROWAN ST,LOUISVILLE,40212,2140
LMPD23126669,12/23/2023 5:11:00 AM,12/23/2023 5:11:00 AM,5371,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,1ST DIVISION,112,RESIDENCE/HOME,1800 BLOCK W MADISON ST,LOUISVILLE,40203,2141
LMPD23126671,12/23/2023 5:05:00 AM,12/23/2023 5:05:00 AM,5476,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,NO,3RD DIVISION,323,RESIDENCE/HOME,10800 BLOCK SPARROW CIR,LOUISVILLE,40118,2142
LMPD23126749,12/23/2023 5:01:00 AM,12/23/2023 5:01:00 AM,2969,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,YES,8TH DIVISION,823,RESIDENCE/HOME,900 BLOCK RIDGE POINT DR,LOUISVILLE,40299,2143
LMPD24008463,12/23/2023 5:00:00 AM,12/23/2023 1:00:00 PM,2228,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,5TH DIVISION,513,NON-ATTACHED RESD GARAGE/SHED/BULD,2200 BLOCK BOULEVARD NAPOLEON,LOUISVILLE,40205,2144
LMPD23126997,12/23/2023 5:00:00 AM,12/23/2023 5:00:00 AM,5371,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,1ST DIVISION,111,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,2800 BLOCK W MARKET ST,LOUISVILLE,40212,2145
LMPD24011350,12/23/2023 5:00:00 AM,12/23/2023 5:00:00 AM,7294,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $10,000 OR MORE 514.040(8)(c) 71289 23H",23H,A,YES,8TH DIVISION,811,BANK/SAVINGS AND LOAN,3700 BLOCK DIANN MARIE RD,LOUISVILLE,40241,2146
LMPD24015168,12/23/2023 5:00:00 AM,12/23/2023 2:00:00 PM,5249,7 FORCIBLE FONDLING,SEXUAL ABUSE - 1ST DEGREE- VICTIM U/12 YOA 510.110 11221 11D,11D,A,YES,7TH DIVISION,712,RESIDENCE/HOME,10500 BLOCK EVANWOOD DR,LOUISVILLE,40228,2147
LMPD23126662,12/23/2023 4:38:00 AM,12/23/2023 4:38:00 AM,7379,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,NO,7TH DIVISION,735,OTHER RESIDENCE (APARTMENT/CONDO),1300 BLOCK BATES AVE,LOUISVILLE,40219,2148
LMPD23126661,12/23/2023 4:22:00 AM,12/23/2023 4:22:00 AM,7049,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,YES,5TH DIVISION,514,,1800 BLOCK GARDINER LN,LOUISVILLE,40205,2149
LMPD23126661,12/23/2023 4:22:00 AM,12/23/2023 4:22:00 AM,7049,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,YES,5TH DIVISION,514,,1800 BLOCK GARDINER LN,LOUISVILLE,40205,2150
LMPD23126661,12/23/2023 4:22:00 AM,12/23/2023 4:22:00 AM,7049,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,YES,5TH DIVISION,514,OTHER RESIDENCE (APARTMENT/CONDO),1800 BLOCK GARDINER LN,LOUISVILLE,40205,2151
LMPD23126660,12/23/2023 4:19:00 AM,12/23/2023 4:19:00 AM,5481,34 NARCOTICS,TRAF IN MARIJUANA-LESS THAN 8 OZ-1ST OFFENSE 218A.1421(2) 42301 35A,35A,A,YES,7TH DIVISION,724,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,PRESTON HWY / OLD PRESTON HWY,LOUISVILLE,40229,2152
LMPD23126657,12/23/2023 4:17:00 AM,12/23/2023 4:17:00 AM,5371,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,YES,1ST DIVISION,111,PARKING/ DROP LOT/ GARAGE,2500 BLOCK PORTLAND AVE,LOUISVILLE,40212,2153
LMPD23126647,12/23/2023 4:15:00 AM,12/23/2023 4:15:00 AM,5526,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,2ND DIVISION,234,RESIDENCE/HOME,2900 BLOCK DR WILLIAM G WEATHERS DR,LOUISVILLE,40211,2154
LMPD23126876,12/23/2023 4:00:00 AM,12/23/2023 4:00:00 AM,5595,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,NO,4TH DIVISION,411,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,1300 BLOCK S 6TH ST,LOUISVILLE,40208,2155
LMPD23126645,12/23/2023 3:45:00 AM,12/23/2023 2:30:00 AM,5310,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,6TH DIVISION,625,RESIDENCE/HOME,3400 BLOCK ROWENA RD,LOUISVILLE,40218,2156
LMPD23126640,12/23/2023 3:43:00 AM,12/23/2023 3:20:00 AM,8611,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,7TH DIVISION,735,RESIDENCE/HOME,700 BLOCK MCCAWLEY RD,LOUISVILLE,40219,2157
LMPD23126736,12/23/2023 3:35:00 AM,12/23/2023 3:35:00 AM,5517,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,1ST DIVISION,123,RESIDENCE/HOME,1100 BLOCK FISK ST,LOUISVILLE,40203,2158
LMPD23126649,12/23/2023 3:30:00 AM,12/23/2023 3:30:00 AM,5368,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,YES,1ST DIVISION,135,RESIDENCE/HOME,800 BLOCK E CHESTNUT ST,LOUISVILLE,40204,2159
LMPD23126636,12/23/2023 3:28:00 AM,12/23/2023 3:28:00 AM,5525,46 WPNS LAW VIOLATION,POSSESSION OF HANDGUN BY CONVICTED FELON 527.040 52197 520,520,A,YES,7TH DIVISION,724,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,100 BLOCK I65S,LOUISVILLE,40229,2160
LMPD23126637,12/23/2023 3:11:00 AM,12/23/2023 3:11:00 AM,5512,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,1ST DIVISION,111,OTHER RESIDENCE (APARTMENT/CONDO),3400 BLOCK PORTLAND PLZ,LOUISVILLE,40212,2161
LMPD23126632,12/23/2023 3:11:00 AM,12/23/2023 3:00:00 AM,8611,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $500 < $1,000 514.030 24231 23C",23C,A,YES,7TH DIVISION,723,SERVICE/GAS STATION,7900 BLOCK FEGENBUSH LN,LOUISVILLE,40228,2162
LMPD23126624,12/23/2023 2:52:00 AM,12/23/2023 12:00:00 AM,8560,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,NO,1ST DIVISION,111,PARK/ PLAYGROUND,2500 BLOCK PORTLAND AVE,LOUISVILLE,40212,2163
LMPD23126639,12/23/2023 2:51:00 AM,12/23/2023 2:51:00 AM,5455,13 BURGLARY,BURGLARY - 1ST DEGREE 511.020 22060 220,220,A,YES,7TH DIVISION,735,RENTAL STORAGE FACILITY,4900 BLOCK FERN VALLEY RD,LOUISVILLE,40219,2164
LMPD23126627,12/23/2023 2:39:00 AM,12/23/2023 2:39:00 AM,5354,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY) 508.030 00795 13B,13B,A,YES,1ST DIVISION,111,RESIDENCE/HOME,2900 BLOCK BANK ST,LOUISVILLE,40212,2165
LMPD23126741,12/23/2023 2:35:00 AM,12/23/2023 2:35:00 AM,5517,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,NO,1ST DIVISION,135,DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,200 BLOCK E CHESTNUT ST,LOUISVILLE,40202,2166
LMPD23126616,12/23/2023 2:33:00 AM,12/22/2023 10:05:00 PM,8578,23 THEFT OTHER,THEFT OF PROP MISLAID OR DELIVER BY IMISTAKE 514.050(1) 23472 23H,23H,A,YES,3RD DIVISION,331,PARKING/ DROP LOT/ GARAGE,6800 BLOCK DIXIE HWY,LOUISVILLE,40258,2167
LMPD23126777,12/23/2023 2:00:00 AM,12/23/2023 2:00:00 AM,7058,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000 514.030 24142 23F",23F,A,YES,1ST DIVISION,123,HOTEL/ MOTEL/ ETC.,500 BLOCK S 4TH ST,LOUISVILLE,40202,2168
LMPD23126777,12/23/2023 2:00:00 AM,12/23/2023 2:00:00 AM,7058,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,1ST DIVISION,123,HOTEL/ MOTEL/ ETC.,500 BLOCK S 4TH ST,LOUISVILLE,40202,2169
LMPD23126614,12/23/2023 2:00:00 AM,12/23/2023 2:00:00 AM,5464,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,YES,4TH DIVISION,423,OTHER RESIDENCE (APARTMENT/CONDO),2300 BLOCK NICHOLS VIEW CT,LOUISVILLE,40215,2170
LMPD23126600,12/23/2023 1:53:00 AM,12/23/2023 1:53:00 AM,5371,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,1ST DIVISION,112,PARKING/ DROP LOT/ GARAGE,3100 BLOCK W BROADWAY,LOUISVILLE,40211,2171
LMPD23126600,12/23/2023 1:53:00 AM,12/23/2023 1:53:00 AM,5371,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,YES,2ND DIVISION,212,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,,LOUISVILLE,40211,2172
LMPD23126610,12/23/2023 1:50:00 AM,12/23/2023 1:50:00 AM,5481,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,7TH DIVISION,724,RESIDENCE/HOME,10200 BLOCK PARK LAKE DR,LOUISVILLE,40229,2173
LMPD23126615,12/23/2023 1:43:00 AM,12/23/2023 1:45:00 AM,5312,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,YES,3RD DIVISION,334,RESIDENCE/HOME,4900 BLOCK ANDALUSIA LN,LOUISVILLE,40272,2174
LMPD23126619,12/23/2023 1:15:00 AM,12/23/2023 1:15:00 AM,7040,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,435,RESIDENCE/HOME,1600 BLOCK BLUEGRASS AVE,LOUISVILLE,40215,2175
LMPD23126621,12/23/2023 1:08:00 AM,12/23/2023 1:08:00 AM,5517,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,1ST DIVISION,111,PARKING/ DROP LOT/ GARAGE,2500 BLOCK MONTGOMERY ST,LOUISVILLE,40212,2176
LMPD23126621,12/23/2023 1:08:00 AM,12/23/2023 8:35:00 AM,5517,33 STOLEN PROPERTY,"RECEIVING STOLEN PROPERTY $10,000 OR MORE 514.110(3)(c) 28014 280",280,A,YES,3RD DIVISION,315,PARKING/ DROP LOT/ GARAGE,9900 BLOCK DIXIE HWY,LOUISVILLE,40272,2177
LMPD23126594,12/23/2023 12:54:00 AM,12/23/2023 12:10:00 AM,8611,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000 514.030 24141 23F",23F,A,YES,1ST DIVISION,123,PARKING/ DROP LOT/ GARAGE,500 BLOCK S 3RD ST,LOUISVILLE,40202,2178
