incident_number,date_reported,date_occurred,badge_id,offense_classification,offense_code_name,nibrs_code,nibrs_group_name,was_offense_completed,lmpd_division,lmpd_beat,location_category,block_address,city,zip_code,ObjectId
LMPD25056438,5/19/2025 4:26:00 PM,12/10/2023 5:00:00 AM,4354,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,YES,5TH DIVISION,512,RESIDENCE/HOME,1200 BLOCK LEXINGTON RD,LOUISVILLE,40204,20
LMPD25052902,5/11/2025 12:46:00 PM,8/22/2023 4:00:00 AM,8560,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,6TH DIVISION,613,RESIDENCE/HOME,4900 BLOCK SHUMAKE CT,LOUISVILLE,40218,21
LMPD25045923,4/25/2025 1:19:00 PM,7/1/2023 4:00:00 AM,8499,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,7TH DIVISION,736,RESIDENCE/HOME,7900 BLOCK IVORY CT,LOUISVILLE,40219,22
LMPD25042345,4/17/2025 5:09:00 PM,10/1/2023 4:00:00 AM,7622,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $10,000 OR MORE 514.040(8)(c) 71289 23H",23H,A,YES,8TH DIVISION,812,RESIDENCE/HOME,3200 BLOCK TRAIL RIDGE RD,LOUISVILLE,40241,23
LMPD25039796,4/11/2025 4:39:00 PM,5/7/2023 4:01:00 AM,7622,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,8TH DIVISION,824,OTHER RESIDENCE (APARTMENT/CONDO),12600 BLOCK CHARLES FARM CIR,LOUISVILLE,40299,24
LMPD25038899,4/9/2025 7:06:00 PM,12/1/2023 5:00:00 PM,8544,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,4TH DIVISION,424,CYBERSPACE,3000 BLOCK CRITTENDEN DR,LOUISVILLE,40209,25
LMPD25032374,3/25/2025 1:40:00 AM,12/20/2023 5:01:00 AM,8646,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,2ND DIVISION,211,RESIDENCE/HOME,300 BLOCK N 41ST ST,LOUISVILLE,40212,26
LMPD25032188,3/24/2025 4:00:00 AM,4/12/2023 4:00:00 AM,8585,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,8TH DIVISION,812,PARKING/ DROP LOT/ GARAGE,8700 BLOCK BLOSSOM LN,PLANTATION,40242,27
LMPD25023899,3/4/2025 8:59:00 PM,6/6/2023 4:00:00 AM,8585,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,3RD DIVISION,323,RESIDENCE/HOME,7300 BLOCK YORK RIVER RD,LOUISVILLE,40214,28
LMPD25020572,2/25/2025 3:21:00 PM,9/1/2023 1:00:00 PM,8358,26 COUNTERFEITING,CRIMINAL POSSESSION OF FORGED INSTRUMENT-3RD DEGREE 516.070 01006 250,250,A,YES,7TH DIVISION,723,GOVERNMENT/ PUBLIC BUILDING,7800 BLOCK BEULAH CHURCH RD,LOUISVILLE,40228,29
LMPD25019720,2/23/2025 3:57:00 PM,10/1/2023 4:00:00 AM,8611,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,3RD DIVISION,331,RESIDENCE/HOME,5100 BLOCK GRASTON CT,LOUISVILLE,40216,30
LMPD25018172,2/19/2025 5:00:00 AM,3/28/2023 4:00:00 AM,8585,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,4TH DIVISION,424,OTHER/UNKNOWN,3200 BLOCK S FLOYD ST,LOUISVILLE,40209,31
LMPD25012328,2/4/2025 7:08:00 PM,10/12/2023 9:54:00 PM,9553,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,YES,5TH DIVISION,521,CONVENIENCE STORE,2300 BLOCK BROWNSBORO RD,LOUISVILLE,40206,32
LMPD25010743,1/31/2025 8:00:00 PM,8/1/2023 7:00:00 PM,5410,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,7TH DIVISION,723,AUTO DEALERSHIP NEW/USED,6900 BLOCK SHEPHERDSVILLE RD,LOUISVILLE,40219,33
LMPD25003699,1/13/2025 8:04:00 PM,8/28/2023 4:01:00 AM,8646,27 FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $1,000 < $10,000 514.070(4)(b) 23494 26A",26A,A,YES,2ND DIVISION,236,COMMERCIAL/OFFICE BUILDING,4500 BLOCK CAMP GROUND RD,LOUISVILLE,40216,34
LMPD25003318,1/12/2025 6:26:00 PM,10/31/2023 4:00:00 AM,7015,7 FORCIBLE FONDLING,SEXUAL ABUSE - 1ST DEGREE 510.110 11220 11D,11D,A,YES,6TH DIVISION,625,RESIDENCE/HOME,3100 BLOCK REDBUD LN,LOUISVILLE,40220,35
LMPD24146613,12/19/2024 2:23:00 AM,3/21/2023 4:01:00 AM,8646,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,7TH DIVISION,711,RESIDENCE/HOME,9700 BLOCK HOFELICH LN,LOUISVILLE,40291,36
LMPD24146434,12/18/2024 6:01:00 PM,3/21/2023 4:00:00 AM,8560,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,4TH DIVISION,424,RESIDENCE/HOME,700 BLOCK HEYWOOD AVE,LOUISVILLE,40208,37
LMPD24145641,12/16/2024 7:06:00 PM,9/1/2023 4:01:00 AM,8560,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,5TH DIVISION,525,RESIDENCE/HOME,4200 BLOCK DARBROOK RD,WOODLAWN PARK,40207,38
LMPD24144602,12/13/2024 9:27:00 PM,1/1/2023 5:00:00 AM,8630,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,6TH DIVISION,625,OTHER/UNKNOWN,4000 BLOCK TAYLORSVILLE RD,LOUISVILLE,40220,39
LMPD25900285,12/12/2024 12:15:00 AM,4/29/2023 2:00:00 PM,8185,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162 23D",23D,A,YES,7TH DIVISION,724,RESIDENCE/HOME,10200 BLOCK WAYCROSS AVE,LOUISVILLE,40229,40
LMPD24140874,12/4/2024 4:15:00 PM,10/1/2023 4:00:00 PM,7427,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,3RD DIVISION,322,RENTAL STORAGE FACILITY,6700 BLOCK STRAWBERRY LN,LOUISVILLE,40214,41
LMPD24140552,12/3/2024 7:10:00 PM,9/26/2023 4:01:00 AM,8560,32 EMBEZZLEMENT,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162E 270",270,A,YES,1ST DIVISION,123,COMMERCIAL/OFFICE BUILDING,700 BLOCK W LIBERTY ST,LOUISVILLE,40203,42
LMPD24140458,12/3/2024 3:13:00 PM,12/29/2023 5:01:00 AM,4354,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD $500 < $1000 434.650(1)(B)(1) 71202 26B,26B,A,YES,4TH DIVISION,424,RESIDENCE/HOME,3300 BLOCK TAYLOR BLVD,LOUISVILLE,40215,43
LMPD24140118,12/2/2024 7:33:00 PM,4/27/2023 4:00:00 AM,8499,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,3RD DIVISION,322,RESIDENCE/HOME,6200 BLOCK SOUTHSIDE DR,LOUISVILLE,40214,44
LMPD24132868,11/13/2024 7:54:00 PM,5/1/2023 4:00:00 AM,8454,24 VANDALISM,CRIMINAL MISCHIEF - RESIDENTIAL RENTAL PROPERTY 1ST 512.020 01416 290,290,A,YES,8TH DIVISION,823,RESIDENCE/HOME,200 BLOCK CLARK STATION RD,LOUISVILLE,40023,45
LMPD24132583,11/13/2024 4:18:00 AM,1/1/2023 10:00:00 PM,8643,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,7TH DIVISION,723,OTHER RESIDENCE (APARTMENT/CONDO),9200 BLOCK SPRING GROVE WAY,LOUISVILLE,40291,46
LMPD24130292,11/7/2024 5:16:00 PM,8/3/2023 4:00:00 AM,8585,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,2ND DIVISION,234,PARKING/ DROP LOT/ GARAGE,3300 BLOCK LINDA LN,LOUISVILLE,40211,47
LMPD23102163,11/5/2024 12:27:00 AM,10/22/2023 9:53:00 PM,7621,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,YES,2ND DIVISION,225,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,,LOUISVILLE,40210,48
LMPD23102163,11/5/2024 12:27:00 AM,10/22/2023 9:53:00 PM,7621,34 NARCOTICS,TRAF IN MARIJUANA-LESS THAN 8 OZ-1ST OFFENSE 218A.1421(2) 42301 35A,35A,A,YES,2ND DIVISION,225,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,,LOUISVILLE,40210,49
LMPD24127114,10/30/2024 10:11:00 PM,8/17/2023 2:00:00 PM,8620,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,5TH DIVISION,513,OTHER RESIDENCE (APARTMENT/CONDO),2100 BLOCK SPEED AVE,LOUISVILLE,40205,50
LMPD24038358,4/3/2024 12:28:00 PM,8/12/2023 12:45:00 AM,8611,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,4TH DIVISION,450,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,GAGEL AVE & ESTATE DR,LOUISVILLE,40216,51
LMPD24037579,4/1/2024 6:24:00 PM,12/26/2023 1:45:00 PM,8611,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,8TH DIVISION,812,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,0 BLOCK I71N,LOUISVILLE,40207,52
LMPD24037565,4/1/2024 5:59:00 PM,6/1/2023 4:01:00 AM,8358,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,3RD DIVISION,315,RESIDENCE/HOME,9700 BLOCK STREAM VIEW TRL,LOUISVILLE,40258,53
LMPD24037558,4/1/2024 5:26:00 PM,11/27/2023 3:00:00 PM,8611,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,4TH DIVISION,424,RESTAURANT,3900 BLOCK S 3RD ST,LOUISVILLE,40214,54
LMPD24037533,4/1/2024 4:03:00 PM,4/1/2023 4:00:00 AM,8611,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,3RD DIVISION,316,RESIDENCE/HOME,6200 BLOCK MOORMAN RD,LOUISVILLE,40272,55
LMPD24037493,4/1/2024 2:35:00 PM,2/1/2023 5:00:00 AM,8611,32 EMBEZZLEMENT,TBUT OR DISP ALL OTHERS 514.030 24095E 270,270,A,YES,6TH DIVISION,624,OTHER RESIDENCE (APARTMENT/CONDO),6600 BLOCK ADAM RIDGE PL,LOUISVILLE,40228,56
LMPD24036915,3/30/2024 5:01:00 PM,7/1/2023 4:00:00 AM,8611,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,1ST DIVISION,135,RESIDENCE/HOME,900 BLOCK E BROADWAY,LOUISVILLE,40204,57
LMPD24036456,3/29/2024 2:54:00 PM,12/28/2023 2:00:00 PM,5517,56 ALL OTHER OFFENSES,FAILURE TO COMPLY W/SEX OFFENDER REGISTRATION - 1ST OFF 17.510(11) 01680 90Z,90Z,B,NO,1ST DIVISION,111,RESIDENCE/HOME,2400 BLOCK ST XAVIER ST,LOUISVILLE,40212,58
LMPD24036438,3/29/2024 2:12:00 PM,2/13/2023 5:00:00 AM,8611,27 FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $500 < $1,000 514.070(4)(a) 23492 26A",26A,A,YES,4TH DIVISION,423,RESIDENCE/HOME,1300 BLOCK SOUTHGATE AVE,LOUISVILLE,40215,59
LMPD24036124,3/28/2024 6:07:00 PM,12/14/2023 6:00:00 PM,8611,23 THEFT OTHER,THEFT OF PROP MISLAID OR DELIVER BY IMISTAKE 514.050(1) 23472 23H,23H,A,YES,1ST DIVISION,123,RESIDENCE/HOME,300 BLOCK S 11TH ST,LOUISVILLE,40203,60
LMPD24036058,3/28/2024 3:03:00 PM,12/9/2023 12:00:00 AM,8373,32 EMBEZZLEMENT,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162E 270",270,A,YES,7TH DIVISION,724,SPECIALTY STORE,5000 BLOCK MUD LN,LOUISVILLE,40229,61
LMPD24034830,3/25/2024 4:28:00 PM,1/14/2023 4:45:00 AM,8611,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,4TH DIVISION,450,PARKING/ DROP LOT/ GARAGE,1600 BLOCK CHERRY WAY,LOUISVILLE,40216,62
LMPD24033663,3/22/2024 5:24:00 PM,9/30/2023 4:00:00 PM,9553,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,3RD DIVISION,331,RESIDENCE/HOME,1700 BLOCK TEMPEST WAY,LOUISVILLE,40216,63
LMPD24033638,3/22/2024 4:07:00 PM,12/22/2023 10:00:00 PM,8358,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,6TH DIVISION,625,SERVICE/GAS STATION,2100 BLOCK REYNOLDS LN,LOUISVILLE,40218,64
LMPD24033338,3/21/2024 7:57:00 PM,11/3/2023 12:30:00 PM,8611,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000 514.030 24142 23F",23F,A,YES,6TH DIVISION,611,PARKING/ DROP LOT/ GARAGE,3100 BLOCK POPLAR LEVEL RD,LOUISVILLE,40213,65
LMPD24033330,3/21/2024 7:17:00 PM,11/12/2023 6:10:00 AM,7540,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,6TH DIVISION,611,DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,0 BLOCK AUDUBON PLAZA DR,LOUISVILLE,40217,66
LMPD24032920,3/20/2024 8:17:00 PM,12/27/2023 5:00:00 PM,8585,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,8TH DIVISION,824,OTHER RESIDENCE (APARTMENT/CONDO),1200 BLOCK LA FONTENAY CT,DOUGLASS HILLS,40223,67
LMPD24032820,3/20/2024 4:40:00 PM,11/18/2023 5:00:00 AM,8499,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,4TH DIVISION,412,RESIDENCE/HOME,300 BLOCK CAMP ST,LOUISVILLE,40203,68
LMPD24032792,3/20/2024 3:26:00 PM,8/11/2023 6:49:00 PM,8611,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,YES,7TH DIVISION,711,GROCERY/ SUPERMARKET,12600 BLOCK TAYLORSVILLE RD,LOUISVILLE,40299,69
LMPD24032351,3/19/2024 5:05:00 PM,11/15/2023 5:00:00 AM,5321,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,3RD DIVISION,331,PARKING/ DROP LOT/ GARAGE,4900 BLOCK DIXIE HWY,LOUISVILLE,40216,70
LMPD24032314,3/19/2024 3:48:00 PM,11/24/2023 5:00:00 AM,8499,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,3RD DIVISION,331,RESIDENCE/HOME,5500 BLOCK GREENWOOD RD,LOUISVILLE,40258,71
LMPD24032287,3/19/2024 2:29:00 PM,10/30/2023 4:00:00 AM,7961,56 ALL OTHER OFFENSES,FAILURE TO COMPLY W/SEX OFFENDER REGISTRATION - 1ST OFF 17.510(11) 01680 90Z,90Z,B,NO,LYNDON,LYND,HOTEL/ MOTEL/ ETC.,9300 BLOCK BLAIRWOOD RD,HURSTBOURNE,40222,72
LMPD24031858,3/18/2024 2:52:00 PM,9/18/2023 4:00:00 AM,8499,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,4TH DIVISION,423,PARKING/ DROP LOT/ GARAGE,500 BLOCK W WHITNEY AVE,LOUISVILLE,40215,73
LMPD24031171,3/16/2024 4:10:00 PM,2/14/2023 1:00:00 PM,5258,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $10,000 < $1,000,000 514.030 24163 23D",23D,A,YES,4TH DIVISION,411,RESIDENCE/HOME,1400 BLOCK S 4TH ST,LOUISVILLE,40208,74
LMPD24030825,3/15/2024 6:48:00 PM,12/9/2023 5:00:00 PM,8544,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,4TH DIVISION,412,CYBERSPACE,400 BLOCK E KENTUCKY ST,LOUISVILLE,40203,75
LMPD24030245,3/14/2024 2:21:00 PM,12/25/2023 5:00:00 PM,8611,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,3RD DIVISION,316,RESIDENCE/HOME,11600 BLOCK LOWER RIVER RD,LOUISVILLE,40272,76
LMPD24030233,3/14/2024 1:38:00 PM,1/6/2023 5:01:00 AM,8358,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,3RD DIVISION,331,OTHER RESIDENCE (APARTMENT/CONDO),5000 BLOCK KAUFMAN LN,LOUISVILLE,40216,77
LMPD24031283,3/14/2024 6:00:00 AM,8/14/2023 6:00:00 AM,5174,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,5TH DIVISION,521,OTHER RESIDENCE (APARTMENT/CONDO),2500 BLOCK RIVER OAKS DR,LOUISVILLE,40206,78
LMPD24029971,3/13/2024 10:46:00 PM,11/28/2023 5:00:00 AM,7961,56 ALL OTHER OFFENSES,FAILURE TO COMPLY W/SEX OFFENDER REGISTRATION - 1ST OFF 17.510(11) 01680 90Z,90Z,B,NO,JEFFERSONTOWN,JTN,RESIDENCE/HOME,2700 BLOCK LLANDOVERY DR,JEFFERSONTOWN,40299,79
LMPD24029963,3/13/2024 10:34:00 PM,8/25/2023 4:00:00 AM,8592,56 ALL OTHER OFFENSES,FAILURE TO COMPLY W/SEX OFFENDER REGISTRATION - 1ST OFF 17.510(11) 01680 90Z,90Z,B,NO,3RD DIVISION,331,RESIDENCE/HOME,4900 BLOCK SADDLEBROOK LN,LOUISVILLE,40216,80
LMPD24029965,3/13/2024 10:31:00 PM,10/20/2023 4:00:00 AM,7961,56 ALL OTHER OFFENSES,FAILURE TO COMPLY W/SEX OFFENDER REGISTRATION - 1ST OFF 17.510(11) 01680 90Z,90Z,B,NO,7TH DIVISION,711,RESIDENCE/HOME,5800 BLOCK JANET LEE DR,LOUISVILLE,40291,81
LMPD24029958,3/13/2024 10:21:00 PM,12/13/2023 5:00:00 AM,8592,56 ALL OTHER OFFENSES,FAILURE TO COMPLY W/SEX OFFENDER REGISTRATION - 1ST OFF 17.510(11) 01680 90Z,90Z,B,NO,2ND DIVISION,236,RESIDENCE/HOME,3200 BLOCK NEW LYNNVIEW DR,LOUISVILLE,40216,82
LMPD24029934,3/13/2024 9:41:00 PM,9/15/2023 4:00:00 AM,8592,56 ALL OTHER OFFENSES,FAILURE TO COMPLY W/SEX OFFENDER REGISTRATION - 1ST OFF 17.510(11) 01680 90Z,90Z,B,NO,4TH DIVISION,423,RESIDENCE/HOME,3700 BLOCK WHEELER AVE,LOUISVILLE,40215,83
