INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,UOR_DESC,CRIME_TYPE,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,CITY,ZIP_CODE,ID,ObjectId
80-17-086836,6/25/16 12:19 AM,6/25/16 12:19 AM,OBSCURING THE IDENTITY OF A MACHINE U/$10000,FRAUD,26A,PART II,COMPLETED,7TH DIVISION,735,HIGHWAY / ROAD / ALLEY,OUTER LOOP / SHEPHERDSVILLE RD                              ,LOUISVILLE,40219,38024,33
80-17-086789,10/7/16 10:49 AM,10/7/16 10:49 AM,OBSCURING THE IDENTITY OF A MACHINE U/$10000,FRAUD,26A,PART II,COMPLETED,3RD DIVISION,315,HIGHWAY / ROAD / ALLEY,BROKEN BOW DR / COCHISE WAY                                 ,LOUISVILLE,40258,38144,34
80-16-106444,12/14/16 8:22 PM,12/10/16 3:00 PM,"THEFT BY FAIL TO MAKE REQ DISPOSITION OF PROP $10,000 OR >",FRAUD,26A,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME,400 BLOCK N 42ND ST                                         ,LOUISVILLE,40212,38957,35
80-17-087031,12/14/16 11:19 PM,12/14/16 11:19 PM,OBSCURING THE IDENTITY OF A MACHINE U/$500,FRAUD,250,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,S 2ND ST / W MARKET ST                                      ,LOUISVILLE,40202,39103,36
80-16-014415,2/18/16 3:50 PM,2/18/16 8:30 AM,"RECEIVING STOLEN PROPERTY U/$10,000",THEFT/LARCENY,280,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME,5400 BLOCK RUSTIC WAY                                       ,LOUISVILLE,40218,39184,37
80-17-087012,12/5/16 11:26 AM,12/5/16 11:26 AM,OBSCURING THE IDENTITY OF A MACHINE U/$10000,FRAUD,26A,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,S 11TH ST / W MARKET ST                                     ,LOUISVILLE,40203,39224,38
80-17-087014,12/8/16 1:46 PM,12/8/16 1:46 PM,OBSCURING THE IDENTITY OF A MACHINE U/$10000,FRAUD,26A,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY,AMY AVE / RIVER PARK DR                                     ,LOUISVILLE,40211,39225,39
80-16-079137,9/15/16 12:27 AM,9/15/16 12:27 AM,WANTON ENDANGERMENT-1ST DEGREE,ASSAULT,13A,PART I,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY,@I265 TO I65N                                               ,LOUISVILLE,40219,39361,40
80-16-079137,9/15/16 12:27 AM,9/15/16 12:27 AM,DRUG PARAPHERNALIA - BUY/POSSESS,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY,@I265 TO I65N                                               ,LOUISVILLE,40219,39362,41
80-16-079137,9/15/16 12:27 AM,9/15/16 12:27 AM,ASSAULT - 2ND DEGREE,ASSAULT,13A,PART I,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY,@I265 TO I65N                                               ,LOUISVILLE,40219,39450,42
80-16-079137,9/15/16 12:27 AM,9/15/16 12:27 AM,POSS A CONT SUB,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY,@I265 TO I65N                                               ,LOUISVILLE,40219,39452,43
80-16-014862,2/20/16 2:58 AM,2/19/16 6:00 PM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,6TH DIVISION,624,HIGHWAY / ROAD / ALLEY,5900 BLOCK BRANDON DUNES DR                                 ,LOUISVILLE,40228,39475,44
80-16-095917,11/8/16 2:30 PM,11/8/16 2:20 PM,ASSAULT 4TH DEGREE (DOMESTIC 3RD OR > WITHIN 5 YEARS,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME,400 BLOCK E KENTUCKY ST                                     ,LOUISVILLE,40203,40333,45
80-17-088710,5/15/16 11:13 AM,5/15/16 11:13 AM,MENACING,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,613,HIGHWAY / ROAD / ALLEY,BISHOP LN / PINEWOOD RD                                     ,LOUISVILLE,40218,40590,46
80-16-016110,2/24/16 1:42 PM,2/19/16 11:30 PM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,3500 BLOCK HENRY AVE                                        ,LOUISVILLE,40215,40598,47
80-16-025016,3/25/16 8:54 AM,3/25/16 8:54 AM,OBSCURING THE IDENTITY OF A MACHINE $10000 OR MORE,FRAUD,26A,PART II,COMPLETED,6TH DIVISION,625,HIGHWAY / ROAD / ALLEY,BARDSTOWN RD / BUECHEL BYP                                  ,LOUISVILLE,40218,41063,48
80-16-107417,12/17/16 1:24 PM,12/17/16 1:24 PM,POSS HANDGUN BY MINOR 1ST OFFENSE,WEAPONS,520,PART II,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY,S 42ND ST / W BROADWAY                                      ,LOUISVILLE,40211,41140,49
80-16-009437,1/31/16 5:54 PM,1/31/16 5:11 PM,ASSAULT - 4TH DEGREE (MINOR INJURY),ASSAULT,13B,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,1100 BLOCK S 15TH ST                                        ,LOUISVILLE,40210,77309,50
80-16-004076,1/12/16 11:14 PM,1/12/16 10:37 PM,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",MOTOR VEHICLE THEFT,240,PART I,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,8100 BLOCK ROCKY GAP RD                                     ,LOUISVILLE,40214,1151045,51
80-16-003997,1/11/16 5:35 PM,1/11/16 3:00 PM,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",MOTOR VEHICLE THEFT,240,PART I,COMPLETED,6TH DIVISION,612,AUTO DEALERSHIP (NEW OR USED),4700 BLOCK POPLAR LEVEL RD                                  ,WATTERSON_PARK,40213,1151046,52
80-16-003942,1/11/16 4:00 PM,1/11/16 3:50 PM,ROBBERY - 1ST DEGREE,ROBBERY,120,PART I,COMPLETED,6TH DIVISION,612,FIELD / WOODS,E INDIAN TRL / POPLAR LEVEL RD                              ,LOUISVILLE,40213,1151047,53
80-16-003507,1/10/16 4:27 AM,1/10/16 4:25 AM,ROBBERY - 1ST DEGREE,ROBBERY,120,PART I,COMPLETED,4TH DIVISION,436,CONVENIENCE STORE,4700 BLOCK S 3RD ST                                         ,LOUISVILLE,40214,1151048,54
80-16-004098,1/12/16 3:41 AM,1/12/16 3:30 AM,TBUT OR DISP SHOPLIFTING < $500,THEFT/LARCENY,23C,PART I,COMPLETED,3RD DIVISION,322,SERVICE / GAS STATION,7400 BLOCK 3RD STREET RD                                    ,LOUISVILLE,40214,1151049,55
80-16-003103,1/8/16 6:17 PM,1/8/16 6:17 PM,POSS CONT SUB-3RD DEGREE--DRUG UNSPECIFIED,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,5TH DIVISION,512,RESIDENCE / HOME,2000 BLOCK MIDLAND AVE                                      ,LOUISVILLE,40204,1151050,56
80-16-003103,1/8/16 6:17 PM,1/8/16 6:17 PM,PRESCRIPTION CONT SUB NOT IN ORIGINAL CONTAINER-1ST OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,5TH DIVISION,512,RESIDENCE / HOME,2000 BLOCK MIDLAND AVE                                      ,LOUISVILLE,40204,1151051,57
80-16-063967,7/28/16 9:12 AM,7/28/16 12:00 AM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY,4900 BLOCK CREEK POINTE TER                                 ,LOUISVILLE,40219,280771,58
80-16-000456,3/4/16 10:50 AM,8/29/83 11:25 PM,WANTON ENDANGERMENT-1ST DEGREE,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,234,RESIDENCE / HOME,2700 BLOCK WYANDOTTE AVE                                    ,LOUISVILLE,40210,387875,59
80-16-000456,3/4/16 10:50 AM,8/29/83 11:25 PM,ASSAULT - 4TH DEGREE (MINOR INJURY),ASSAULT,13B,PART II,COMPLETED,2ND DIVISION,234,RESIDENCE / HOME,2700 BLOCK WYANDOTTE AVE                                    ,LOUISVILLE,40210,387895,60
80-16-012271,2/10/16 1:44 PM,2/9/16 7:00 PM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY,1200 BLOCK W WOODLAWN AVE                                   ,LOUISVILLE,40215,425647,61
80-16-065350,8/1/16 6:48 PM,8/1/16 6:48 PM,VIOLATION OF IPO,ASSAULT,90F,PART II,,3RD DIVISION,331,,2100 BLOCK RONNIE AVE                                       ,LOUISVILLE,40216,425815,62
80-16-096146,11/9/16 11:31 AM,11/9/16 10:27 AM,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,123,RESIDENCE / HOME,400 BLOCK S 10TH ST                                         ,LOUISVILLE,40203,426295,63
80-16-090892,10/23/16 1:27 PM,10/10/16 1:27 PM,RECEIVING STOLEN PROPERTY U/$500 MISD,THEFT/LARCENY,280,PART II,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME,6600 BLOCK HUFF LN                                          ,LOUISVILLE,40216,427741,64
80-16-054669,6/28/16 9:39 AM,1/1/11 8:00 AM,CACU ASSISTING OTHER AGENCY,OTHER,999,,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME,3700 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40218,492566,65
80-16-060188,7/16/16 2:32 AM,7/16/16 2:32 AM,DRUG PARAPHERNALIA - BUY/POSSESS,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,S 28TH ST / W MADISON ST                                    ,LOUISVILLE,40211,589005,66
80-16-039028,5/8/16 2:56 PM,5/8/16 8:30 AM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,3RD DIVISION,323,OTHER / UNKNOWN,8100 BLOCK ROCKY GAP RD                                     ,LOUISVILLE,40214,625554,67
80-16-086200,10/8/16 8:30 AM,10/8/16 4:45 AM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,6TH DIVISION,612,RESIDENCE / HOME,3800 BLOCK E INDIAN TRL                                     ,LOUISVILLE,40213,625889,68
80-16-074907,9/1/16 11:55 AM,8/26/16 11:55 AM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,3RD DIVISION,323,HIGHWAY / ROAD / ALLEY,10200 BLOCK KEYS FERRY RD                                   ,LOUISVILLE,40118,839599,69
80-16-000453,3/4/16 10:49 AM,1/24/81 5:00 AM,RAPE - 1ST DEGREE,SEX CRIMES,11A,PART I,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME,2500 BLOCK ST CECILIA ST                                    ,LOUISVILLE,40212,839623,70
80-16-000453,3/4/16 10:49 AM,1/24/81 5:00 AM,BURGLARY - 1ST DEGREE,BURGLARY,220,PART I,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME,2500 BLOCK ST CECILIA ST                                    ,LOUISVILLE,40212,839624,71
80-16-000453,3/4/16 10:49 AM,1/24/81 5:00 AM,SODOMY - 1ST DEGREE,SEX CRIMES,11B,PART I,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME,2500 BLOCK ST CECILIA ST                                    ,LOUISVILLE,40212,839684,72
80-16-000453,3/4/16 10:49 AM,1/24/81 5:00 AM,ASSAULT - 4TH DEGREE (MINOR INJURY),ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME,2500 BLOCK ST CECILIA ST                                    ,LOUISVILLE,40212,839685,73
80-16-096274,11/9/16 3:54 PM,11/9/16 1:00 AM,"RECEIVING STOLEN PROPERTY U/$10,000",THEFT/LARCENY,280,PART II,COMPLETED,3RD DIVISION,315,OTHER / UNKNOWN,8000 BLOCK CANE RUN RD                                      ,LOUISVILLE,40258,841719,74
80-16-040422,5/12/16 6:01 PM,5/11/16 11:00 PM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME,7700 BLOCK NEVIA WAY                                        ,LOUISVILLE,40220,942860,75
80-16-110008,12/26/16 7:35 PM,12/26/16 1:45 PM,OVERDOSE,OTHER,999,,COMPLETED,8TH DIVISION,811,RESIDENCE / HOME,5100 BLOCK WOLFPEN WOODS DR                                 ,LOUISVILLE,40059,943605,76
80-16-038571,5/7/16 4:22 AM,5/7/16 4:22 AM,OVERDOSE,OTHER,999,,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME,5300 BLOCK SENNRIDGE DR                                     ,LOUISVILLE,40272,943764,77
80-16-026459,3/30/16 1:41 AM,3/30/16 1:41 AM,OVERDOSE,OTHER,999,,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME,7000 BLOCK GREEN MANOR DR                                   ,LOUISVILLE,40228,981721,78
80-16-040934,5/14/16 11:28 AM,5/14/16 11:28 AM,OVERDOSE,OTHER,999,,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME,3400 BLOCK NEWBURG RD                                       ,LOUISVILLE,40218,981913,79
80-16-028228,4/4/16 10:09 PM,4/4/16 10:09 PM,OVERDOSE,OTHER,999,,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME,100 BLOCK N 37TH ST                                         ,LOUISVILLE,40212,981914,80
80-16-004501,1/13/16 2:06 PM,1/13/16 2:06 PM,MENACING,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,331,SCHOOL - COLLEGE / UNIVERSITY,5900 BLOCK GREENWOOD RD                                     ,LOUISVILLE,40258,1159867,81
80-16-008041,1/26/16 8:30 PM,1/26/16 6:40 PM,TBUT OR DISP CONTENTS FROM VEH < $500,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,7TH DIVISION,736,PARKING LOT / GARAGE,7300 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,1159868,82
80-16-007856,1/26/16 10:15 AM,1/26/16 10:00 AM,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,331,SCHOOL - COLLEGE / UNIVERSITY,5900 BLOCK GREENWOOD RD                                     ,LOUISVILLE,40258,1159869,83
80-16-007776,1/25/16 10:36 PM,1/25/16 4:00 PM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,7TH DIVISION,735,OTHER RESIDENCE (APARTMENT/CONDO),7500 BLOCK BEECHVIEW WAY                                    ,LOUISVILLE,40219,1159870,84
80-16-008048,1/26/16 8:55 PM,1/26/16 8:43 PM,CRIMINAL MISCHIEF - 1ST DEGREE,VANDALISM,290,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,1100 BLOCK GARVIN PL                                        ,LOUISVILLE,40203,1159871,85
80-16-008056,1/26/16 9:17 PM,1/26/16 11:00 AM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,8TH DIVISION,811,RESIDENCE / HOME,6500 BLOCK MAYFAIR AVE                                      ,LOUISVILLE,40059,1159872,86
80-16-008055,1/26/16 9:04 PM,1/26/16 4:00 PM,TBUT OR DISP CONTENTS FROM VEH < $500,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,7TH DIVISION,736,PARKING LOT / GARAGE,7700 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,1159873,87
80-16-033212,4/20/16 4:28 PM,4/20/16 4:28 PM,TRAF CONT SUB-1ST DEG 1ST OFF (<  10 DU OPIATES),DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,2200 BLOCK OSAGE AVE                                        ,LOUISVILLE,40210,280297,88
80-16-024721,3/24/16 12:19 PM,3/24/16 11:48 AM,HARASSMENT - PHYSICAL CONTACT - NO INJURY,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME,5400 BLOCK MITSCHER AVE                                     ,LOUISVILLE,40214,307145,89
80-18-054459,5/16/16 1:22 PM,5/16/16 1:22 PM,THEFT BY FAIL TO MAKE REQ DISPOSITION OF PROPERTY,FRAUD,26A,PART II,COMPLETED,1ST DIVISION,112,RENTAL / STORAGE FACILITY,2100 BLOCK W BROADWAY                                       ,LOUISVILLE,40211,346562,90
80-16-090806,10/23/16 2:03 AM,10/22/16 5:30 PM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,1100 BLOCK ZANE ST                                          ,LOUISVILLE,40210,347397,91
80-16-064373,7/29/16 1:43 PM,3/1/16 2:00 AM,SODOMY - 1ST DEGREE,SEX CRIMES,11B,PART I,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME,6400 BLOCK WINTER VIEW DR                                   ,LOUISVILLE,40272,348436,92
80-16-051419,6/17/16 1:28 PM,6/17/16 1:00 PM,POSSESSION OF HANDGUN BY CONVICTED FELON,WEAPONS,520,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,900 BLOCK S JACKSON ST                                      ,LOUISVILLE,40203,349221,93
80-16-006060,1/18/16 9:21 PM,1/18/16 10:00 AM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,3RD DIVISION,316,HIGHWAY / ROAD / ALLEY,11700 BLOCK LEEMONT DR                                      ,LOUISVILLE,40272,349357,94
80-16-051419,6/17/16 1:28 PM,6/17/16 1:00 PM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME,900 BLOCK S JACKSON ST                                      ,LOUISVILLE,40203,349391,95
80-16-082489,9/25/16 5:50 PM,9/25/16 5:50 PM,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,10700 BLOCK FIR TREE LN                                     ,LOUISVILLE,40272,349490,96
80-16-038672,5/8/16 4:26 AM,4/22/16 11:37 AM,"MISUSE OF ELECTRONIC INFO-AUTOMATED BANKING DEVICE, ETC",FRAUD,26B,PART II,COMPLETED,3RD DIVISION,315,OTHER / UNKNOWN,9500 BLOCK CANE RUN RD                                      ,LOUISVILLE,40258,349613,97
