INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,BADGE_ID,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE,ObjectId
80-21-000096,2021-01-01 09:56:00,2021-01-01 09:56:00,7599            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY                       ,8300 BLOCK 3RD STREET RD                                    ,LOUISVILLE,40214,91
80-21-000204,2021-01-02 01:11:00,2021-01-02 01:09:00,7159            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,8TH DIVISION,811,RESIDENCE / HOME                             ,10700 BLOCK MEETING ST                                      ,LOUISVILLE,40059,92
80-21-000055,2021-01-01 06:31:00,2021-01-01 04:50:00,5042            ,ARSON,ARSON - 1ST DEGREE,200,PART II,ATTEMPTED,7TH DIVISION,736,RESIDENCE / HOME                             ,4100 BLOCK PINECROFT DR                                     ,LOUISVILLE,40219,93
80-21-000097,2021-01-01 12:24:00,2021-01-01 12:15:00,7975            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,3RD DIVISION,323,OTHER RESIDENCE (APARTMENT/CONDO)            ,10700 BLOCK SPARROW CIR                                     ,LOUISVILLE,40118,94
80-21-000152,2021-01-01 16:51:00,2021-01-01 00:01:00,5338            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,3300 BLOCK GRAND AVE                                        ,LOUISVILLE,40211,95
80-21-000298,2021-01-02 16:48:00,2020-12-30 18:00:00,5149            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,3RD DIVISION,315,PARKING LOT / GARAGE                         ,8000 BLOCK CANE RUN RD                                      ,LOUISVILLE,40258,96
80-21-000012,2021-01-01 01:35:00,2021-01-01 00:02:00,2877            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME                             ,4200 BLOCK BUBBLING OVER DR                                 ,LOUISVILLE,40216,97
80-21-000357,2021-01-02 22:35:00,2021-01-02 21:54:00,7423            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,4TH DIVISION,435,HIGHWAY / ROAD / ALLEY                       ,CARRICO AVE / TAYLOR BLVD                                   ,LOUISVILLE,40215,98
80-21-000205,2021-01-02 01:24:00,2021-01-02 01:15:00,5292            ,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,2300 BLOCK GREENWOOD AVE                                    ,LOUISVILLE,40210,99
80-21-000056,2021-01-01 05:00:00,2021-01-01 04:59:00,5209            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,1300 BLOCK MOUNT HOLLY RD                                   ,LOUISVILLE,40118,100
80-21-000098,2021-01-01 12:28:00,2021-01-01 00:01:00,7631            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,8TH DIVISION,811,RESIDENCE / HOME                             ,11800 BLOCK NANSEMOND PL                                    ,LOUISVILLE,40245,101
80-21-000153,2021-01-01 17:06:00,2020-12-31 22:00:00,7467            ,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME                             ,0 BLOCK TRAPPERS TRL                                        ,LOUISVILLE,40216,102
80-21-000300,2021-01-02 16:28:00,2021-01-02 16:28:00,7439            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,METRO LOUISVILLE,SHV,HIGHWAY / ROAD / ALLEY                       ,I264W AT DIXIE HWY                                          ,LOUISVILLE,40216,103
80-21-000014,2021-01-01 01:07:00,2021-01-01 00:54:00,7475            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,8TH DIVISION,824,RESIDENCE / HOME                             ,9900 BLOCK VIEUX CARRE DR                                   ,LOUISVILLE,40223,104
80-21-000206,2021-01-02 02:06:00,2021-01-01 18:00:00,8249            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,4700 BLOCK WALNUT GROVE AVE                                 ,LOUISVILLE,40216,105
80-21-000358,2021-01-02 22:23:00,2021-01-02 19:15:00,8109            ,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,1ST DIVISION,111,GROCERY / SUPERMARKET                        ,500 BLOCK N 35TH ST                                         ,LOUISVILLE,40212,106
80-21-000207,2021-01-02 02:05:00,2021-01-02 02:00:00,5325            ,OTHER,RECOVERY OF STOLEN VEHICLE-OUT OF JURISDICTION,999,,COMPLETED,2ND DIVISION,225,HIGHWAY / ROAD / ALLEY                       ,1600 BLOCK BRASHEAR DR                                      ,LOUISVILLE,40210,107
80-21-000057,2021-01-01 06:21:00,2021-01-01 03:45:00,7725            ,ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),13B,PART II,COMPLETED,1ST DIVISION,135,DRUG STORE/DR`S OFFICE/HOSPITAL              ,500 BLOCK S JACKSON ST                                      ,LOUISVILLE,40202,108
80-21-000359,2021-01-02 22:25:00,2015-07-14 00:00:00,8246            ,FRAUD,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,26C,PART II,COMPLETED,4TH DIVISION,412,CYBERSPACE                                   ,1100 BLOCK SCHILLER AVE                                     ,LOUISVILLE,40204,109
80-21-000210,2021-01-02 01:12:00,2021-01-02 00:12:00,5263            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,9200 BLOCK PENSIVE LN                                       ,LOUISVILLE,40272,110
80-21-000100,2021-01-01 12:38:00,2021-01-01 12:33:00,5338            ,FRAUD,"TBUT OR DISP ALL OTHERS > $500 BUT < $10,000",270,PART II,COMPLETED,2ND DIVISION,223,OTHER / UNKNOWN                              ,2200 BLOCK OSAGE AVE                                        ,LOUISVILLE,40210,111
80-21-000157,2021-01-01 17:42:00,2021-01-01 17:42:00,7236            ,OTHER,SUICIDE,999,PART II,COMPLETED,5TH DIVISION,513,CEMETERY / GRAVEYARD                         ,1600 BLOCK NEWBURG RD                                       ,LOUISVILLE,40205,112
80-21-000301,2021-01-02 15:33:00,2021-01-02 15:15:00,7690            ,OTHER,ACCIDENTAL SHOOTING (OTHER THAN HUNTING),90Z,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,4400 BLOCK SOUTH RIDGE DR                                   ,LOUISVILLE,40272,113
80-21-000015,2021-01-01 01:06:00,2021-01-01 00:44:00,7476            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,234,RESIDENCE / HOME                             ,1700 BLOCK WILLIAM E SUMMERS III AVE                        ,LOUISVILLE,40211,114
80-21-000099,2021-01-01 12:48:00,2021-01-01 12:48:00,5309            ,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,900 BLOCK S 26TH ST                                         ,LOUISVILLE,40210,115
80-21-000303,2021-01-02 16:26:00,2021-01-02 14:00:00,7116            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,4TH DIVISION,436,OTHER RESIDENCE (APARTMENT/CONDO)            ,100 BLOCK E KINGSTON AVE                                    ,LOUISVILLE,40214,116
80-21-000158,2021-01-01 18:18:00,2021-01-01 17:42:00,7266            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,1ST DIVISION,135,DRUG STORE/DR`S OFFICE/HOSPITAL              ,500 BLOCK S JACKSON ST                                      ,LOUISVILLE,40202,117
80-21-000360,2021-01-02 22:26:00,2021-01-02 21:45:00,8050            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,5TH DIVISION,521,RESIDENCE / HOME                             ,0 BLOCK WINIFREDE LN                                        ,LOUISVILLE,40206,118
80-21-000211,2021-01-02 02:59:00,2021-01-01 22:00:00,2623            ,ASSAULT,KIDNAPPING-ADULT,100,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,S 1ST ST / E BROADWAY                                       ,LOUISVILLE,40202,119
80-21-000059,2021-01-01 07:00:00,2021-01-01 07:00:00,7105            ,HOMICIDE,MURDER,09A,PART I,COMPLETED,6TH DIVISION,624,PARKING LOT / GARAGE                         ,6200 BLOCK SHEPHERDSVILLE RD                                ,LOUISVILLE,40228,120
80-21-000017,2021-01-01 00:24:00,2021-01-01 00:00:00,5223            ,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,7700 BLOCK BROOKVIEW DR                                     ,LOUISVILLE,40214,121
80-21-000102,2021-01-01 13:05:00,2020-12-28 08:00:00,2501            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,100 BLOCK MACKIE CT                                         ,LOUISVILLE,40214,122
80-21-000304,2021-01-02 16:55:00,2020-12-24 15:06:00,8402            ,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,7TH DIVISION,735,DEPARTMENT / DISCOUNT STORE                  ,4800 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,123
80-21-000361,2021-01-02 22:34:00,2021-01-02 19:15:00,8246            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000",23G,PART I,COMPLETED,5TH DIVISION,512,PARKING LOT / GARAGE                         ,1200 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204,124
80-21-000158,2021-01-01 18:18:00,2021-01-01 17:42:00,7266            ,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,1ST DIVISION,135,DRUG STORE/DR`S OFFICE/HOSPITAL              ,500 BLOCK S JACKSON ST                                      ,LOUISVILLE,40202,125
80-21-000101,2021-01-01 13:04:00,2021-01-01 12:30:00,4354            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,4TH DIVISION,423,OTHER / UNKNOWN                              ,600 BLOCK BELLAMY CIR                                       ,LOUISVILLE,40208,126
80-21-000018,2021-01-01 00:50:00,2021-01-01 00:49:00,5057            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,3500 BLOCK VERMONT AVE                                      ,LOUISVILLE,40211,127
80-21-000060,2021-01-01 07:23:00,2021-01-01 01:15:00,5330            ,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,5TH DIVISION,521,RESIDENCE / HOME                             ,700 BLOCK ZORN AVE                                          ,LOUISVILLE,40206,128
80-21-000211,2021-01-02 02:59:00,2021-01-01 22:00:00,2623            ,SEX CRIMES,SODOMY - 1ST DEGREE,11B,PART I,COMPLETED,1ST DIVISION,135,RESIDENCE / HOME                             ,S 1ST ST / E BROADWAY                                       ,LOUISVILLE,40202,129
80-21-000305,2021-01-02 16:34:00,2021-01-02 16:25:00,7128            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY                       ,COUNTRY CLUB RD / UNIVERSITY AVE                            ,LOUISVILLE,40206,130
80-21-000362,2021-01-02 22:37:00,2021-01-02 22:16:00,7462            ,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME                             ,1100 BLOCK LONGFIELD AVE                                    ,LOUISVILLE,40215,131
80-21-000159,2021-01-01 16:58:00,2021-01-01 16:58:00,7813            ,OTHER,SUICIDE,999,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,3000 BLOCK FAYWOOD WAY                                      ,LOUISVILLE,40215,132
80-21-000160,2021-01-01 18:19:00,2021-01-01 00:30:00,8229            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,4TH DIVISION,423,PARKING LOT / GARAGE                         ,1800 BLOCK BERRY BLVD                                       ,LOUISVILLE,40215,133
80-21-000163,2021-01-01 19:05:00,2021-01-01 13:21:00,7035            ,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,6700 BLOCK CAROLYN RD                                       ,LOUISVILLE,40214,134
80-21-000164,2021-01-01 19:33:00,2020-12-28 13:30:00,8436            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,6500 BLOCK CADY DR                                          ,LOUISVILLE,40258,135
80-21-000165,2021-01-01 09:56:00,2021-01-01 09:56:00,7599            ,OTHER,RECOVERY OF STOLEN VEHICLE-OUT OF JURISDICTION,999,,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY                       ,8300 BLOCK 3RD STREET RD                                    ,LOUISVILLE,40214,136
80-21-000165,2021-01-01 09:56:00,2021-01-01 09:56:00,7599            ,THEFT/LARCENY,"RECEIVING STOLEN PROPERTY $10,000 OR MORE",280,PART II,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY                       ,8300 BLOCK 3RD STREET RD                                    ,LOUISVILLE,40214,137
80-21-000166,2021-01-01 19:59:00,2021-01-01 08:00:00,8436            ,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,2ND DIVISION,223,OTHER RESIDENCE (APARTMENT/CONDO)            ,2500 BLOCK GREENWOOD AVE                                    ,LOUISVILLE,40210,138
80-21-000167,2021-01-01 18:04:00,2021-01-01 00:30:00,5249            ,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,CENTRAL AVE / MONTANA AVE                                   ,LOUISVILLE,40208,139
80-21-000168,2021-01-01 18:45:00,2021-01-01 18:45:00,5222            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME                             ,7300 BLOCK LEISURE CT                                       ,LOUISVILLE,40229,140
80-21-000169,2021-01-01 19:33:00,2021-01-01 19:33:00,5181            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,2ND DIVISION,223,OTHER / UNKNOWN                              ,2700 BLOCK W KENTUCKY ST                                    ,LOUISVILLE,40211,141
80-21-000170,2021-01-01 20:15:00,2021-01-01 18:00:00,7633            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,8TH DIVISION,823,RESIDENCE / HOME                             ,1100 BLOCK CROSSTIMBERS DR                                  ,LOUISVILLE,40245,142
80-21-000173,2021-01-01 20:28:00,2020-12-30 18:02:00,8229            ,THEFT/LARCENY,THEFT OF PROP LOST/MISLAID/DELIVERED BY MISTAKE FELONY D,23H,PART I,COMPLETED,3RD DIVISION,322,PARKING LOT / GARAGE                         ,5500 BLOCK NEW CUT RD                                       ,LOUISVILLE,40214,143
80-21-000174,2021-01-01 20:34:00,2021-01-01 00:00:00,5307            ,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1000 BLOCK SALE AVE                                         ,LOUISVILLE,40215,144
80-21-000175,2021-01-01 20:37:00,2021-01-01 19:22:00,5314            ,THEFT/LARCENY,THEFT BY DECEPTION-INCL COLD CHECKS U/$500,23H,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1000 BLOCK EUCLID AVE                                       ,LOUISVILLE,40208,145
80-21-000176,2021-01-01 20:31:00,2020-12-29 22:10:00,5029            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1200 BLOCK WELLER AVE                                       ,LOUISVILLE,40208,146
80-21-000177,2021-01-01 20:52:00,2020-12-31 12:00:00,8436            ,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,2700 BLOCK W MAIN ST                                        ,LOUISVILLE,40212,147
80-21-000178,2021-01-01 21:05:00,2020-12-31 12:00:00,8436            ,FRAUD,FRAUD USE OF CREDIT CARD AFTER REPT LOST/STOLEN U/$500 MISD,26B,PART II,COMPLETED,1ST DIVISION,111,LIQUOR STORE                                 ,2300 BLOCK W MARKET ST                                      ,LOUISVILLE,40212,148
80-21-000179,2021-01-01 20:37:00,2020-12-31 17:00:00,7120            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,5900 BLOCK MERCURY DR                                       ,LOUISVILLE,40291,149
80-21-000180,2021-01-01 20:11:00,2021-01-01 19:15:00,5328            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,1ST DIVISION,123,OTHER / UNKNOWN                              ,300 BLOCK S 6TH ST                                          ,LOUISVILLE,40202,150
80-21-000181,2021-01-01 21:07:00,2021-01-01 21:00:00,7116            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,4TH DIVISION,435,PARKING LOT / GARAGE                         ,4400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215,151
80-21-000181,2021-01-01 21:07:00,2021-01-01 21:00:00,7116            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,4TH DIVISION,435,PARKING LOT / GARAGE                         ,4400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215,152
80-21-000183,2021-01-01 22:07:00,2020-12-31 17:00:00,8436            ,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,ATTEMPTED,3RD DIVISION,331,"SPECIALTY STORE (TV, FUR, ETC)               ",5200 BLOCK DIXIE HWY                                        ,LOUISVILLE,40216,153
80-21-000185,2021-01-01 22:13:00,2021-01-01 22:01:00,5292            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,700 BLOCK S 31ST ST                                         ,LOUISVILLE,40211,154
80-21-000188,2021-01-01 22:16:00,2020-12-31 20:00:00,5029            ,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,5TH DIVISION,521,PARKING LOT / GARAGE                         ,2000 BLOCK BROWNSBORO RD                                    ,LOUISVILLE,40206,155
80-21-000189,2021-01-01 23:00:00,2021-01-01 22:17:00,5327            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,8TH DIVISION,823,OTHER RESIDENCE (APARTMENT/CONDO)            ,3400 BLOCK IMPERATOR LN                                     ,LOUISVILLE,40245,156
80-21-000190,2021-01-01 22:22:00,2021-01-01 22:20:00,7665            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,GRINSTEAD DR / RAY AVE                                      ,LOUISVILLE,40204,157
80-21-000190,2021-01-01 22:22:00,2021-01-01 22:20:00,7665            ,WEAPONS,POSSESSION OF HANDGUN BY CONVICTED FELON,520,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,GRINSTEAD DR / RAY AVE                                      ,LOUISVILLE,40204,158
80-21-000191,2021-01-01 22:53:00,2021-01-01 22:40:00,8229            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,3RD DIVISION,331,PARKING LOT / GARAGE                         ,2100 BLOCK UPPER HUNTERS TRCE                               ,LOUISVILLE,40216,159
