INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,UOR_DESC,CRIME_TYPE,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,CITY,ZIP_CODE,ID,ObjectId
80-04-226797,7/24/04 12:00 AM,1/1/69 12:02 AM,INCEST,SEX CRIMES,36A,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,9900 BLOCK APPOLLO CT                                       ,LOUISVILLE,40272,18218,11
80-04-800032,3/2/04 4:00 PM,3/2/04 4:00 PM,DISORDERLY CONDUCT,DISTURBING THE PEACE,90C,PART II,COMPLETED,4TH DIVISION,435,GOVERNMENT / PUBLIC BUILDING,4600 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215,18339,12
80-05-302950,7/28/04 8:00 AM,1/2/04 12:00 AM,RAPE - 1ST DEGREE,SEX CRIMES,11A,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,3300 BLOCK GARLAND AVE                                      ,LOUISVILLE,40211,32568,13
80-04-800032,3/2/04 4:00 PM,3/2/04 4:00 PM,DISORDERLY CONDUCT,DISTURBING THE PEACE,90C,PART II,COMPLETED,4TH DIVISION,435,,4600 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215,18340,14
80-04-800032,3/2/04 4:00 PM,3/2/04 4:00 PM,MENACING,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,435,,4600 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215,18341,15
80-04-800101,6/23/04 8:30 AM,6/23/04 8:30 AM,POSSESSION OF ALCOHOLIC BEVERAGES BY A MINOR,DRUGS/ALCOHOL VIOLATIONS,90G,PART II,ATTEMPTED,4TH DIVISION,423,,LONGFIELD AVE / LESTER AVE                                  ,LOUISVILLE,40215,34655,16
80-04-800085,6/18/04 1:28 AM,6/18/04 1:28 AM,CRIMINAL MISCHIEF-2ND DEGREE,VANDALISM,290,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,900 BLOCK S 6TH ST                                          ,LOUISVILLE,40203,34701,17
80-04-234952,9/21/04 2:00 AM,9/21/04 2:00 AM,TERRORISTIC THREATENING 2ND DEGREE,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,613,,1500 BLOCK RANGELAND RD                                     ,LOUISVILLE,40219,18398,18
80-04-247352,12/27/04 7:10 PM,12/27/04 7:10 PM,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,800 BLOCK BRENTWOOD AVE                                     ,LOUISVILLE,40215,18453,19
80-04-137583,12/19/04 4:50 AM,12/19/04 4:00 AM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,6TH DIVISION,613,PARKING LOT / GARAGE,400 BLOCK WIMBLETON CT                                      ,LOUISVILLE,40218,18458,20
80-04-137677,12/20/04 10:00 AM,12/20/04 8:08 AM,ENDANGERING THE WELFARE OF A MINOR,ASSAULT,90F,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME,200 BLOCK STEEDLY DR                                        ,LOUISVILLE,40214,18465,21
80-04-137677,12/20/04 10:00 AM,12/20/04 8:08 AM,DRUG PARAPHERNALIA-BUY/POSSESS-1ST OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME,200 BLOCK STEEDLY DR                                        ,LOUISVILLE,40214,18466,22
80-04-137677,12/20/04 10:00 AM,12/20/04 8:08 AM,POSS CONT SUB-2ND DEGREE-2ND OR > OFFENSE-AMPHETAMINE,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME,200 BLOCK STEEDLY DR                                        ,LOUISVILLE,40214,18467,23
80-04-226797,7/24/04 12:00 AM,1/1/69 12:02 AM,RAPE - 1ST DEGREE,SEX CRIMES,11A,PART I,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,9900 BLOCK APPOLLO CT                                       ,LOUISVILLE,40272,18525,24
80-04-226797,7/24/04 12:00 AM,1/1/69 12:02 AM,ANY FELONY CHARGE NOT COVERED BY THESE CODES,OTHER,90Z,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,9900 BLOCK APPOLLO CT                                       ,LOUISVILLE,40272,18526,25
80-04-234952,9/21/04 2:00 AM,9/21/04 2:00 AM,ABUSE OF A TEACHER PROHIBITED,OTHER,90Z,PART II,COMPLETED,6TH DIVISION,613,,1500 BLOCK RANGELAND RD                                     ,LOUISVILLE,40219,18680,26
80-04-234952,9/21/04 2:00 AM,9/21/04 2:00 AM,RESISTING ARREST,OTHER,90Z,PART II,COMPLETED,6TH DIVISION,613,,1500 BLOCK RANGELAND RD                                     ,LOUISVILLE,40219,18681,27
80-05-208405,12/29/04 3:30 AM,12/28/04 8:00 PM,RAPE - 1ST DEGREE,SEX CRIMES,11A,PART I,COMPLETED,5TH DIVISION,513,RESIDENCE / HOME,2400 BLOCK WALLACE AVE                                      ,LOUISVILLE,40205,18685,28
80-04-137677,12/20/04 10:00 AM,12/20/04 8:08 AM,MANUFACTURING METHAMPHETAMINE - 1ST OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME,200 BLOCK STEEDLY DR                                        ,LOUISVILLE,40214,18707,29
80-04-137677,12/20/04 10:00 AM,12/20/04 8:08 AM,POSS A CONT SUB-1ST OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME,200 BLOCK STEEDLY DR                                        ,LOUISVILLE,40214,18708,30
80-04-138073,12/23/04 12:36 PM,12/23/04 8:12 AM,ASSAULT - 4TH DEGREE (MINOR INJURY),ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,9400 BLOCK CAVALCADE AVE                                    ,LOUISVILLE,40272,18799,31
80-04-138073,12/23/04 12:36 PM,12/23/04 8:12 AM,MURDER ATTEMPTED,ASSAULT,13A,PART I,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,9400 BLOCK CAVALCADE AVE                                    ,LOUISVILLE,40272,18987,32
80-04-800032,3/2/04 4:00 PM,3/2/04 4:00 PM,MENACING,OTHER,0,,ATTEMPTED,4TH DIVISION,435,GOVERNMENT / PUBLIC BUILDING,4600 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215,18995,33
80-04-241487,11/9/04 2:40 AM,11/9/04 2:40 AM,MURDER,HOMICIDE,09A,PART I,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,MANSLICK RD  / MARCH BLVD                                   ,LOUISVILLE,40215,19033,34
80-04-241152,11/6/04 2:30 PM,11/6/04 2:00 PM,ROBBERY - 1ST DEGREE,ROBBERY,120,PART I,ATTEMPTED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,400 BLOCK MARRET AVE                                        ,LOUISVILLE,40208,19073,35
80-04-239973,10/29/04 2:50 AM,10/29/04 2:00 AM,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,OTHER,0,,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME,3900 BLOCK BANK ST                                          ,LOUISVILLE,40212,19142,36
80-06-108084,10/1/04 12:00 AM,10/1/04 12:00 AM,SEXUAL MISCONDUCT,OTHER,90Z,PART II,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME,7300 BLOCK BETSY ROSS DR                                    ,LOUISVILLE,40272,68020,37
80-04-800071,5/29/04 8:00 AM,5/29/04 7:30 AM,LOITERING FOR PROSTITUTION PURPOSES - 1ST OFFENSE,DISTURBING THE PEACE,40B,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,S 15TH ST / W JEFFERSON ST                                  ,LOUISVILLE,40203,19266,38
80-05-217946,11/19/04 5:00 PM,11/17/03 4:00 PM,SODOMY - 1ST DEGREE - VICTIM U/12 YEARS OF AGE,SEX CRIMES,11B,PART I,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME,900 BLOCK BRENT ST                                          ,LOUISVILLE,40204,3309,39
80-05-217946,11/19/04 5:00 PM,11/17/03 4:00 PM,RAPE - 1ST DEGREE - VICTIM U/12 YEARS OF AGE,SEX CRIMES,11A,PART I,COMPLETED,4TH DIVISION,412,RENTAL / STORAGE FACILITY,900 BLOCK BRENT ST                                          ,LOUISVILLE,40204,3310,40
80-05-217946,11/19/04 5:00 PM,11/17/03 4:00 PM,CACU UNSUBSTANTIATED CASES,OTHER,0,,ATTEMPTED,4TH DIVISION,412,RESIDENCE / HOME,900 BLOCK BRENT ST                                          ,LOUISVILLE,40204,3311,41
80-05-217947,11/19/04 5:00 PM,11/17/03 4:00 PM,CACU UNSUBSTANTIATED CASES,OTHER,0,,ATTEMPTED,4TH DIVISION,412,RESIDENCE / HOME,900 BLOCK BRENT ST                                          ,LOUISVILLE,40204,3345,42
80-05-116830,6/5/04 1:00 PM,6/5/04 6:00 AM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,6TH DIVISION,613,PARKING LOT / GARAGE,4900 BLOCK RURAL WAY                                        ,LOUISVILLE,40218,4660,43
80-04-225533,7/14/04 10:00 PM,7/14/04 9:30 PM,ROBBERY - 1ST DEGREE,ROBBERY,120,PART I,COMPLETED,3RD DIVISION,322,RESTAURANT,6800 BLOCK SOUTHSIDE DR                                     ,LOUISVILLE,40214,5451,44
80-04-800085,6/18/04 1:28 AM,6/18/04 1:28 AM,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,900 BLOCK S 6TH ST                                          ,LOUISVILLE,40203,35061,45
80-04-800085,6/18/04 1:28 AM,6/18/04 1:28 AM,TERRORISTIC THREATENING 3RD DEGREE,OTHER,0,,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,900 BLOCK S 6TH ST                                          ,LOUISVILLE,40203,35062,46
80-04-800085,6/18/04 1:28 AM,6/18/04 1:28 AM,RESISTING ARREST,OTHER,90Z,PART II,ATTEMPTED,4TH DIVISION,411,,900 BLOCK S 6TH ST                                          ,LOUISVILLE,40203,35063,47
80-04-800101,6/23/04 8:30 AM,6/23/04 8:30 AM,NO OR EXPIRED REGISTRATION PLATES,OTHER,0,,ATTEMPTED,4TH DIVISION,423,,LONGFIELD AVE / LESTER AVE                                  ,LOUISVILLE,40215,35105,48
80-04-800101,6/23/04 8:30 AM,6/23/04 8:30 AM,CARRYING A CONCEALED DEADLY WEAPON,WEAPONS,520,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,LONGFIELD AVE / LESTER AVE                                  ,LOUISVILLE,40215,35106,49
80-04-800103,6/25/04 2:20 PM,6/24/04 4:00 PM,CRIMINAL TRESPASSING-3RD DEGREE,DISTURBING THE PEACE,90J,PART II,ATTEMPTED,7TH DIVISION,735,PARKING LOT / GARAGE,100 BLOCK CANAL ST                                          ,LOUISVILLE,40219,35432,50
80-04-800103,6/25/04 2:20 PM,6/24/04 4:00 PM,LOITERING FOR PROSTITUTION PURPOSES - 1ST OFFENSE,DISTURBING THE PEACE,40B,PART II,COMPLETED,7TH DIVISION,735,PARKING LOT / GARAGE,100 BLOCK CANAL ST                                          ,LOUISVILLE,40219,35800,51
80-04-800091,6/19/04 1:30 AM,6/19/04 1:30 AM,DISORDERLY CONDUCT,DISTURBING THE PEACE,90C,PART II,COMPLETED,5TH DIVISION,512,BAR / NIGHT CLUB,1300 BLOCK LEXINGTON RD                                     ,LOUISVILLE,40206,35837,52
80-04-800091,6/19/04 1:30 AM,6/19/04 1:30 AM,CRIMINAL POSSESSION FORGED INSTRUMENT-1ST DEGREE-IDENTIFY,FRAUD,250,PART II,COMPLETED,5TH DIVISION,512,BAR / NIGHT CLUB,1300 BLOCK LEXINGTON RD                                     ,LOUISVILLE,40206,35838,53
80-04-800092,6/19/04 6:30 AM,6/19/04 6:30 AM,ALCOHOL INTOXICATION IN A PUBLIC PLACE-1ST & 2ND OFFENSES,DRUGS/ALCOHOL VIOLATIONS,90E,PART II,COMPLETED,5TH DIVISION,512,PARKING LOT / GARAGE,900 BLOCK BAXTER AVE                                        ,LOUISVILLE,40204,35845,54
80-04-800092,6/19/04 6:30 AM,6/19/04 6:30 AM,DISORDERLY CONDUCT,DISTURBING THE PEACE,90C,PART II,COMPLETED,5TH DIVISION,512,PARKING LOT / GARAGE,900 BLOCK BAXTER AVE                                        ,LOUISVILLE,40204,35846,55
80-04-800098,6/21/04 4:22 PM,6/21/04 4:22 PM,ALCOHOL INTOXICATION IN A PUBLIC PLACE-1ST & 2ND OFFENSES,DRUGS/ALCOHOL VIOLATIONS,90E,PART II,COMPLETED,3RD DIVISION,315,DEPARTMENT / DISCOUNT STORE,9000 BLOCK DIXIE HWY                                        ,LOUISVILLE,40258,35854,56
80-04-800098,6/21/04 4:22 PM,6/21/04 4:22 PM,DRUG PARAPHERNALIA-BUY/POSSESS-1ST OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,3RD DIVISION,315,DEPARTMENT / DISCOUNT STORE,9000 BLOCK DIXIE HWY                                        ,LOUISVILLE,40258,35855,57
80-04-800098,6/21/04 4:22 PM,6/21/04 4:22 PM,CRIMINAL TRESPASSING-3RD DEGREE,DISTURBING THE PEACE,90J,PART II,COMPLETED,3RD DIVISION,315,DEPARTMENT / DISCOUNT STORE,9000 BLOCK DIXIE HWY                                        ,LOUISVILLE,40258,35856,58
80-05-247908,12/30/04 2:00 AM,12/30/04 2:00 AM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,2ND DIVISION,424,HIGHWAY / ROAD / ALLEY,13100 BLOCK I 65 SOUTH                                      ,LOUISVILLE,40209,69950,59
80-06-112636,5/1/04 12:00 AM,5/1/04 12:00 AM,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,FRAUD,26C,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,8800 BLOCK W MANSLICK RD                                    ,LOUISVILLE,40272,90753,60
80-07-073112,9/24/04 12:34 AM,9/24/04 12:34 AM,MISSING PERSONS,OTHER,90Z,PART II,COMPLETED,7TH DIVISION,712,,8900 BLOCK THIXTON LN                                       ,LOUISVILLE,40229,262318,61
80-08-002906,1/12/04 8:00 PM,1/12/04 8:00 PM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,7TH DIVISION,736,PARKING LOT / GARAGE,TUSCANY VALLEY DR / NAPA VALLEY DR                          ,LOUISVILLE,40219,326066,62
80-10-018734,11/19/04 2:00 PM,11/18/04 10:00 PM,SODOMY - 1ST DEGREE,SEX CRIMES,11B,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,1100 BLOCK DIXIE HWY                                        ,LOUISVILLE,40210,570945,63
80-04-244727,12/4/04 2:20 AM,11/29/04 1:00 AM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS -MISD,THEFT/LARCENY,23H,PART I,COMPLETED,1ST DIVISION,134,OTHER / UNKNOWN,1200 BLOCK STORY AVE                                        ,LOUISVILLE,40206,1327107,64
80-04-135588,12/2/04 6:00 PM,12/2/04 6:00 PM,ROBBERY - 1ST DEGREE,ROBBERY,120,PART I,COMPLETED,6TH DIVISION,612,DEPARTMENT / DISCOUNT STORE,4800 BLOCK POPLAR LEVEL RD                                  ,LOUISVILLE,40213,1327108,65
80-04-135774,12/4/04 4:42 AM,12/4/04 4:30 AM,MURDER,HOMICIDE,09A,PART I,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME,BEECHBROOK RD / NORFOLK DR                                  ,LOUISVILLE,40218,1327109,66
80-04-135774,12/4/04 4:42 AM,12/4/04 4:30 AM,WANTON ENDANGERMENT-1ST DEGREE,ASSAULT,13C,PART I,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME,BEECHBROOK RD / NORFOLK DR                                  ,LOUISVILLE,40218,1327110,67
80-04-135774,12/4/04 4:42 AM,12/4/04 4:30 AM,MURDER,HOMICIDE,09A,PART I,COMPLETED,6TH DIVISION,624,HIGHWAY / ROAD / ALLEY,BEECHBROOK RD / NORFOLK DR                                  ,LOUISVILLE,40218,1327111,68
80-04-135774,12/4/04 4:42 AM,12/4/04 4:30 AM,WANTON ENDANGERMENT-1ST DEGREE,ASSAULT,13C,PART I,COMPLETED,6TH DIVISION,624,HIGHWAY / ROAD / ALLEY,BEECHBROOK RD / NORFOLK DR                                  ,LOUISVILLE,40218,1327112,69
80-04-244764,12/4/04 12:00 PM,12/4/04 12:00 AM,BURGLARY - 1ST DEGREE,BURGLARY,220,PART I,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME,2200 BLOCK WOODLAND AVE                                     ,LOUISVILLE,40210,1327113,70
80-04-135964,12/6/04 11:20 AM,12/6/04 9:00 AM,THEFT BY UNLAWFUL TAKING/DISP-SHOPLIFTING - FELONY CLASS D,THEFT/LARCENY,23C,PART I,COMPLETED,7TH DIVISION,736,DEPARTMENT / DISCOUNT STORE,9500 BLOCK PRESTON HWY                                      ,LOUISVILLE,40229,1327114,71
80-04-135940,12/6/04 1:20 AM,12/6/04 12:00 AM,WANTON ENDANGERMENT-1ST DEGREE,OTHER,90Z,,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME,8000 BLOCK ST ANDREWS CHURCH RD                             ,LOUISVILLE,40258,1327115,72
80-04-243448,11/23/04 1:20 PM,11/23/04 11:30 AM,ASSAULT - 1ST DEGREE,ASSAULT,13A,PART I,COMPLETED,5TH DIVISION,512,RESTAURANT,1300 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204,1327116,73
80-04-135914,12/5/04 11:30 PM,12/5/04 10:00 PM,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,316,HIGHWAY / ROAD / ALLEY,11700 BLOCK LEEMONT DR                                      ,LOUISVILLE,40272,1327117,74
80-04-135843,12/4/04 6:00 PM,12/4/04 12:02 AM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS -MISD,THEFT/LARCENY,23H,PART I,COMPLETED,3RD DIVISION,323,OTHER / UNKNOWN,9400 BLOCK PIROUETTE AVE                                    ,LOUISVILLE,40118,1327118,75
80-04-244935,12/5/04 5:10 AM,12/5/04 4:40 AM,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC,OTHER,90Z,,COMPLETED,2ND DIVISION,211,PARKING LOT / GARAGE,400 BLOCK S 38TH ST                                         ,LOUISVILLE,40212,1327119,76
80-04-244047,11/29/04 1:00 PM,11/29/04 11:08 AM,RECEIVING STOLEN PROPERTY O/$300,THEFT/LARCENY,280,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,3300 BLOCK UTAH AVE                                         ,LOUISVILLE,40215,1327120,77
80-04-244789,12/4/04 11:22 AM,12/3/04 9:00 PM,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,1ST DIVISION,111,OTHER / UNKNOWN,2600 BLOCK DUNCAN ST                                        ,LOUISVILLE,40212,1327121,78
80-04-241994,11/13/04 2:00 PM,11/12/04 11:00 PM,THEFT BY UNLAWFUL TAKING/DISP-AUTO - FELONY CLASS D,MOTOR VEHICLE THEFT,240,PART I,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME,700 BLOCK S 45TH ST                                         ,LOUISVILLE,40211,19367,79
80-04-134615,11/23/04 1:34 PM,11/15/04 6:00 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME,6300 BLOCK BUCKSKIN PL                                      ,LOUISVILLE,40216,19774,80
80-04-134010,11/18/04 9:02 AM,11/17/04 7:00 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,3RD DIVISION,315,PARKING LOT / GARAGE,300 BLOCK PARADISE LN                                       ,LOUISVILLE,40258,19777,81
80-04-239973,10/29/04 2:50 AM,10/29/04 2:00 AM,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,ASSAULT,13B,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME,3900 BLOCK BANK ST                                          ,LOUISVILLE,40212,19781,82
80-04-247601,12/29/04 6:00 PM,12/29/04 6:00 PM,CRIMINAL TRESPASSING-3RD DEGREE,DISTURBING THE PEACE,90J,PART II,COMPLETED,4TH DIVISION,411,GOVERNMENT / PUBLIC BUILDING,800 BLOCK S 7TH ST                                          ,LOUISVILLE,40203,19808,83
80-04-133242,11/11/04 3:00 AM,11/11/04 12:00 AM,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,9200 BLOCK DONERAIL WAY                                     ,LOUISVILLE,40272,19830,84
80-04-121229,4/19/04 12:00 AM,4/19/04 12:00 AM,SODOMY - 1ST DEGREE,SEX CRIMES,11B,PART I,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,10700 BLOCK CHARLENE DR                                     ,LOUISVILLE,40118,19863,85
80-04-133242,11/11/04 3:00 AM,11/11/04 12:00 AM,TERRORISTIC THREATENING 2ND DEGREE,OTHER,0,,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,9200 BLOCK DONERAIL WAY                                     ,LOUISVILLE,40272,20066,86
80-04-133242,11/11/04 3:00 AM,11/11/04 12:00 AM,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,OTHER,0,,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,9200 BLOCK DONERAIL WAY                                     ,LOUISVILLE,40272,20067,87
80-04-208073,3/9/04 4:00 PM,2/27/04 12:00 AM,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME,700 BLOCK S 34TH ST                                         ,LOUISVILLE,40211,20193,88
80-04-239908,10/28/04 2:00 PM,10/28/04 2:00 PM,"CONTEMPT OF COURT, LIBEL/SLANDER, RESISTANCE TO ORDER",OTHER,90Z,PART II,COMPLETED,4TH DIVISION,436,OTHER / UNKNOWN,800 BLOCK BROOKLINE AVE                                     ,LOUISVILLE,40215,20226,89
80-04-239908,10/28/04 2:00 PM,10/28/04 2:00 PM,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,436,OTHER / UNKNOWN,800 BLOCK BROOKLINE AVE                                     ,LOUISVILLE,40215,20227,90
80-04-239908,10/28/04 2:00 PM,10/28/04 2:00 PM,UNLAWFUL IMPRISONMENT-1ST DEGREE,ASSAULT,100,PART II,COMPLETED,4TH DIVISION,436,OTHER / UNKNOWN,800 BLOCK BROOKLINE AVE                                     ,LOUISVILLE,40215,20228,91
80-04-134912,11/25/04 6:10 PM,11/25/04 5:00 PM,ROBBERY - 1ST DEGREE,ROBBERY,120,PART I,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,9200 BLOCK ARISTIDES DR                                     ,LOUISVILLE,40272,20326,92
80-04-239908,10/28/04 2:00 PM,10/28/04 2:00 PM,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,OTHER,0,,COMPLETED,4TH DIVISION,436,OTHER / UNKNOWN,800 BLOCK BROOKLINE AVE                                     ,LOUISVILLE,40215,20334,93
80-05-147541,12/29/04 10:30 AM,12/29/04 10:30 AM,LOITERING,DISTURBING THE PEACE,90B,PART II,COMPLETED,4TH DIVISION,435,HIGHWAY / ROAD / ALLEY,TAYLOR BLVD / BICKNELL AVE                                  ,LOUISVILLE,40215,20362,94
80-05-147541,12/29/04 10:30 AM,12/29/04 10:30 AM,DRUG PARAPHERNALIA-BUY/POSSESS-1ST OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,4TH DIVISION,435,HIGHWAY / ROAD / ALLEY,TAYLOR BLVD / BICKNELL AVE                                  ,LOUISVILLE,40215,20415,95
