INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,UOR_DESC,CRIME_TYPE,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,CITY,ZIP_CODE,ID,ObjectId
80-15-000081,1/1/15 10:00 PM,12/31/14 7:30 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME,5800 BLOCK DELLROSE DR                                      ,LOUISVILLE,40258,992953,78
80-15-000092,1/1/15 11:46 AM,12/31/14 10:00 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME,100 BLOCK FONTAINE LANDING CT                               ,LOUISVILLE,40212,992954,79
80-15-000091,1/1/15 11:37 AM,1/1/15 9:00 AM,TERRORISTIC THREATENING 3RD DEGREE,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,424,RESTAURANT,300 BLOCK CENTRAL AVE                                       ,LOUISVILLE,40208,992955,80
80-15-000088,1/1/15 11:42 AM,12/29/14 9:30 AM,BURGLARY - 3RD DEGREE,BURGLARY,220,PART I,COMPLETED,1ST DIVISION,112,CHURCH / SYNAGOGUE / TEMPLE,600 BLOCK S 22ND ST                                         ,LOUISVILLE,40211,992956,81
80-15-000094,1/1/15 12:19 PM,1/1/15 12:00 PM,ASSAULT - 4TH DEGREE (MINOR INJURY),ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,322,DEPARTMENT / DISCOUNT STORE,5500 BLOCK NEW CUT RD                                       ,LOUISVILLE,40214,992957,82
80-15-000100,1/1/15 12:43 PM,12/30/14 4:00 PM,BURGLARY - 3RD DEGREE,BURGLARY,220,PART I,COMPLETED,1ST DIVISION,112,OTHER RESIDENCE (APARTMENT/CONDO),200 BLOCK DR W J HODGE ST                                   ,LOUISVILLE,40203,992958,83
80-14-100749,1/1/15 7:34 AM,1/1/15 7:12 AM,TBUT OR DISP SHOPLIFTING < $500,THEFT/LARCENY,23C,PART I,COMPLETED,1ST DIVISION,112,GROCERY / SUPERMARKET,2700 BLOCK W BROADWAY                                       ,LOUISVILLE,40211,992972,84
80-15-000002,1/1/15 12:15 AM,1/1/15 12:05 AM,WANTON ENDANGERMENT-1ST DEGREE,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,423,OTHER RESIDENCE (APARTMENT/CONDO),1400 BLOCK ARCADE AVE                                       ,LOUISVILLE,40215,992978,85
80-15-000010,1/1/15 1:16 AM,12/31/14 9:00 PM,BURGLARY - 1ST DEGREE,BURGLARY,220,PART I,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME,1600 BLOCK S 25TH ST                                        ,LOUISVILLE,40210,992979,86
80-15-000012,1/1/15 1:48 AM,1/1/15 1:00 AM,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),ASSAULT,13B,PART II,COMPLETED,5TH DIVISION,513,HIGHWAY / ROAD / ALLEY,DEER PARK AVE / NEWBURG RD                                  ,LOUISVILLE,40205,992980,87
80-15-000061,1/1/15 7:52 AM,1/1/15 12:00 AM,WANTON ENDANGERMENT-1ST DEGREE,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,800 BLOCK W EVELYN AVE                                      ,LOUISVILLE,40215,992982,88
80-15-000077,1/1/15 8:58 PM,1/1/15 2:29 PM,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",MOTOR VEHICLE THEFT,240,PART I,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY,BARDSTOWN RD / ROSEWOOD AVE                                 ,LOUISVILLE,40204,992983,89
80-15-000079,1/1/15 10:34 AM,1/1/15 10:25 AM,ROBBERY - 1ST DEGREE,ROBBERY,120,PART I,ATTEMPTED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,3000 BLOCK GREENWOOD AVE                                    ,LOUISVILLE,40211,992984,90
80-15-000086,1/1/15 11:08 PM,1/1/15 12:34 PM,"TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000",THEFT/LARCENY,23D,PART I,COMPLETED,1ST DIVISION,123,HOTEL / MOTEL / ETC.,700 BLOCK W MAIN ST                                         ,LOUISVILLE,40202,992985,91
80-15-000097,1/2/15 1:16 AM,1/2/15 1:08 AM,TBUT OR DISP SHOPLIFTING < $500,THEFT/LARCENY,23C,PART I,COMPLETED,7TH DIVISION,724,DEPARTMENT / DISCOUNT STORE,11900 BLOCK STANDIFORD PLAZA DR                             ,LOUISVILLE,40229,992990,92
