INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,BADGE_ID,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE,ObjectId
80-22-010660,2022-02-27 09:16:00,2022-02-27 09:16:00,7989            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,7TH DIVISION,736,OTHER / UNKNOWN                              ,7300 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,10153
80-22-010616,2022-02-27 00:11:00,2022-02-27 00:09:00,5384            ,WEAPONS,POSSESSION OF HANDGUN BY CONVICTED FELON,520,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,S 22ND ST / W BURNETT AVE                                   ,LOUISVILLE,40210,10154
80-22-010424,2022-02-25 22:58:00,2022-02-25 22:00:00,5224            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,5600 BLOCK GRANDEL BLVD                                     ,LOUISVILLE,40258,10155
80-22-010515,2022-02-26 13:26:00,2022-02-26 11:11:00,7356            ,OTHER,RECOVERY OF STOLEN VEHICLE-OUT OF JURISDICTION,999,,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,8700 BLOCK ZACHARY CIR                                      ,LOUISVILLE,40214,10156
80-22-010771,2022-02-27 20:22:00,2022-02-27 20:02:00,5198            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,7TH DIVISION,723,OTHER RESIDENCE (APARTMENT/CONDO)            ,5500 BLOCK HAMES TRCE                                       ,LOUISVILLE,40291,10157
80-22-010465,2022-02-26 07:14:00,2022-02-25 21:00:00,7295            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,9800 BLOCK BENTFORD DR                                      ,LOUISVILLE,40272,10158
80-22-010660,2022-02-27 09:16:00,2022-02-27 09:16:00,7989            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 3RD > (METHAMPHETAMINE),35A,PART II,COMPLETED,7TH DIVISION,736,OTHER / UNKNOWN                              ,7300 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,10159
80-22-010617,2022-02-27 01:57:00,2022-02-27 01:50:00,7166            ,FRAUD,OBSCURING THE IDENTITY OF A MACHINE U/$10000,26A,PART II,COMPLETED,3RD DIVISION,315,HIGHWAY / ROAD / ALLEY                       ,DIXIE HWY / W PAGES LN                                      ,LOUISVILLE,40258,10160
80-22-010426,2022-02-25 22:56:00,2022-02-25 22:56:00,5275            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE,35A,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,2600 BLOCK BANK ST                                          ,LOUISVILLE,40212,10161
80-22-010516,2022-02-26 13:09:00,2022-02-26 13:09:00,5409            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,3RD DIVISION,334,OTHER / UNKNOWN                              ,DEERING RD / VALLEY STATION RD                              ,LOUISVILLE,40272,10162
80-22-010428,2022-02-25 23:30:00,2022-02-25 22:53:00,5169            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY                       ,OUTER LOOP / PRESTON HWY                                    ,LOUISVILLE,40219,10163
80-22-010428,2022-02-25 23:30:00,2022-02-25 22:53:00,5169            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY                       ,OUTER LOOP / PRESTON HWY                                    ,LOUISVILLE,40219,10164
80-22-010428,2022-02-25 23:30:00,2022-02-25 22:53:00,5169            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY                       ,OUTER LOOP / PRESTON HWY                                    ,LOUISVILLE,40219,10165
80-22-010428,2022-02-25 23:30:00,2022-02-25 22:53:00,5169            ,DRUGS/ALCOHOL VIOLATIONS,"TRAFF IN CONT SUB, 1ST OFF(CARFENTANIL OR FENTANYL DERIVITES",35A,PART II,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY                       ,OUTER LOOP / PRESTON HWY                                    ,LOUISVILLE,40219,10166
80-22-010429,2022-02-25 23:42:00,2022-02-25 23:20:00,5367            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO)            ,700 BLOCK E CHESTNUT ST                                     ,LOUISVILLE,40202,10167
80-22-010429,2022-02-25 23:42:00,2022-02-25 23:20:00,5367            ,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO)            ,700 BLOCK E CHESTNUT ST                                     ,LOUISVILLE,40202,10168
80-22-010430,2022-02-26 00:01:00,2022-02-25 23:00:00,5267            ,ROBBERY,ROBBERY - 2ND DEGREE,120,PART I,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,400 BLOCK MARRET AVE                                        ,LOUISVILLE,40208,10169
80-22-010431,2022-02-25 23:56:00,2022-02-25 23:52:00,5387            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,600 BLOCK S 43RD ST                                         ,LOUISVILLE,40211,10170
80-22-010434,2022-02-25 23:20:00,2022-02-25 23:20:00,5144            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-2ND DEGREE-  HALLUCINOGEN,35A,PART II,COMPLETED,6TH DIVISION,612,HOTEL / MOTEL / ETC.                         ,4700 BLOCK PRESTON HWY                                      ,LOUISVILLE,40213,10171
80-22-010432,2022-02-25 23:55:00,2022-02-25 23:55:00,5195            ,DISTURBING THE PEACE,LOITERING FOR PROSTITUTION PURPOSES - 1ST OFFENSE,40A,PART II,COMPLETED,5TH DIVISION,512,PARK / PLAYGROUND                            ,1500 BLOCK CASTLEWOOD AVE                                   ,LOUISVILLE,40204,10172
80-22-010432,2022-02-25 23:55:00,2022-02-25 23:55:00,5195            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,5TH DIVISION,512,PARK / PLAYGROUND                            ,1500 BLOCK CASTLEWOOD AVE                                   ,LOUISVILLE,40204,10173
80-22-010432,2022-02-25 23:55:00,2022-02-25 23:55:00,5195            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 2ND OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,5TH DIVISION,512,PARK / PLAYGROUND                            ,1500 BLOCK CASTLEWOOD AVE                                   ,LOUISVILLE,40204,10174
80-22-010436,2022-02-26 00:57:00,2022-02-26 00:30:00,5372            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1500 BLOCK CLARA AVE                                        ,LOUISVILLE,40215,10175
80-22-010437,2022-02-25 23:20:00,2022-02-25 23:20:00,5144            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,6TH DIVISION,612,HOTEL / MOTEL / ETC.                         ,4700 BLOCK PRESTON HWY                                      ,LOUISVILLE,40213,10176
80-22-010438,2022-02-26 01:25:00,2022-02-25 16:00:00,8473            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000",240,PART I,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE                         ,5600 BLOCK INDIAN OAKS CIR                                  ,LOUISVILLE,40219,10177
80-22-010439,2022-02-26 01:17:00,2022-02-26 01:17:00,7386            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,1ST DIVISION,134,HIGHWAY / ROAD / ALLEY                       ,S CLAY ST / E MARKET ST                                     ,LOUISVILLE,40202,10178
80-22-010439,2022-02-26 01:17:00,2022-02-26 01:17:00,7386            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,1ST DIVISION,134,HIGHWAY / ROAD / ALLEY                       ,S CLAY ST / E MARKET ST                                     ,LOUISVILLE,40202,10179
80-22-010440,2022-02-26 01:25:00,2022-02-26 01:17:00,5284            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME                             ,1600 BLOCK CHERRY WAY                                       ,LOUISVILLE,40216,10180
80-22-010441,2022-02-26 01:30:00,2022-02-25 23:39:00,8474            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000",240,PART I,COMPLETED,1ST DIVISION,123,BAR / NIGHT CLUB                             ,600 BLOCK S 4TH ST                                          ,LOUISVILLE,40202,10181
80-22-010442,2022-02-26 01:02:00,2022-02-26 01:02:00,5181            ,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME                             ,4400 BLOCK EXLEY CT                                         ,LOUISVILLE,40211,10182
80-22-010443,2022-02-26 01:08:00,2022-02-10 08:00:00,5387            ,THEFT/LARCENY,THEFT OF A LEGEND DRUG 1ST OFFENSE OR VALUE < THAN $300,23H,PART I,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,4400 BLOCK LARKWOOD AVE                                     ,LOUISVILLE,40212,10183
80-22-010444,2022-02-26 02:00:00,2022-02-26 02:00:00,5275            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,S 26TH ST / W MARKET ST                                     ,LOUISVILLE,40212,10184
80-22-010444,2022-02-26 02:00:00,2022-02-26 02:00:00,5275            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,S 26TH ST / W MARKET ST                                     ,LOUISVILLE,40212,10185
80-22-010446,2022-02-26 02:27:00,2022-02-26 01:30:00,5362            ,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,2ND DIVISION,223,BAR / NIGHT CLUB                             ,1400 BLOCK S 15TH ST                                        ,LOUISVILLE,40210,10186
80-22-010447,2022-02-26 02:24:00,2022-02-26 02:17:00,7441            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,7TH DIVISION,712,RESIDENCE / HOME                             ,8300 BLOCK DAMASCUS CIR                                     ,LOUISVILLE,40228,10187
80-22-010448,2022-02-26 02:34:00,2022-02-26 02:16:00,5318            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,13B,PART II,COMPLETED,1ST DIVISION,135,RESIDENCE / HOME                             ,600 BLOCK E MUHAMMAD ALI BLVD                               ,LOUISVILLE,40202,10188
80-22-010448,2022-02-26 02:34:00,2022-02-26 02:16:00,5318            ,BURGLARY,BURGLARY - 1ST DEGREE,220,PART I,COMPLETED,1ST DIVISION,135,RESIDENCE / HOME                             ,600 BLOCK E MUHAMMAD ALI BLVD                               ,LOUISVILLE,40202,10189
80-22-010448,2022-02-26 02:34:00,2022-02-26 02:16:00,5318            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,1ST DIVISION,135,RESIDENCE / HOME                             ,600 BLOCK E MUHAMMAD ALI BLVD                               ,LOUISVILLE,40202,10190
80-22-010449,2022-02-26 02:58:00,2022-02-26 02:57:00,5388            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,1ST DIVISION,112,"SPECIALTY STORE (TV, FUR, ETC)               ",1800 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40203,10191
80-22-010450,2022-02-26 02:33:00,2022-02-26 02:33:00,5326            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,6TH DIVISION,625,OTHER / UNKNOWN                              ,2900 BLOCK HIKES LN                                         ,LOUISVILLE,40218,10192
80-22-010451,2022-02-26 03:04:00,2022-02-26 03:04:00,7386            ,OTHER,PROPERTY NO ARREST,999,,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,S FLOYD ST / E JEFFERSON ST                                 ,LOUISVILLE,40202,10193
80-22-010453,2022-02-26 03:19:00,2022-02-26 02:51:00,5304            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,4TH DIVISION,412,OTHER RESIDENCE (APARTMENT/CONDO)            ,1000 BLOCK S PRESTON ST                                     ,LOUISVILLE,40203,10194
80-22-010454,2022-02-26 03:30:00,2022-02-26 03:22:00,7115            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,9500 BLOCK KEYS FERRY RD                                    ,LOUISVILLE,40118,10195
80-22-010455,2022-02-26 03:43:00,2022-02-26 02:54:00,7130            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,8TH DIVISION,824,PARKING LOT / GARAGE                         ,DORSEY LN  / N HURSTBOURNE PKY                              ,LOUISVILLE,40223,10196
80-22-010455,2022-02-26 03:43:00,2022-02-26 02:54:00,7130            ,WEAPONS,POSS HANDGUN BY MINOR 1ST OFFENSE,520,PART II,COMPLETED,8TH DIVISION,824,HIGHWAY / ROAD / ALLEY                       ,DORSEY LN  / N HURSTBOURNE PKY                              ,LOUISVILLE,40223,10197
80-22-010457,2022-02-26 02:57:00,2022-02-26 02:57:00,7166            ,WEAPONS,POSSESSION OF HANDGUN BY CONVICTED FELON,520,PART II,COMPLETED,3RD DIVISION,316,HIGHWAY / ROAD / ALLEY                       ,DIANE RD / PENDLETON RD                                     ,LOUISVILLE,40272,10198
80-22-010617,2022-02-27 01:57:00,2022-02-27 01:50:00,7166            ,FRAUD,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY,250,PART II,COMPLETED,3RD DIVISION,315,HIGHWAY / ROAD / ALLEY                       ,DIXIE HWY / W PAGES LN                                      ,LOUISVILLE,40258,10199
80-22-010466,2022-02-26 07:14:00,2022-02-25 23:00:00,7277            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,9800 BLOCK LAKEWOOD DR                                      ,LOUISVILLE,40272,10200
80-22-010772,2022-02-27 20:34:00,2022-02-23 18:00:00,8063            ,THEFT/LARCENY,TBUT OR DISP FROM BUILDING,23D,PART I,COMPLETED,6TH DIVISION,612,OTHER RESIDENCE (APARTMENT/CONDO)            ,3800 BLOCK E INDIAN TRL                                     ,LOUISVILLE,40213,10201
80-22-010518,2022-02-26 14:12:00,2022-02-26 08:00:00,8142            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000",23F,PART I,COMPLETED,6TH DIVISION,611,PARKING LOT / GARAGE                         ,1800 BLOCK TAYLOR AVE                                       ,LOUISVILLE,40213,10202
80-22-010660,2022-02-27 09:16:00,2022-02-27 09:16:00,7989            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN,35A,PART II,COMPLETED,7TH DIVISION,736,OTHER / UNKNOWN                              ,7300 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,10203
80-22-010617,2022-02-27 01:57:00,2022-02-27 01:50:00,7166            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,3RD DIVISION,315,HIGHWAY / ROAD / ALLEY                       ,DIXIE HWY / W PAGES LN                                      ,LOUISVILLE,40258,10204
80-22-010467,2022-02-26 07:19:00,2022-02-26 07:19:00,7799            ,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,7TH DIVISION,711,RESIDENCE / HOME                             ,8800 BLOCK HUDSON LN                                        ,LOUISVILLE,40291,10205
80-22-010521,2022-02-26 14:20:00,2022-02-26 02:00:00,8173            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000",23F,PART I,COMPLETED,8TH DIVISION,823,HIGHWAY / ROAD / ALLEY                       ,200 BLOCK CHARLTON WYNDE DR                                 ,LOUISVILLE,40245,10206
80-22-010523,2022-02-26 14:28:00,2022-02-12 12:00:00,8063            ,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,7TH DIVISION,736,RENTAL / STORAGE FACILITY                    ,6700 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,10207
80-22-010522,2022-02-26 14:19:00,2022-02-26 13:00:00,7360            ,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,3700 BLOCK CRAIG AVE                                        ,LOUISVILLE,40215,10208
80-22-010524,2022-02-26 14:31:00,2022-02-25 02:25:00,8440            ,OTHER,PROPERTY LOST OR ABANDONED NON CRIMINAL,90Z,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME                             ,2100 BLOCK PEABODY LN                                       ,LOUISVILLE,40218,10209
80-22-010525,2022-02-26 11:55:00,2022-02-26 11:40:00,2074            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,7TH DIVISION,723,CHURCH / SYNAGOGUE / TEMPLE                  ,7700 BLOCK FEGENBUSH LN                                     ,LOUISVILLE,40228,10210
80-22-010525,2022-02-26 11:55:00,2022-02-26 11:40:00,2074            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,7TH DIVISION,723,CHURCH / SYNAGOGUE / TEMPLE                  ,7700 BLOCK FEGENBUSH LN                                     ,LOUISVILLE,40228,10211
80-22-010526,2022-02-26 15:14:00,2022-02-26 13:15:00,8447            ,THEFT/LARCENY,"TBUT OR DISP FROM BUILDING $1,000 < $10,000",23D,PART I,COMPLETED,4TH DIVISION,424,AUTO DEALERSHIP (NEW OR USED)                ,4000 BLOCK S 3RD ST                                         ,LOUISVILLE,40214,10212
80-22-010527,2022-02-26 14:19:00,2022-02-26 14:19:00,5409            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,100 BLOCK OLDE ENGLISH CT                                   ,LOUISVILLE,40272,10213
80-22-010527,2022-02-26 14:19:00,2022-02-26 14:19:00,5409            ,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,100 BLOCK OLDE ENGLISH CT                                   ,LOUISVILLE,40272,10214
80-22-010527,2022-02-26 14:19:00,2022-02-26 14:19:00,5409            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,100 BLOCK OLDE ENGLISH CT                                   ,LOUISVILLE,40272,10215
80-22-010528,2022-02-26 14:52:00,2022-02-26 14:52:00,5411            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,2ND DIVISION,225,HIGHWAY / ROAD / ALLEY                       ,DIXIE HWY / VORSTER AVE                                     ,LOUISVILLE,40210,10216
80-22-010530,2022-02-26 15:16:00,2022-02-26 15:13:00,5170            ,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY                       ,STONESTREET RD / VALLEY COLLEGE DR                          ,LOUISVILLE,40272,10217
80-22-010531,2022-02-26 15:06:00,2022-02-26 14:55:00,5191            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO)            ,4500 BLOCK LANDSIDE DR                                      ,LOUISVILLE,40220,10218
80-22-010533,2022-02-26 15:35:00,2022-02-26 03:00:00,8447            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,5TH DIVISION,512,RESIDENCE / HOME                             ,1400 BLOCK WILLOW AVE                                       ,LOUISVILLE,40204,10219
80-22-010534,2022-02-26 15:41:00,2022-02-26 15:30:00,7989            ,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,7TH DIVISION,736,PARKING LOT / GARAGE                         ,7300 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,10220
80-22-010535,2022-02-26 15:51:00,2022-02-14 17:00:00,8063            ,THEFT/LARCENY,TBUT OR DISP FROM BUILDING,23D,PART I,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME                             ,700 BLOCK CECIL AVE                                         ,LOUISVILLE,40211,10221
80-22-010536,2022-02-26 15:59:00,2022-02-26 15:50:00,8173            ,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING,23C,PART I,COMPLETED,7TH DIVISION,724,DEPARTMENT / DISCOUNT STORE                  ,9200 BLOCK SMYRNA PKY                                       ,LOUISVILLE,40229,10222
80-22-010539,2022-02-26 15:44:00,2022-02-23 11:00:00,5101            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME                             ,3600 BLOCK CUTLER RD                                        ,LOUISVILLE,40219,10223
80-22-010540,2022-02-26 15:58:00,2022-02-24 12:00:00,7360            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,3000 BLOCK MONTANA AVE                                      ,LOUISVILLE,40208,10224
80-22-010542,2022-02-26 16:15:00,2022-02-26 16:05:00,8173            ,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING,23C,PART I,COMPLETED,5TH DIVISION,525,DEPARTMENT / DISCOUNT STORE                  ,3700 BLOCK LEXINGTON RD                                     ,LOUISVILLE,40207,10225
80-22-010541,2022-02-26 16:30:00,2022-02-26 15:55:00,5120            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000",240,PART I,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,1100 BLOCK ST MICHAEL ST                                    ,LOUISVILLE,40204,10226
80-22-010544,2022-02-26 16:40:00,2022-02-25 17:00:00,5420            ,OTHER,NON-CRIMINAL DEATH (NATURAL CAUSES),90Z,PART II,COMPLETED,4TH DIVISION,423,PARKING LOT / GARAGE                         ,1500 BLOCK CRUMS LN                                         ,LOUISVILLE,40216,10227
80-22-010545,2022-02-26 16:28:00,2022-02-26 15:30:00,8447            ,THEFT/LARCENY,TBUT OR DISP FROM BUILDING,23D,PART I,COMPLETED,3RD DIVISION,315,OTHER / UNKNOWN                              ,10300 BLOCK DIXIE HWY                                       ,LOUISVILLE,40272,10228
80-22-010546,2022-02-26 16:31:00,2022-02-26 15:49:00,8063            ,THEFT/LARCENY,THEFT BY DECEPTION INCLUDING COLD CHECKS,23H,PART I,COMPLETED,3RD DIVISION,331,"SPECIALTY STORE (TV, FUR, ETC)               ",6800 BLOCK DIXIE HWY                                        ,LOUISVILLE,40258,10229
80-22-010547,2022-02-26 16:06:00,2022-02-26 16:06:00,7462            ,OTHER,RECOVERY OF STOLEN VEHICLE-OUT OF JURISDICTION,999,,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,S JACKSON ST / ROSELANE ST                                  ,LOUISVILLE,40203,10230
80-22-010548,2022-02-26 16:38:00,2022-02-23 14:00:00,8447            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,2700 BLOCK TRIPLETT CT                                      ,LOUISVILLE,40216,10231
80-22-010548,2022-02-26 16:38:00,2022-02-23 14:00:00,8447            ,THEFT/LARCENY,"RECEIVING STOLEN PROPERTY  $1,000 < $10,000",280,PART II,COMPLETED,3RD DIVISION,331,OTHER / UNKNOWN                              ,2700 BLOCK TRIPLETT CT                                      ,LOUISVILLE,40216,10232
80-22-010550,2022-02-26 16:23:00,2022-02-26 16:10:00,7900            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,5TH DIVISION,512,RESIDENCE / HOME                             ,1000 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204,10233
80-22-010551,2022-02-26 16:52:00,2022-02-26 15:45:00,8063            ,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING,23C,PART I,COMPLETED,3RD DIVISION,323,DEPARTMENT / DISCOUNT STORE                  ,100 BLOCK OUTER LOOP                                        ,LOUISVILLE,40214,10234
80-22-010552,2022-02-26 15:31:00,2022-02-26 14:55:00,7356            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,7500 BLOCK GARRISON RD                                      ,LOUISVILLE,40214,10235
80-22-010553,2022-02-26 16:36:00,2022-02-26 16:31:00,6813            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,5TH DIVISION,514,RESIDENCE / HOME                             ,3000 BLOCK SENECA BLVD                                      ,LOUISVILLE,40205,10236
80-22-010554,2022-02-26 17:02:00,2022-02-26 16:05:00,5340            ,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING,23C,PART I,COMPLETED,6TH DIVISION,611,CONVENIENCE STORE                            ,3200 BLOCK POPLAR LEVEL RD                                  ,LOUISVILLE,40213,10237
80-22-010555,2022-02-26 17:27:00,2022-02-26 12:00:00,8454            ,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,4TH DIVISION,424,PARKING LOT / GARAGE                         ,900 BLOCK PHILLIPS LN                                       ,LOUISVILLE,40209,10238
80-22-010555,2022-02-26 17:27:00,2022-02-26 12:00:00,8454            ,THEFT/LARCENY,RECEIVING STOLEN PROPERTY (FIREARM),280,PART II,COMPLETED,4TH DIVISION,424,OTHER RESIDENCE (APARTMENT/CONDO)            ,900 BLOCK PHILLIPS LN                                       ,LOUISVILLE,40209,10239
80-22-010555,2022-02-26 17:27:00,2022-02-26 12:00:00,8454            ,WEAPONS,POSSESSION OF HANDGUN BY CONVICTED FELON,520,PART II,COMPLETED,4TH DIVISION,424,OTHER RESIDENCE (APARTMENT/CONDO)            ,900 BLOCK PHILLIPS LN                                       ,LOUISVILLE,40209,10240
