INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,UOR_DESC,CRIME_TYPE,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,CITY,ZIP_CODE,ID,ObjectId
80-05-217680,5/31/05 11:30 PM,5/31/05 9:26 PM,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC,OTHER,0,,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,1200 BLOCK CENTRAL AVE                                      ,LOUISVILLE,40208,2978,11
80-05-116524,6/3/05 2:00 AM,5/3/05 1:18 AM,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,OTHER,90Z,PART II,COMPLETED,7TH DIVISION,723,HIGHWAY / ROAD / ALLEY,WHISPERING HILLS BLVD / SHEPHERDSVILLE RD                   ,LOUISVILLE,40219,2979,12
80-05-115757,5/27/05 6:18 AM,5/27/05 5:56 AM,THEFT BY UNLAWFUL TAKING/DISP-SHOPLIFTING -MISD,THEFT/LARCENY,23C,PART I,COMPLETED,7TH DIVISION,736,SERVICE / GAS STATION,8300 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,2980,13
80-05-235097,9/28/05 2:00 PM,9/28/05 12:30 PM,THEFT BY UNLAWFUL TAKING/DISP-AUTO - FELONY CLASS D,MOTOR VEHICLE THEFT,240,PART I,ATTEMPTED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY,100 BLOCK E AMHERST AVE                                     ,LOUISVILLE,40214,27898,14
80-05-236490,10/8/05 7:18 AM,10/7/05 10:00 PM,THEFT BY UNLAWFUL TAKING/DISP-CONTENTS FROM AUTO - FELONY,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 6TH ST / PARK AVE                                         ,LOUISVILLE,40208,27899,15
80-05-236490,10/8/05 7:18 AM,10/7/05 10:00 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 6TH ST / PARK AVE                                         ,LOUISVILLE,40208,27900,16
80-05-224344,7/17/05 8:10 AM,7/17/05 7:00 AM,CRIMINAL MISCHIEF-2ND DEGREE,VANDALISM,290,PART II,COMPLETED,1ST DIVISION,135,PARKING LOT / GARAGE,S 1ST ST  / E LIBERTY ST                                    ,LOUISVILLE,40202,27901,17
80-05-130718,10/8/05 12:00 AM,8/20/05 4:20 AM,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY,FRAUD,250,PART II,COMPLETED,1ST DIVISION,112,BANK / SAVINGS & LOAN,2000 BLOCK W BROADWAY                                       ,LOUISVILLE,40203,27902,18
80-05-236025,10/5/05 2:20 AM,10/4/05 5:20 PM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,1000 BLOCK S 26TH ST                                        ,LOUISVILLE,40210,27903,19
80-05-236225,10/6/05 10:40 AM,10/5/05 10:00 AM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,2ND DIVISION,223,PARKING LOT / GARAGE,3100 BLOCK W MAGNOLIA AVE                                   ,LOUISVILLE,40211,27904,20
80-05-236065,10/5/05 10:20 AM,10/5/05 9:30 AM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,3700 BLOCK KAHLERT AVE                                      ,LOUISVILLE,40215,27905,21
80-05-235991,10/4/05 7:00 PM,10/4/05 9:00 AM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,2ND DIVISION,212,,4100 BLOCK W BROADWAY                                       ,LOUISVILLE,40211,27906,22
80-05-224624,7/19/05 9:50 PM,7/2/05 8:30 AM,CRIMINAL ABUSE-3RD DEGREE,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,400 BLOCK FALLON WAY                                        ,LOUISVILLE,40214,27907,23
80-05-224624,7/19/05 9:50 PM,7/2/05 8:30 AM,CACU UNSUBSTANTIATED CASES,OTHER,0,,ATTEMPTED,3RD DIVISION,323,RESIDENCE / HOME,400 BLOCK FALLON WAY                                        ,LOUISVILLE,40214,27908,24
80-05-225580,7/26/05 10:06 AM,3/1/05 12:00 AM,CACU UNSUBSTANTIATED CASES,OTHER,0,,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,700 BLOCK S 23RD ST                                         ,LOUISVILLE,40211,27909,25
80-05-130719,10/8/05 12:00 AM,8/31/05 9:40 PM,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY,FRAUD,250,PART II,COMPLETED,8TH DIVISION,824,BANK / SAVINGS & LOAN,11300 BLOCK MAIN ST                                         ,LOUISVILLE,40243,27910,26
80-05-130337,10/6/05 9:20 PM,10/6/05 12:00 PM,CRIMINAL MISCHIEF-2ND DEGREE,VANDALISM,290,PART II,COMPLETED,7TH DIVISION,712,CONSTRUCTION SITE,11400 BLOCK VISTA CLUB CT                                   ,LOUISVILLE,40291,27911,27
80-05-123348,8/4/05 11:34 PM,8/4/05 8:20 PM,THEFT BY UNLAWFUL TAKING/DISP-SHOPLIFTING - FELONY CLASS D,THEFT/LARCENY,23C,PART I,COMPLETED,3RD DIVISION,334,SERVICE / GAS STATION,8300 BLOCK 3RD STREET RD                                    ,LOUISVILLE,40214,27912,28
80-05-227035,8/4/05 6:00 AM,8/4/05 5:30 AM,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC,OTHER,0,,COMPLETED,5TH DIVISION,512,PARKING LOT / GARAGE,600 BLOCK BAXTER AVE                                        ,LOUISVILLE,40204,27913,29
80-05-123393,8/5/05 5:00 AM,8/5/05 4:30 AM,ROBBERY - 1ST DEGREE,ROBBERY,120,PART I,COMPLETED,7TH DIVISION,735,GROCERY / SUPERMARKET,4500 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,27914,30
80-05-227677,8/9/05 6:14 AM,8/8/05 8:00 PM,THEFT BY UNLAWFUL TAKING/DISP - FROM BUILDING - MISD,THEFT/LARCENY,23D,PART I,COMPLETED,8TH DIVISION,811,RESIDENCE / HOME,11900 BLOCK TAZWELL DR                                      ,LOUISVILLE,40245,27915,31
80-05-227675,8/9/05 6:04 AM,10/2/01 12:00 AM,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,FRAUD,26C,PART II,COMPLETED,METRO LOUISVILLE,METRO,OTHER / UNKNOWN,COMMUNITY AT LARGE,LOUISVILLE,40056,27916,32
80-05-227684,8/9/05 7:04 AM,8/8/05 11:00 AM,THEFT BY UNLAWFUL TAKING/DISP-PARTS FROM VEHICLE - FELONY,VEHICLE BREAK-IN/THEFT,23G,PART I,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,1300 BLOCK S 3RD ST                                         ,LOUISVILLE,40208,27917,33
80-05-227685,8/9/05 7:02 AM,8/6/05 4:00 AM,FRAUDULENT USE OF CREDIT CARDS O/$100 W/6 MO PERIOD,FRAUD,26B,PART II,COMPLETED,7TH DIVISION,736,RESTAURANT,2800 BLOCK PACKERLAND WAY                                   ,LOUISVILLE,40213,27918,34
80-05-130088,10/4/05 3:00 PM,10/4/05 1:00 PM,THEFT BY UNLAWFUL TAKING/DISP-SHOPLIFTING -MISD,THEFT/LARCENY,23C,PART I,COMPLETED,8TH DIVISION,811,DEPARTMENT / DISCOUNT STORE,3700 BLOCK DIANN MARIE RD                                   ,LOUISVILLE,40241,27919,35
80-05-236325,10/7/05 6:22 AM,10/6/05 6:00 AM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS -MISD,THEFT/LARCENY,23H,PART I,COMPLETED,5TH DIVISION,512,CHURCH / SYNAGOGUE / TEMPLE,1400 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204,27920,36
80-05-236327,10/7/05 6:40 AM,9/10/05 5:00 AM,THEFT BY UNLAWFUL TAKING/DISP-FROM BUILDING - FELONY D,THEFT/LARCENY,23D,PART I,COMPLETED,6TH DIVISION,613,,4900 BLOCK EXETER AVE                                       ,LOUISVILLE,40218,27921,37
80-05-130072,10/4/05 12:00 PM,10/4/05 10:00 AM,THEFT BY UNLAWFUL TAKING/DISP-SHOPLIFTING -MISD,THEFT/LARCENY,23C,PART I,COMPLETED,6TH DIVISION,625,"SPECIALTY STORE (TV, FUR, ETC)",1900 BLOCK S HURSTBOURNE PKY                                ,LOUISVILLE,40220,27922,38
80-05-235398,9/30/05 1:00 AM,9/30/05 11:50 PM,DRUG PARAPHERNALIA-BUY/POSSESS-2ND OR > OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY,N 40TH ST / W MAIN ST                                       ,LOUISVILLE,40212,27923,39
80-05-236335,10/7/05 8:12 AM,10/3/05 12:00 AM,THEFT BY UNLAWFUL TAKING/DISP - FROM BUILDING - MISD,THEFT/LARCENY,23D,PART I,COMPLETED,1ST DIVISION,111,CHURCH / SYNAGOGUE / TEMPLE,1600 BLOCK PORTLAND AVE                                     ,LOUISVILLE,40203,27924,40
80-05-235213,9/29/05 9:30 AM,9/29/05 9:30 AM,TAMPERING WITH PHYSICAL EVIDENCE,OTHER,90Z,PART II,ATTEMPTED,6TH DIVISION,612,,4500 BLOCK NORENE LN                                        ,LOUISVILLE,40219,27925,41
80-05-116239,6/1/05 2:32 AM,5/31/05 8:30 PM,THEFT BY UNLAWFUL TAKING/DISP-SHOPLIFTING -MISD,THEFT/LARCENY,23C,PART I,COMPLETED,8TH DIVISION,812,"SPECIALTY STORE (TV, FUR, ETC)",4300 BLOCK SUMMIT PLAZA DR                                  ,LOUISVILLE,40241,2981,42
80-05-217866,6/1/05 7:00 PM,5/26/05 6:00 PM,THEFT BY UNLAWFUL TAKING/DISP-FROM BUILDING - FELONY D,THEFT/LARCENY,23D,PART I,COMPLETED,5TH DIVISION,514,SERVICE / GAS STATION,2900 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40205,2982,43
80-05-116373,6/1/05 11:40 PM,6/1/05 11:10 PM,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC,OTHER,0,,COMPLETED,7TH DIVISION,736,PARKING LOT / GARAGE,8300 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,2983,44
80-05-217696,5/31/05 5:40 AM,5/31/05 5:20 AM,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,OTHER,90Z,PART II,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME,1400 BLOCK BICKNELL AVE                                     ,LOUISVILLE,40215,2984,45
80-05-217361,5/28/05 6:00 PM,5/28/05 5:00 PM,THEFT BY UNLAWFUL TAKING/DISP-SHOPLIFTING -MISD,THEFT/LARCENY,23C,PART I,COMPLETED,1ST DIVISION,112,GROCERY / SUPERMARKET,2700 BLOCK W BROADWAY                                       ,LOUISVILLE,40211,2985,46
80-05-217361,5/28/05 6:00 PM,5/28/05 5:00 PM,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,2700 BLOCK W BROADWAY                                       ,LOUISVILLE,40211,2986,47
80-05-217095,5/26/05 9:58 PM,5/26/05 9:00 PM,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,OTHER,90Z,PART II,COMPLETED,4TH DIVISION,423,PARKING LOT / GARAGE,3600 BLOCK ELDERWOOD WAY                                    ,LOUISVILLE,40215,2987,48
80-05-217710,5/31/05 1:38 PM,5/31/05 12:20 PM,THEFT BY UNLAWFUL TAKING/DISP-SHOPLIFTING -MISD,THEFT/LARCENY,23C,PART I,COMPLETED,4TH DIVISION,424,CONVENIENCE STORE,4300 BLOCK S 3RD ST                                         ,LOUISVILLE,40214,2988,49
80-05-217378,5/28/05 11:34 PM,5/28/05 11:18 PM,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,OTHER,90Z,PART II,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME,4200 BLOCK TUSCARORA WAY                                    ,LOUISVILLE,40215,2989,50
80-05-222464,7/5/05 9:00 PM,7/5/05 8:20 PM,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC,OTHER,0,,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,600 BLOCK S 7TH ST                                          ,LOUISVILLE,40203,8824,51
80-05-222567,7/6/05 5:20 PM,7/6/05 3:30 PM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS -MISD,THEFT/LARCENY,23H,PART I,COMPLETED,4TH DIVISION,412,CONVENIENCE STORE,1600 BLOCK ARTHUR ST                                        ,LOUISVILLE,40208,8825,52
80-05-223372,7/11/05 8:32 PM,7/9/05 12:00 PM,THEFT BY UNLAWFUL TAKING/DISP-BICYCLES - MISD,THEFT/LARCENY,23H,PART I,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,100 BLOCK W ORMSBY AVE                                      ,LOUISVILLE,40203,8826,53
80-05-223383,7/11/05 10:24 PM,7/1/05 2:00 AM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS -MISD,THEFT/LARCENY,23H,PART I,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,100 BLOCK W ORMSBY AVE                                      ,LOUISVILLE,40223,8827,54
80-05-119588,6/30/05 10:24 PM,6/30/05 9:58 PM,FORGERY - 1ST DEGREE,FRAUD,250,PART II,COMPLETED,7TH DIVISION,735,OTHER / UNKNOWN,4200 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,8828,55
80-05-119588,6/30/05 10:24 PM,6/30/05 9:58 PM,RECEIVING STOLEN PROPERTY U/$300,THEFT/LARCENY,280,PART II,COMPLETED,7TH DIVISION,735,OTHER / UNKNOWN,4200 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,8829,56
80-05-119588,6/30/05 10:24 PM,6/30/05 9:58 PM,TAMPERING WITH PHYSICAL EVIDENCE,OTHER,90Z,PART II,COMPLETED,7TH DIVISION,735,OTHER / UNKNOWN,4200 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,8830,57
80-05-118677,6/22/05 7:40 PM,6/22/05 7:40 PM,CARRYING A CONCEALED DEADLY WEAPON,WEAPONS,520,PART II,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY,CANAL ST  / PRESTON HWY                                     ,LOUISVILLE,40219,8831,58
80-05-118677,6/22/05 7:40 PM,6/22/05 7:40 PM,FAILURE TO OR IMPROPER SIGNAL,OTHER,0,,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY,CANAL ST  / PRESTON HWY                                     ,LOUISVILLE,40219,8832,59
80-05-222220,7/3/05 7:30 PM,7/3/05 5:00 PM,CRIMINAL TRESPASS-1ST DEGREE,DISTURBING THE PEACE,90J,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME,300 BLOCK CECIL AVE                                         ,LOUISVILLE,40212,8833,60
80-05-222220,7/3/05 7:30 PM,7/3/05 5:00 PM,CRIMINAL TRESPASS-2ND DEGREE - AMUSEMENT RIDES/ATTRACTIONS,DISTURBING THE PEACE,90J,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME,300 BLOCK CECIL AVE                                         ,LOUISVILLE,40212,8834,61
80-05-222412,7/5/05 11:30 PM,7/5/05 11:00 PM,CULTIVATE IN MARIJUANA-< 5 PLANTS-1ST OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME,6200 BLOCK EUREKA AVE                                       ,LOUISVILLE,40216,8835,62
80-05-222412,7/5/05 11:30 PM,7/5/05 11:00 PM,DRUG PARAPHERNALIA-BUY/POSSESS-2ND OR > OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME,6200 BLOCK EUREKA AVE                                       ,LOUISVILLE,40216,8836,63
80-05-119883,7/3/05 11:12 PM,7/3/05 9:00 PM,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,OTHER,0,,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,1700 BLOCK REGENCY PARK DR                                  ,LOUISVILLE,40272,8837,64
80-05-119883,7/3/05 11:12 PM,7/3/05 9:00 PM,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,OTHER,90Z,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,1700 BLOCK REGENCY PARK DR                                  ,LOUISVILLE,40272,8838,65
80-05-119883,7/3/05 11:12 PM,7/3/05 9:00 PM,KIDNAPPING-ADULT,ASSAULT,100,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,1700 BLOCK REGENCY PARK DR                                  ,LOUISVILLE,40272,8839,66
80-05-119883,7/3/05 11:12 PM,7/3/05 9:00 PM,TERRORISTIC THREATENING 1ST DEGREE,OTHER,0,,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,1700 BLOCK REGENCY PARK DR                                  ,LOUISVILLE,40272,8840,67
80-05-120021,7/5/05 5:30 AM,7/5/05 5:30 AM,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,FRAUD,26C,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,6500 BLOCK JOHNSONTOWN RD                                   ,LOUISVILLE,40272,8841,68
80-05-119900,7/3/05 12:00 PM,7/3/05 10:32 AM,ROBBERY - 1ST DEGREE,ROBBERY,120,PART I,COMPLETED,6TH DIVISION,611,RESIDENCE / HOME,2600 BLOCK DELOR AVE                                        ,LOUISVILLE,40217,8842,69
80-05-223406,7/12/05 1:40 AM,7/5/05 5:00 PM,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,VEHICLE BREAK-IN/THEFT,23G,PART I,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,200 BLOCK E BURNETT AVE                                     ,LOUISVILLE,40208,8843,70
80-05-222231,7/3/05 10:46 PM,7/3/05 10:46 PM,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC,OTHER,0,,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,1300 BLOCK ARCADE AVE                                       ,LOUISVILLE,40215,8844,71
80-05-220574,6/22/05 12:50 AM,6/22/05 12:50 AM,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME,4500 BLOCK CANE RUN RD                                      ,LOUISVILLE,40216,8845,72
80-05-220694,6/22/05 6:30 AM,6/22/05 6:30 AM,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,FINZER ST / S CLAY ST                                       ,LOUISVILLE,40203,8846,73
80-05-220694,6/22/05 6:30 AM,6/22/05 6:30 AM,DRUG PARAPHERNALIA-BUY/POSSESS-2ND OR > OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY,FINZER ST / S CLAY ST                                       ,LOUISVILLE,40203,8847,74
80-05-220616,6/22/05 3:28 AM,6/22/05 3:28 AM,TAMPERING WITH PHYSICAL EVIDENCE,OTHER,90Z,PART II,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME,4500 BLOCK CANE RUN RD                                      ,LOUISVILLE,40216,8848,75
80-05-223392,7/11/05 11:12 PM,3/31/05 12:00 AM,THEFT BY UNLAWFUL TAKING/DISP-FROM BUILDING - FELONY D,THEFT/LARCENY,23D,PART I,COMPLETED,4TH DIVISION,412,"SPECIALTY STORE (TV, FUR, ETC)",1900 BLOCK S 4TH ST                                         ,LOUISVILLE,40208,8849,76
80-05-220790,6/22/05 12:20 PM,6/22/05 12:20 PM,TAMPERING WITH PHYSICAL EVIDENCE,OTHER,90Z,PART II,COMPLETED,1ST DIVISION,123,GOVERNMENT / PUBLIC BUILDING,400 BLOCK S 6TH ST                                          ,LOUISVILLE,40202,8850,77
80-05-119879,7/3/05 9:14 PM,7/3/05 9:14 PM,WANTON ENDANGERMENT-1ST DEGREE,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY,4500 BLOCK POPLAR LEVEL RD                                  ,LOUISVILLE,40213,8851,78
80-05-118804,6/23/05 10:40 PM,6/23/05 10:40 PM,POSS CONT SUB-2ND DEGREE-1ST OFFENSE-DRUG UNSPECIFIED,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,8TH DIVISION,811,HIGHWAY / ROAD / ALLEY,4300 BLOCK LAKE LOUISVILLA DR                               ,LOUISVILLE,40245,8852,79
80-05-220632,6/22/05 9:00 AM,6/22/05 9:00 AM,TAMPERING WITH PHYSICAL EVIDENCE,OTHER,90Z,PART II,COMPLETED,1ST DIVISION,112,RESTAURANT,S 19TH ST / W BROADWAY                                      ,LOUISVILLE,40203,8853,80
80-05-220955,6/23/05 12:38 AM,6/23/05 12:38 AM,PROSTITUTION,DISTURBING THE PEACE,40A,PART II,COMPLETED,2ND DIVISION,236,HIGHWAY / ROAD / ALLEY,4500 BLOCK CANE RUN RD                                      ,LOUISVILLE,40216,8854,81
80-05-220958,6/23/05 5:30 AM,6/23/05 5:30 AM,PROSTITUTION,DISTURBING THE PEACE,40A,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,DIXIE HWY / W ST CATHERINE ST                               ,LOUISVILLE,40210,8855,82
80-05-220677,6/22/05 9:40 PM,6/22/05 9:40 PM,PROMOTING GAMBLING - 2ND DEGREE,DISTURBING THE PEACE,39B,PART II,COMPLETED,2ND DIVISION,225,HIGHWAY / ROAD / ALLEY,2000 BLOCK ST LOUIS AVE                                     ,LOUISVILLE,40210,8856,83
80-05-119824,7/2/05 10:20 PM,7/1/05 1:00 PM,TBUT OR DISP FIREARM,THEFT/LARCENY,23H,PART I,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME,7800 BLOCK STONYDALE LN                                     ,LOUISVILLE,40220,8857,84
80-05-222384,7/5/05 10:12 AM,7/5/05 10:12 AM,RECOVERY OF STOLEN VEHICLE-OUT OF JURISDICTION,OTHER,0,,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,2600 BLOCK GARLAND AVE                                      ,LOUISVILLE,40211,8858,85
80-05-119535,7/1/05 7:00 AM,7/1/05 5:00 AM,SEIZED AND FORFEITED PROPERTY,OTHER,90Z,PART II,COMPLETED,3RD DIVISION,323,GROCERY / SUPERMARKET,400 BLOCK FAIRDALE RD                                       ,LOUISVILLE,40118,8859,86
80-05-119458,6/29/05 6:00 PM,6/29/05 5:00 PM,WANTON ENDANGERMENT-1ST DEGREE,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME,2000 BLOCK BUECHEL BANK RD                                  ,LOUISVILLE,40218,8860,87
80-05-119711,7/2/05 3:42 AM,7/1/05 10:30 PM,THEFT BY UNLAWFUL TAKING/DISP-SHOPLIFTING -MISD,THEFT/LARCENY,23C,PART I,COMPLETED,3RD DIVISION,331,GROCERY / SUPERMARKET,5300 BLOCK DIXIE HWY                                        ,LOUISVILLE,40216,8861,88
80-05-118929,6/14/05 4:40 AM,6/14/05 4:40 AM,TAMPERING WITH PHYSICAL EVIDENCE,OTHER,90Z,PART II,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY,CAROLYN WAY / JEANINE DR                                    ,LOUISVILLE,40219,8862,89
80-05-118929,6/14/05 4:40 AM,6/14/05 4:40 AM,TRAF IN MARIJUANA-LESS THAN 8 OZ-1ST OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY,CAROLYN WAY / JEANINE DR                                    ,LOUISVILLE,40219,8863,90
