ObjectId,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE
50981,80-19-065541,2019/09/05 00:59:00,2019/09/04 15:45:00,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY                       ,4100 BLOCK HALE AVE                                         ,LOUISVILLE,40211
50982,80-19-065542,2019/09/05 02:08:00,2019/09/05 01:50:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,ATTEMPTED,5TH DIVISION,513,CONVENIENCE STORE                            ,1500 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40205
50983,80-19-065543,2019/09/05 01:40:00,2019/09/05 01:30:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,7TH DIVISION,736,PARK / PLAYGROUND                            ,1100 BLOCK CLAY AVE                                         ,LOUISVILLE,40219
50984,80-19-065543,2019/09/05 01:40:00,2019/09/05 01:30:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,7TH DIVISION,736,PARK / PLAYGROUND                            ,1100 BLOCK CLAY AVE                                         ,LOUISVILLE,40219
50985,80-19-065543,2019/09/05 01:40:00,2019/09/05 01:30:00,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,7TH DIVISION,736,PARK / PLAYGROUND                            ,1100 BLOCK CLAY AVE                                         ,LOUISVILLE,40219
50986,80-19-065544,2019/09/05 02:26:00,2019/09/05 02:26:00,DISTURBING THE PEACE,CRIMINAL TRESPASSING-3RD DEGREE,90J,PART II,COMPLETED,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO)            ,1100 BLOCK S 4TH ST                                         ,LOUISVILLE,40203
50987,80-19-065544,2019/09/05 02:26:00,2019/09/05 02:26:00,ROBBERY,ROBBERY - 2ND DEGREE,120,PART I,COMPLETED,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO)            ,1100 BLOCK S 4TH ST                                         ,LOUISVILLE,40203
50988,80-19-065546,2019/09/05 03:31:00,2019/09/05 02:45:00,ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,13A,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,800 BLOCK MIDWAY AVE                                        ,LOUISVILLE,40211
50989,80-19-065546,2019/09/05 03:31:00,2019/09/05 02:45:00,ASSAULT,STRANGULATION 1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,800 BLOCK MIDWAY AVE                                        ,LOUISVILLE,40211
50990,80-19-065553,2019/09/05 04:36:00,2019/09/04 23:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,1ST DIVISION,112,RESIDENCE / HOME                             ,1500 BLOCK CONGRESS ST                                      ,LOUISVILLE,40203
50991,80-19-065556,2019/09/05 04:45:00,2019/09/05 04:38:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,GARRISON RD / YORKTOWN RD                                   ,LOUISVILLE,40214
50992,80-19-065557,2019/09/05 05:30:00,2019/09/05 05:25:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,6TH DIVISION,613,"SPECIALTY STORE (TV, FUR, ETC)               ",3300 BLOCK NEWBURG RD                                       ,LOUISVILLE,40218
50993,80-19-065559,2019/09/05 06:07:00,2019/09/04 19:45:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,6900 BLOCK FOSTER HOLLY WAY                                 ,LOUISVILLE,40291
50994,80-19-065652,2019/09/05 13:05:00,2019/09/05 12:00:00,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,7200 BLOCK CHURCH CT                                        ,LOUISVILLE,40220
50995,80-19-065435,2019/09/04 15:10:00,2019/09/04 15:10:00,DRUGS/ALCOHOL VIOLATIONS,TRAF IN MARIJUANA-8 OZ TO < 5 LBS-2ND OR > OFFENSE,35A,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,S 35TH ST / W MUHAMMAD ALI BLVD                             ,LOUISVILLE,40212
50996,80-19-065368,2019/09/04 12:45:00,2019/09/04 10:40:00,THEFT/LARCENY,"RECEIVING STOLEN PROPERTY U/$10,000",280,PART II,COMPLETED,4TH DIVISION,423,SERVICE / GAS STATION                        ,S 7TH ST / W HILL ST                                        ,LOUISVILLE,40208
50997,80-19-065864,2019/09/06 06:59:00,2019/09/06 06:00:00,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,3RD DIVISION,331,COMMERCIAL / OFFICE BUILDING                 ,7300 BLOCK LOGISTICS DR                                     ,LOUISVILLE,40258
50998,80-19-065577,2019/09/05 06:25:00,2019/09/05 06:18:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,1ST DIVISION,112,MALL / SHOPPING CENTER                       ,2600 BLOCK W BROADWAY                                       ,LOUISVILLE,40211
50999,80-19-065436,2019/09/04 16:20:00,2019/09/04 15:20:00,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,2ND DIVISION,234,RESIDENCE / HOME                             ,2100 BLOCK ALLSTON AVE                                      ,LOUISVILLE,40210
51000,80-19-065439,2019/09/04 16:20:00,2019/09/04 16:15:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,ATTEMPTED,4TH DIVISION,424,RESTAURANT                                   ,2700 BLOCK CRITTENDEN DR                                    ,LOUISVILLE,40209
51001,80-19-065438,2019/09/04 16:34:00,2019/09/01 19:30:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,3100 BLOCK FORDHAVEN RD                                     ,LOUISVILLE,40214
51002,80-19-065440,2019/09/04 16:34:00,2019/09/04 16:34:00,THEFT/LARCENY,THEFT BY DECEPTION-INCL COLD CHECKS U/$500,23H,PART I,COMPLETED,8TH DIVISION,811,PARKING LOT / GARAGE                         ,3700 BLOCK DIANN MARIE RD                                   ,LOUISVILLE,40241
51003,80-19-065442,2019/09/04 16:29:00,2019/09/04 16:29:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,2ND DIVISION,225,OTHER / UNKNOWN                              ,1700 BLOCK W HILL ST                                        ,LOUISVILLE,40210
51004,80-19-065448,2019/09/04 16:46:00,2019/09/04 16:45:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,211,GROCERY / SUPERMARKET                        ,4100 BLOCK W MARKET ST                                      ,LOUISVILLE,40212
51005,80-19-065451,2019/09/04 17:19:00,2019/09/04 16:50:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,3RD DIVISION,322,"SPECIALTY STORE (TV, FUR, ETC)               ",7400 BLOCK 3RD STREET RD                                    ,LOUISVILLE,40214
51006,80-19-065452,2019/09/04 16:52:00,2019/07/18 08:25:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,7TH DIVISION,723,DEPARTMENT / DISCOUNT STORE                  ,7100 BLOCK CEDAR SPRINGS BLVD                               ,LOUISVILLE,40291
51007,80-19-065452,2019/09/04 16:52:00,2019/07/18 08:25:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,7TH DIVISION,723,DEPARTMENT / DISCOUNT STORE                  ,7100 BLOCK CEDAR SPRINGS BLVD                               ,LOUISVILLE,40291
51008,80-19-065456,2019/09/04 17:04:00,2019/09/04 09:00:00,MOTOR VEHICLE THEFT,UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE,240,PART I,COMPLETED,8TH DIVISION,812,RESIDENCE / HOME                             ,4600 BLOCK CROSSFIELD CIR                                   ,LOUISVILLE,40241
51009,80-19-065458,2019/09/04 17:15:00,2019/09/04 03:30:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,4TH DIVISION,412,NON-ATTACHED RESD GARAGE/SHED/BULD           ,700 BLOCK MERIWETHER AVE                                    ,LOUISVILLE,40217
51010,80-19-065461,2019/09/04 17:27:00,2019/09/04 17:27:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - DELIVER/MANUFACTURE,35B,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,4500 BLOCK PICADILLY AVE                                    ,LOUISVILLE,40215
51011,80-19-065461,2019/09/04 17:27:00,2019/09/04 17:27:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,4500 BLOCK PICADILLY AVE                                    ,LOUISVILLE,40215
51012,80-19-065461,2019/09/04 17:27:00,2019/09/04 17:27:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-2ND DEGREE-DRUG UNSPECIFIED,35A,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,4500 BLOCK PICADILLY AVE                                    ,LOUISVILLE,40215
51013,80-19-065461,2019/09/04 17:27:00,2019/09/04 17:27:00,DRUGS/ALCOHOL VIOLATIONS,TRAFF IN CONTROLLED SUBSTANCE 1ST OFFENSE (HEROIN),35A,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,4500 BLOCK PICADILLY AVE                                    ,LOUISVILLE,40215
51014,80-19-065465,2019/09/04 17:35:00,2019/09/04 17:17:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,4000 BLOCK BLANTON LN                                       ,LOUISVILLE,40216
51015,80-19-065465,2019/09/04 17:35:00,2019/09/04 17:17:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,4000 BLOCK BLANTON LN                                       ,LOUISVILLE,40216
51016,80-19-065465,2019/09/04 17:35:00,2019/09/04 17:17:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,4000 BLOCK BLANTON LN                                       ,LOUISVILLE,40216
51017,80-19-065466,2019/09/04 19:50:00,2019/09/04 17:17:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,4000 BLOCK BLANTON LN                                       ,LOUISVILLE,40216
51018,80-19-065466,2019/09/04 19:50:00,2019/09/04 17:17:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,4000 BLOCK BLANTON LN                                       ,LOUISVILLE,40216
51019,80-19-065466,2019/09/04 19:50:00,2019/09/04 17:17:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,4000 BLOCK BLANTON LN                                       ,LOUISVILLE,40216
51020,80-19-065470,2019/09/04 18:00:00,2019/09/01 00:00:00,FRAUD,FRAUDULENT USE OF CREDIT CARDS U/$500 W/6 MO PERIOD,26B,PART II,COMPLETED,7TH DIVISION,735,DEPARTMENT / DISCOUNT STORE                  ,4600 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219
51021,80-19-065472,2019/09/04 17:59:00,2019/09/03 21:00:00,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME                             ,3100 BLOCK NORTHLAND DR                                     ,LOUISVILLE,40216
51022,80-19-065471,2019/09/04 18:49:00,2019/09/03 23:00:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,600 BLOCK LINDELL AVE                                       ,LOUISVILLE,40211
51023,80-19-065471,2019/09/04 18:49:00,2019/09/03 23:00:00,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,600 BLOCK LINDELL AVE                                       ,LOUISVILLE,40211
51024,80-19-065476,2019/09/04 17:36:00,2019/09/04 17:36:00,ASSAULT,STRANGULATION 1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,2300 BLOCK GREENWOOD AVE                                    ,LOUISVILLE,40210
51025,80-19-065477,2019/09/04 16:29:00,2016/09/04 16:29:00,FRAUD,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,26C,PART II,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,7400 BLOCK BEECHVIEW WAY                                    ,LOUISVILLE,40219
51026,80-19-500383,2019/09/02 18:04:00,2019/09/02 07:00:00,THEFT/LARCENY,"TBUT OR DISP BICYCLES $500 OR > BUT < $10,000",23H,PART I,COMPLETED,5TH DIVISION,513,RESIDENCE / HOME                             ,1900 BLOCK NEWBURG RD                                       ,LOUISVILLE,40205
51027,80-19-065479,2019/09/04 18:23:00,2019/08/30 09:00:00,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS > $500 BUT < $10,000",23H,PART I,COMPLETED,8TH DIVISION,824,DEPARTMENT / DISCOUNT STORE                  ,11700 BLOCK MAIN ST                                         ,LOUISVILLE,40243
51028,80-19-065481,2019/09/04 18:27:00,2019/09/03 06:30:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,2ND DIVISION,225,PARKING LOT / GARAGE                         ,1900 BLOCK S 16TH ST                                        ,LOUISVILLE,40210
51029,80-19-065484,2019/09/04 19:00:00,2019/08/26 08:00:00,ASSAULT,ASSAULT - 4TH DEGREE (CHILD ABUSE),13B,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1700 BLOCK ALGONQUIN PKY                                    ,LOUISVILLE,40210
51030,80-19-500384,2019/09/04 16:27:00,2019/09/04 16:25:00,FRAUD,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,26C,PART II,COMPLETED,7TH DIVISION,724,OTHER / UNKNOWN                              ,4700 BLOCK RED MAPLE WAY                                    ,LOUISVILLE,40229
51031,80-19-065487,2019/09/04 19:09:00,2019/09/04 13:00:00,THEFT/LARCENY,TBUT OR DISP ALL OTHERS <  $500,23H,PART I,COMPLETED,8TH DIVISION,815,RESIDENCE / HOME                             ,400 BLOCK WOOD RD                                           ,LOUISVILLE,40222
51032,80-19-065488,2019/09/04 19:02:00,2019/09/04 19:02:00,OTHER,INJURED PERSON REQUIRING POLICE REPORT,999,PART II,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME                             ,S 35TH ST / W BROADWAY                                      ,LOUISVILLE,40211
51033,80-19-065492,2019/09/04 18:54:00,2019/09/04 18:54:00,OTHER,PROPERTY NO ARREST,999,,COMPLETED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY                       ,HIAWATHA AVE / LOUISVILLE AVE                               ,LOUISVILLE,40209
51034,80-19-065493,2019/09/04 19:52:00,2019/09/04 17:58:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,1300 BLOCK S SHELBY ST                                      ,LOUISVILLE,40217
51035,80-19-065493,2019/09/04 19:52:00,2019/09/04 17:58:00,THEFT/LARCENY,TBUT OR DISP ALL OTHERS <  $500,23H,PART I,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,1300 BLOCK S SHELBY ST                                      ,LOUISVILLE,40217
51036,80-19-065493,2019/09/04 19:52:00,2019/09/04 17:58:00,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,1300 BLOCK S SHELBY ST                                      ,LOUISVILLE,40217
51037,80-19-065494,2019/09/04 19:40:00,2019/09/04 19:34:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,900 BLOCK ALGONQUIN PKY                                     ,LOUISVILLE,40208
51038,80-19-065496,2019/09/04 20:22:00,2019/08/24 00:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP PARTS FROM VEHICLE < $500,23G,PART I,COMPLETED,1ST DIVISION,111,PARK / PLAYGROUND                            ,600 BLOCK N 27TH ST                                         ,LOUISVILLE,40212
51039,80-19-065496,2019/09/04 20:22:00,2019/08/24 00:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,1ST DIVISION,111,PARK / PLAYGROUND                            ,600 BLOCK N 27TH ST                                         ,LOUISVILLE,40212
51040,80-19-065653,2019/09/05 12:02:00,2019/09/04 21:00:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,8TH DIVISION,823,RESIDENCE / HOME                             ,3600 BLOCK SPRING VILLA CIR                                 ,LOUISVILLE,40245
51041,80-19-065369,2019/09/04 12:17:00,2019/09/04 00:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP PARTS FROM VEHICLE < $500,23G,PART I,COMPLETED,4TH DIVISION,436,PARKING LOT / GARAGE                         ,4600 BLOCK S 2ND ST                                         ,LOUISVILLE,40214
51042,80-19-065865,2019/09/06 07:56:00,2019/09/05 19:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,6TH DIVISION,624,AUTO DEALERSHIP (NEW OR USED)                ,4600 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40218
51043,80-19-065576,2019/09/05 08:03:00,2019/09/03 20:00:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,3RD DIVISION,315,PARKING LOT / GARAGE                         ,4400 BLOCK ATLAS POWDER RD                                  ,LOUISVILLE,40258
51044,80-19-065865,2019/09/06 07:56:00,2019/09/05 19:00:00,THEFT/LARCENY,"RECEIVING STOLEN PROPERTY $10,000 OR MORE",280,PART II,COMPLETED,6TH DIVISION,624,HIGHWAY / ROAD / ALLEY                       ,4600 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40218
51045,80-19-065868,2019/09/06 08:39:00,2019/09/04 13:00:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME                             ,2900 BLOCK FINN AVE                                         ,LOUISVILLE,40208
51046,80-19-065868,2019/09/06 08:39:00,2019/09/04 13:00:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME                             ,2900 BLOCK FINN AVE                                         ,LOUISVILLE,40208
51047,80-19-065870,2019/09/06 08:12:00,2019/09/05 08:10:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,6700 BLOCK MOORHAVEN DR                                     ,LOUISVILLE,40228
51048,80-19-065875,2019/09/06 08:13:00,2019/09/06 07:00:00,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,S 22ND ST / W BROADWAY                                      ,LOUISVILLE,40211
51049,80-19-065873,2019/09/06 08:27:00,2019/09/04 21:00:00,OTHER,PROPERTY LOST OR ABANDONED NON CRIMINAL,90Z,PART II,COMPLETED,1ST DIVISION,135,SERVICE / GAS STATION                        ,100 BLOCK W BROADWAY                                        ,LOUISVILLE,40202
51050,80-19-065874,2019/09/06 08:27:00,2019/09/04 21:13:00,FRAUD,FRAUDULENT USE OF CREDIT CARDS U/$500 W/6 MO PERIOD,26B,PART II,COMPLETED,1ST DIVISION,135,SERVICE / GAS STATION                        ,100 BLOCK W BROADWAY                                        ,LOUISVILLE,40202
51051,80-19-065878,2019/09/06 08:54:00,2019/09/06 08:30:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,1ST DIVISION,134,RESIDENCE / HOME                             ,600 BLOCK E MARKET ST                                       ,LOUISVILLE,40202
51052,80-19-065885,2019/09/06 08:48:00,2019/09/06 08:48:00,THEFT/LARCENY,"THEFT BY DECEPTION-INCL COLD CHECKS U/$10,000",23H,PART I,COMPLETED,3RD DIVISION,322,"SPECIALTY STORE (TV, FUR, ETC)               ",5500 BLOCK NATIONAL TPKE                                    ,LOUISVILLE,40214
51053,80-19-065886,2019/09/05 13:35:00,2019/09/05 13:30:00,FRAUD,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,26C,PART II,COMPLETED,3RD DIVISION,322,OTHER / UNKNOWN                              ,3RD STREET RD / SHOREWOOD DR                                ,LOUISVILLE,40214
51054,80-19-065890,2019/09/06 09:57:00,2019/09/02 09:00:00,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO)            ,4600 BLOCK LOWE RD                                          ,LOUISVILLE,40220
51055,80-19-065894,2019/09/06 10:19:00,2019/09/05 23:30:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY                       ,100 BLOCK N JANE ST                                         ,LOUISVILLE,40206
51056,80-19-065895,2019/09/06 10:39:00,2019/09/05 19:30:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,ATTEMPTED,6TH DIVISION,612,RESIDENCE / HOME                             ,1200 BLOCK HELCK AVE                                        ,LOUISVILLE,40213
51057,80-19-065896,2019/09/06 10:33:00,2019/06/15 14:00:00,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS > $500 BUT < $10,000",23H,PART I,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,300 BLOCK N 28TH ST                                         ,LOUISVILLE,40212
51058,80-19-065897,2019/09/06 10:24:00,2019/09/06 10:00:00,THEFT/LARCENY,"TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000",23D,PART I,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME                             ,4200 BLOCK ST CHARLES LN                                    ,LOUISVILLE,40218
51059,80-19-065898,2019/09/01 14:04:00,2019/09/01 14:00:00,FRAUD,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,26C,PART II,COMPLETED,1ST DIVISION,123,OTHER / UNKNOWN                              ,400 BLOCK S 6TH ST                                          ,LOUISVILLE,40202
51060,80-19-065899,2019/09/06 10:39:00,2019/09/06 09:45:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY                       ,100 BLOCK CORAL CT                                          ,LOUISVILLE,40206
51061,80-19-065900,2019/09/06 10:53:00,2019/07/10 12:00:00,FRAUD,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,26C,PART II,COMPLETED,5TH DIVISION,512,RESIDENCE / HOME                             ,1700 BLOCK EDENSIDE AVE                                     ,LOUISVILLE,40204
51062,80-19-065903,2019/09/06 11:03:00,2019/09/02 16:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,4TH DIVISION,424,PARKING LOT / GARAGE                         ,2800 BLOCK S FLOYD ST                                       ,LOUISVILLE,40209
51063,80-19-065904,2019/09/06 11:30:00,2019/09/02 10:23:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,6TH DIVISION,624,NON-ATTACHED RESD GARAGE/SHED/BULD           ,300 BLOCK GRANVIL DR                                        ,LOUISVILLE,40218
51064,80-19-065905,2019/09/06 10:40:00,2019/09/06 10:40:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,7TH DIVISION,736,DEPARTMENT / DISCOUNT STORE                  ,8200 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219
51065,80-19-065906,2019/09/06 11:07:00,2019/09/06 10:30:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,8TH DIVISION,815,DEPARTMENT / DISCOUNT STORE                  ,100 BLOCK OXMOOR LN                                         ,LOUISVILLE,40222
51066,80-19-065907,2019/09/06 11:14:00,2019/09/03 16:00:00,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,600 BLOCK N BARBEE WAY                                      ,LOUISVILLE,40217
51067,80-19-065908,2019/09/06 10:54:00,2019/09/06 10:54:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-2ND  OFFENSE-HEROIN,35A,PART II,COMPLETED,4TH DIVISION,423,OTHER / UNKNOWN                              ,800 BLOCK DRESDEN AVE                                       ,LOUISVILLE,40215
51068,80-19-065909,2019/09/06 10:51:00,2019/09/06 10:45:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,S 3RD ST / W GAULBERT AVE                                   ,LOUISVILLE,40208
51069,80-19-065910,2019/09/06 11:39:00,2019/09/06 06:15:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,6TH DIVISION,611,RESIDENCE / HOME                             ,2400 BLOCK CRITTENDEN DR                                    ,LOUISVILLE,40217
51070,80-19-065915,2019/09/06 12:12:00,2019/09/05 20:45:00,THEFT/LARCENY,"TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000",23C,PART I,COMPLETED,8TH DIVISION,812,DEPARTMENT / DISCOUNT STORE                  ,10200 BLOCK WESTPORT RD                                     ,LOUISVILLE,40241
51071,80-19-065916,2019/09/06 12:22:00,2019/08/17 09:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,3RD DIVISION,331,OTHER / UNKNOWN                              ,5200 BLOCK MARS CT                                          ,LOUISVILLE,40258
51072,80-19-065919,2019/09/06 12:06:00,2019/08/31 18:00:00,FRAUD,CRIMINAL POSSESSION FORGED INSTRUMENT-1ST DEGREE-IDENTIFY,250,PART II,COMPLETED,6TH DIVISION,625,OTHER / UNKNOWN                              ,2900 BLOCK HIKES LN                                         ,LOUISVILLE,40218
