INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,UOR_DESC,CRIME_TYPE,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,CITY,ZIP_CODE,ID,ObjectId
80-12-000528,1/3/12 9:36 AM,1/3/12 12:01 AM,THEFT BY UNLAWFUL TAKING/DISP-CONTENTS FROM AUTO - FELONY,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,5TH DIVISION,525,RESIDENCE / HOME,4100 BLOCK ELMWOOD AVE                                      ,LOUISVILLE,40207,746800,11
80-12-000222,1/1/12 8:40 PM,1/1/12 8:40 PM,MISSING PERSONS,OTHER,90Z,PART II,COMPLETED,8TH DIVISION,824,RESIDENCE / HOME,1000 BLOCK DORSEY LN                                        ,LOUISVILLE,40223,746803,12
80-12-000544,1/3/12 10:06 AM,1/3/12 10:06 AM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS - FELONY CLASS D,THEFT/LARCENY,23H,PART I,COMPLETED,8TH DIVISION,815,RESIDENCE / HOME,1500 BLOCK STONEWALL WAY                                    ,LYNDON,40242,746804,13
80-12-000553,1/3/12 9:38 PM,7/1/11 12:49 AM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS - FELONY CLASS D,THEFT/LARCENY,23H,PART I,COMPLETED,5TH DIVISION,514,RESIDENCE / HOME,1800 BLOCK TYLER LN                                         ,LOUISVILLE,40205,746805,14
80-12-000521,1/3/12 8:50 AM,1/3/12 8:48 AM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME,2900 BLOCK SHELDON RD                                       ,LOUISVILLE,40218,746809,15
80-12-000552,1/3/12 10:23 AM,1/3/12 9:15 AM,TERRORISTIC THREATENING 3RD DEGREE,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,624,PARKING LOT / GARAGE,4000 BLOCK MISTY WOODS LN                                   ,LOUISVILLE,40218,746810,16
80-12-000516,1/3/12 8:42 AM,12/31/11 8:00 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,3RD DIVISION,331,DOCK/WHARF/FREIGHT/MODAL TERMINAL,8200 BLOCK GREENWOOD RD                                     ,LOUISVILLE,40258,746812,17
80-12-000287,1/2/12 9:54 AM,1/2/12 9:54 AM,MISSING PERSONS,OTHER,90Z,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME,4300 BLOCK TIM TAM TRL                                      ,LOUISVILLE,40272,746815,18
80-12-000106,1/1/12 10:09 AM,1/1/12 10:00 AM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,ATTEMPTED,4TH DIVISION,412,RESIDENCE / HOME,500 BLOCK WAINWRIGHT AVE                                    ,LOUISVILLE,40217,746817,19
80-12-000229,1/1/12 9:16 PM,1/1/12 9:16 PM,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,OTHER,999,PART I,,4TH DIVISION,423,RESIDENCE / HOME,3500 BLOCK POWELL AVE                                       ,LOUISVILLE,40215,746818,20
80-12-000229,1/1/12 9:16 PM,1/1/12 9:16 PM,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,OTHER,999,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,3500 BLOCK POWELL AVE                                       ,LOUISVILLE,40215,746819,21
80-12-000238,1/1/12 10:53 PM,1/1/12 10:53 PM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,5TH DIVISION,513,HIGHWAY / ROAD / ALLEY,TAYLORSVILLE RD / BARDSTOWN RD                              ,LOUISVILLE,40205,746821,22
80-12-061297,8/2/12 2:32 PM,8/2/12 2:32 PM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S BROOK ST / E ORMSBY AVE                                   ,LOUISVILLE,40203,746822,23
80-12-063218,8/9/12 9:54 AM,7/21/12 8:00 AM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS - FELONY CLASS D,THEFT/LARCENY,23H,PART I,COMPLETED,2ND DIVISION,234,RESIDENCE / HOME,3700 BLOCK VON SPIEGEL ST                                   ,LOUISVILLE,40211,746823,24
80-12-000380,1/2/12 4:16 PM,1/1/12 1:37 AM,"THEFT BY UNLAWFUL TAKING-ALL OTHERS $10,000 OR MORE",THEFT/LARCENY,23H,PART I,COMPLETED,6TH DIVISION,624,DEPARTMENT / DISCOUNT STORE,4500 BLOCK S HURSTBOURNE PKY                                ,LOUISVILLE,40299,746824,25
80-12-000382,1/2/12 4:09 PM,1/2/12 4:09 PM,THEFT BY UNLAWFUL TAKING/DISP-SHOPLIFTING -MISD,THEFT/LARCENY,23C,PART I,COMPLETED,8TH DIVISION,815,DEPARTMENT / DISCOUNT STORE,7900 BLOCK SHELBYVILLE RD                                   ,LOUISVILLE,40222,746825,26
80-12-000317,1/3/12 12:34 AM,1/2/12 9:47 AM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,400 BLOCK W ORMSBY AVE                                      ,LOUISVILLE,40203,746826,27
80-12-000324,1/3/12 2:00 AM,12/30/11 5:30 PM,THEFT BY UNLAWFUL TAKING - GASOLINE - U/$500 MISD,THEFT/LARCENY,23H,PART I,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,4800 BLOCK BELLEVUE AVE                                     ,LOUISVILLE,40215,746827,28
80-12-000291,1/2/12 10:30 AM,12/31/11 3:00 PM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS - FELONY CLASS D,THEFT/LARCENY,23H,PART I,COMPLETED,3RD DIVISION,315,AUTO DEALERSHIP (NEW OR USED),8200 BLOCK DIXIE HWY                                        ,LOUISVILLE,40258,746828,29
80-12-000328,1/3/12 2:44 AM,1/3/12 12:22 AM,THEFT BY UNLAWFUL TAKING/DISP-AUTO - FELONY CLASS D,MOTOR VEHICLE THEFT,240,PART I,COMPLETED,7TH DIVISION,735,RACE TRACK/GAMBLING FACILITY,5700 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,746829,30
80-12-000291,1/2/12 10:30 AM,12/31/11 3:00 PM,CRIMINAL MISCHIEF - 1ST DEGREE,VANDALISM,290,PART II,COMPLETED,3RD DIVISION,315,AUTO DEALERSHIP (NEW OR USED),8200 BLOCK DIXIE HWY                                        ,LOUISVILLE,40258,746830,31
80-12-000316,1/2/12 11:58 AM,12/30/11 4:00 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME,4900 BLOCK MILES LN                                         ,LOUISVILLE,40219,746831,32
80-12-000325,1/2/12 2:04 PM,1/1/12 8:00 PM,BURGLARY - 3RD DEGREE,BURGLARY,220,PART I,COMPLETED,3RD DIVISION,323,LIQUOR STORE,8800 BLOCK NATIONAL TPKE                                    ,LOUISVILLE,40118,746832,33
80-12-000333,1/2/12 1:16 PM,12/30/11 1:16 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,1200 BLOCK S 4TH ST                                         ,LOUISVILLE,40203,746833,34
80-12-000339,1/3/12 4:20 AM,12/31/11 2:10 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE,6300 BLOCK HANSES DR                                        ,LOUISVILLE,40219,746834,35
80-12-000342,1/3/12 4:50 AM,1/2/12 2:26 PM,THEFT BY UNLAWFUL TAKING/DISP-CONTENTS FROM AUTO - MISD,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME,5900 BLOCK WHISPERING HILLS BLVD                            ,LOUISVILLE,40219,746835,36
80-12-000341,1/3/12 4:44 AM,1/2/12 9:52 AM,THEFT BY UNLAWFUL TAKING/DISP-CONTENTS FROM AUTO - MISD,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,8TH DIVISION,823,PARKING LOT / GARAGE,600 BLOCK WOODLAKE DR                                       ,LOUISVILLE,40245,746836,37
80-12-000310,1/2/12 11:55 AM,1/2/12 11:55 AM,UNAUTHORIZED PROCUREMENT OF CONT SUB,OTHER,90Z,PART II,ATTEMPTED,6TH DIVISION,624,DRUG STORE/DR`S OFFICE/HOSPITAL,BARDSTOWN RD / WATTERSON TRL                                ,LOUISVILLE,40291,746837,38
80-12-000351,1/3/12 5:30 AM,12/29/11 3:45 AM,THEFT BY UNLAWFUL TAKING/DISP-CONTENTS FROM AUTO - FELONY,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,6TH DIVISION,611,HIGHWAY / ROAD / ALLEY,700 BLOCK PARKWAY DR                                        ,LOUISVILLE,40217,746838,39
80-12-000354,1/3/12 5:44 AM,1/1/12 7:30 AM,"THEFT BY UNLAWFUL TAKING/DISP-AUTO $10,000 OR MORE",MOTOR VEHICLE THEFT,240,PART I,COMPLETED,5TH DIVISION,525,PARKING LOT / GARAGE,100 BLOCK WILTSHIRE AVE                                     ,LOUISVILLE,40207,746839,40
80-12-000359,1/2/12 2:47 PM,1/2/12 2:30 PM,SEXUAL ABUSE - 3RD DEGREE,SEX CRIMES,11D,PART II,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME,300 BLOCK W FLORENCE AVE                                    ,LOUISVILLE,40214,746840,41
80-12-000326,1/2/12 1:05 PM,1/2/12 1:05 PM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,ATTEMPTED,4TH DIVISION,423,RESIDENCE / HOME,1400 BLOCK SALE AVE                                         ,LOUISVILLE,40215,746841,42
80-12-000371,1/2/12 3:58 PM,1/2/12 3:10 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,0 BLOCK COLONIAL OAKS CT                                    ,LOUISVILLE,40214,746842,43
80-12-000370,1/2/12 3:49 PM,1/1/12 4:30 PM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,8000 BLOCK AFTERGLOW DR                                     ,LOUISVILLE,40214,746843,44
80-12-000399,1/2/12 5:27 PM,12/24/11 7:30 AM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME,8200 BLOCK MINOR LN                                         ,LOUISVILLE,40219,746844,45
80-12-000398,1/2/12 5:26 PM,12/30/11 6:29 AM,BURGLARY - 3RD DEGREE,BURGLARY,220,PART I,COMPLETED,7TH DIVISION,723,PARKING LOT / GARAGE,9500 BLOCK MAGNOLIA RIDGE DR                                ,LOUISVILLE,40291,746845,46
80-12-000421,1/2/12 6:49 PM,1/1/12 10:00 AM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME,4300 BLOCK BRECKENRIDGE LN                                  ,LOUISVILLE,40218,746846,47
80-12-000434,1/3/12 4:44 PM,1/1/12 9:00 PM,THEFT BY UNLAWFUL TAKING/DISP-AUTO - FELONY CLASS D,MOTOR VEHICLE THEFT,240,PART I,COMPLETED,3RD DIVISION,334,OTHER RESIDENCE (APARTMENT/CONDO),9600 BLOCK LAMBORNE BLVD                                    ,LOUISVILLE,40272,746847,48
80-12-000436,1/2/12 8:25 PM,1/1/12 8:20 PM,HARASSING COMMUNICATIONS,OTHER,90Z,PART II,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME,9800 BLOCK SATURN DR                                        ,LOUISVILLE,40229,746848,49
80-12-000438,1/3/12 5:54 PM,1/2/12 5:57 PM,THEFT BY UNLAWFUL TAKING/DISP-CONTENTS FROM AUTO - FELONY,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME,7200 BLOCK HILL PARK WAY                                    ,LOUISVILLE,40220,746849,50
80-12-003872,1/14/12 4:00 PM,1/14/12 3:00 PM,CRIMINAL TRESPASSING-3RD DEGREE,DISTURBING THE PEACE,90J,PART II,COMPLETED,METRO LOUISVILLE,,GROCERY / SUPERMARKET,2000 BLOCK BASHFORD MANOR LN                                ,WEST_BUECHEL,40218,755587,51
80-12-037960,5/13/12 9:03 PM,5/13/12 9:03 PM,DRUG PARAPHERNALIA - BUY/POSSESS,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,6TH DIVISION,625,PARK / PLAYGROUND,2500 BLOCK AINTREE WAY                                      ,ST_REGIS_PARK,40220,25204,52
80-12-037960,5/13/12 9:03 PM,5/13/12 9:03 PM,CARRYING A CONCEALED DEADLY WEAPON,WEAPONS,520,PART II,COMPLETED,6TH DIVISION,625,PARK / PLAYGROUND,2500 BLOCK AINTREE WAY                                      ,ST_REGIS_PARK,40220,25205,53
80-12-101408,12/22/12 10:36 PM,12/22/12 10:36 PM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,8TH DIVISION,824,HIGHWAY / ROAD / ALLEY,AIKEN RD / SHELBYVILLE RD                                   ,MIDDLETOWN,40243,159793,54
80-12-004203,1/16/12 1:28 AM,1/16/12 1:28 AM,DRUG PARAPHERNALIA - BUY/POSSESS,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,5TH DIVISION,512,RESTAURANT,1200 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204,264918,55
80-12-004203,1/16/12 1:28 AM,1/16/12 1:28 AM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,5TH DIVISION,512,RESTAURANT,1200 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204,265086,56
80-12-103331,12/31/12 10:57 PM,12/31/12 10:57 PM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,8TH DIVISION,823,HIGHWAY / ROAD / ALLEY,IVY OAKS CT / MALLET HILL DR                                ,LOUISVILLE,40245,305882,57
80-12-028596,4/12/12 5:53 PM,4/12/12 12:00 AM,SEXUAL ABUSE - 1ST DEGREE,SEX CRIMES,11D,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME,9000 BLOCK WALTER AVE                                       ,LOUISVILLE,40229,346182,58
80-12-020707,3/16/12 9:42 PM,3/16/12 9:42 PM,TRAF IN MARIJUANA-LESS THAN 8 OZ-1ST OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,5TH DIVISION,512,RESIDENCE / HOME,400 BLOCK BAXTER AVE                                        ,LOUISVILLE,40204,349035,59
80-12-020707,3/16/12 9:42 PM,3/16/12 9:42 PM,DRUG PARAPHERNALIA - BUY/POSSESS,DRUGS/ALCOHOL VIOLATIONS,35B,PART II,COMPLETED,5TH DIVISION,512,RESIDENCE / HOME,400 BLOCK BAXTER AVE                                        ,LOUISVILLE,40204,349036,60
80-12-060324,7/30/12 12:41 PM,7/1/12 12:00 AM,SEXUAL ABUSE - 1ST DEGREE,SEX CRIMES,11D,PART II,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME,4400 BLOCK LONSDALE AVE                                     ,LOUISVILLE,40215,349875,61
80-09-011698,1/13/12 12:35 PM,6/1/08 12:35 PM,"THEFT BY DECEPTION-INCL COLD CHECKS U/$10,000",THEFT/LARCENY,23H,PART I,COMPLETED,7TH DIVISION,735,OTHER / UNKNOWN,4500 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,448148,62
80-12-042632,5/29/12 9:17 PM,5/29/12 9:17 PM,TAMPERING WITH PHYSICAL EVIDENCE,OTHER,90Z,PART II,,3RD DIVISION,331,,4900 BLOCK FEYS DR                                          ,LOUISVILLE,40216,452593,63
80-12-068228,8/26/12 8:39 PM,8/26/12 8:07 PM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,S 5TH ST / W CHESTNUT ST                                    ,LOUISVILLE,40202,627516,64
80-12-020620,3/16/12 9:48 PM,3/16/12 5:16 PM,"RECEIVING STOLEN PROPERTY U/$10,000",THEFT/LARCENY,280,PART II,COMPLETED,1ST DIVISION,112,OTHER / UNKNOWN,S 28TH ST / W BROADWAY                                      ,LOUISVILLE,40211,735867,65
80-12-007988,1/30/12 9:50 AM,1/29/12 11:00 PM,THEFT BY UNLAWFUL TAKING/DISP-CONTENTS FROM AUTO - MISD,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,5TH DIVISION,525,PARKING LOT / GARAGE,3800 BLOCK WILMINGTON AVE                                   ,LOUISVILLE,40207,764368,66
80-12-008028,1/30/12 1:29 PM,1/30/12 12:07 PM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,3RD DIVISION,331,SCHOOL - ELEMENTARY / SECONDARY,5900 BLOCK GREENWOOD RD                                     ,LOUISVILLE,40258,764340,67
80-12-008761,2/1/12 11:46 PM,2/1/12 10:40 PM,ASSAULT - 4TH DEGREE (MINOR INJURY),ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME,400 BLOCK PEN HOLLOW RD                                     ,LOUISVILLE,40118,764341,68
80-12-008285,1/31/12 11:00 AM,1/1/12 12:01 AM,CRIMINAL MISCHIEF - 1ST DEGREE,VANDALISM,290,PART II,COMPLETED,6TH DIVISION,613,COMMERCIAL / OFFICE BUILDING,4600 BLOCK E INDIAN TRL                                     ,WATTERSON_PARK,40218,764342,69
80-12-008802,2/2/12 5:08 PM,1/17/12 10:00 PM,"THEFT BY UNLAWFUL TAKING/DISP-AUTO $10,000 OR MORE",MOTOR VEHICLE THEFT,240,PART I,COMPLETED,3RD DIVISION,334,PARKING LOT / GARAGE,9600 BLOCK LAMBORNE BLVD                                    ,LOUISVILLE,40272,764343,70
80-12-008801,2/2/12 5:02 PM,2/1/12 11:00 PM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,2ND DIVISION,236,PARK / PLAYGROUND,3800 BLOCK LEES LN                                          ,LOUISVILLE,40216,764344,71
80-12-008479,1/31/12 10:33 PM,1/31/12 5:30 PM,BURGLARY - 2ND DEGREE,BURGLARY,220,PART I,COMPLETED,7TH DIVISION,712,RESIDENCE / HOME,7900 BLOCK GLENMARY FARM CT                                 ,LOUISVILLE,40291,764345,72
80-12-008807,2/2/12 8:20 AM,10/1/11 12:01 AM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,5TH DIVISION,525,SCHOOL - ELEMENTARY / SECONDARY,3100 BLOCK LEXINGTON RD                                     ,LOUISVILLE,40206,764346,73
80-12-008302,1/31/12 11:32 AM,1/30/12 12:52 PM,ANY NON CRIMINAL CHARGE NOT COVERED BY THESE CODES,OTHER,90Z,PART II,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME,8500 BLOCK ASPEN GLEN WAY                                   ,LOUISVILLE,40228,764347,74
80-12-008814,2/2/12 7:52 PM,2/1/12 10:00 PM,THEFT BY UNLAWFUL TAKING/DISP-CONTENTS FROM AUTO - MISD,VEHICLE BREAK-IN/THEFT,23F,PART I,COMPLETED,7TH DIVISION,711,PARKING LOT / GARAGE,6600 BLOCK HOLLY LAKE DR                                    ,LOUISVILLE,40291,764348,75
80-12-003918,1/14/12 9:30 PM,1/14/12 5:45 PM,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO),1300 BLOCK S 4TH ST                                         ,LOUISVILLE,40208,764349,76
80-12-003918,1/14/12 9:30 PM,1/14/12 5:45 PM,TERRORISTIC THREATENING 3RD DEGREE,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO),1300 BLOCK S 4TH ST                                         ,LOUISVILLE,40208,764350,77
80-12-008523,2/1/12 8:00 AM,1/31/12 6:00 PM,CRIMINAL MISCHIEF - 1ST DEGREE,VANDALISM,290,PART II,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE,4500 BLOCK POPLAR LEVEL RD                                  ,LOUISVILLE,40213,764351,78
80-12-008277,1/31/12 10:27 AM,1/31/12 10:27 AM,CRIMINAL MISCHIEF-3RD DEGREE,VANDALISM,290,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME,2900 BLOCK BANK ST                                          ,LOUISVILLE,40212,764352,79
80-12-007500,1/28/12 2:44 AM,1/28/12 2:40 AM,UNLAWFUL IMPRISONMENT-1ST DEGREE,ASSAULT,100,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME,6700 BLOCK BROOKLAWN DR                                     ,LOUISVILLE,40214,764353,80
80-12-008031,1/30/12 12:00 PM,1/28/12 10:00 PM,THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS - FELONY CLASS D,THEFT/LARCENY,23H,PART I,COMPLETED,6TH DIVISION,612,"SPECIALTY STORE (TV, FUR, ETC)",4800 BLOCK POPLAR LEVEL RD                                  ,WATTERSON_PARK,40213,764354,81
80-12-088780,11/7/12 3:27 PM,11/7/12 8:10 AM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY,4700 BLOCK FLUSHING WAY                                     ,LOUISVILLE,40272,38748,82
80-12-024269,3/28/12 5:40 PM,3/28/12 1:30 PM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY,2400 BLOCK W MAIN ST                                        ,LOUISVILLE,40212,39113,83
80-12-093467,11/25/12 3:53 PM,11/25/12 4:00 AM,CARRYING A CONCEALED DEADLY WEAPON,WEAPONS,520,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,1800 BLOCK DATE ST                                          ,LOUISVILLE,40210,39726,84
80-12-093467,11/25/12 3:53 PM,11/25/12 4:00 AM,RECEIVING STOLEN PROPERTY (FIREARM),THEFT/LARCENY,280,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY,1800 BLOCK DATE ST                                          ,LOUISVILLE,40210,40192,85
80-12-010953,2/9/12 8:49 PM,2/9/12 8:49 PM,SODOMY - 1ST DEGREE - VICTIM U/12 YEARS OF AGE,SEX CRIMES,11B,PART I,COMPLETED,METRO LOUISVILLE,METRO,RESIDENCE / HOME,METRO AT LARGE                                              ,LOUISVILLE,40056,106473,86
80-12-045266,6/7/12 4:31 PM,6/7/12 4:31 PM,TRAF IN MARIJUANA-8 OZ TO < 5 LBS-1ST OFFENSE,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,6TH DIVISION,625,HIGHWAY / ROAD / ALLEY,3400 BLOCK BRECKENRIDGE LN                                  ,LOUISVILLE,40220,253778,87
80-12-063604,8/10/12 3:06 PM,8/10/12 3:06 PM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,CENTRAL AVE / TAYLOR BLVD                                   ,LOUISVILLE,40208,281422,88
80-12-036539,5/9/12 12:03 AM,5/9/12 12:03 AM,POSS OF MARIJUANA,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,3RD DIVISION,331,OTHER / UNKNOWN,GREENBELT HWY / GREENWOOD RD                                ,LOUISVILLE,40258,387096,89
80-12-062072,8/5/12 10:14 AM,8/4/12 11:00 PM,"RECEIVING STOLEN PROPERTY U/$10,000",THEFT/LARCENY,280,PART II,COMPLETED,6TH DIVISION,625,OTHER / UNKNOWN,2800 BLOCK YORKSHIRE BLVD                                   ,LOUISVILLE,40220,387105,90
80-12-036539,5/9/12 12:03 AM,5/9/12 12:03 AM,POSS CONT SUB-3RD DEGREE--DRUG UNSPECIFIED,DRUGS/ALCOHOL VIOLATIONS,35A,PART II,COMPLETED,3RD DIVISION,331,OTHER / UNKNOWN,GREENBELT HWY / GREENWOOD RD                                ,LOUISVILLE,40258,388983,91
